KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.02 . 00 . 00 . 5,BELANJA,3724083461,
1.20 . 1.20.02 . 00 . 00 . 5 . 1,BELANJA TIDAK LANGSUNG,3724083461,
1.20 . 1.20.02 . 00 . 00 . 5 . 1 . 1,Belanja Pegawai,3724083461,
,SURPLUS / (DEFISIT),3724083461,
