id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,awal_pekerjaan,akhir_pekerjaan
2592346,"KECAMATAN ASTANAANYAR","fasilitasi peningkatan kualitas kehidupan kemasyarakatan kecamatan dan kelurahan ",126000000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","Kecamatan astaanyar","belanja penunjang kegiatan fasilitasi peningkatan kualitas kehidupan kemasyarakatan kecamatan dan kelurahan ",APBD," 126000000",1.20.1.20.20.30.02,05-01-2015,31-12-2016
3627026,"KECAMATAN ASTANAANYAR","fasilitasi pemberdayaan lingkup karang taruna",88000000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan karanganyar ","belanja penunjang kegiatan fasilitasi pemberdayaan lingkup karang taruna",APBD," 88000000",1.22.1.20.20.22.03,02-01-2015,31-12-2016
3618495,"KECAMATAN ASTANAANYAR","fasilitasi pemberdayaan lingkup RW",399600000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan karasak","belanja peralatan kebersihan dan bahan pembersih,bibit tanaman, cetak,makan minum kegiatan,pakaian kerja lapangan,pemeliharaan yang di swakelolakan tenaga kebersihan RW",APBD," 399600000",1.22.1.20.20.22.01,02-01-2015,31-12-2016
3632989,"KECAMATAN ASTANAANYAR","peningkatan infrasrtuktur dan lingkungan hidup tingkat kecamatan dan kelurahan ",236000000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan pelindung hewan ","belanja alat tulis kantor, peralatan kebersihan dan bahan pembersih, sarana informasi lainya, bahan baku bangunan, cetak, penggandaan, sewa mobilitas darat,ma",APBD," 236000000",1.20.1.20.20.30.03,02-01-2015,31-12-2016
3619011,"KECAMATAN ASTANAANYAR","penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasional",2000000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan nyengseret","belanja kendaraan bermotor",APBD," 2000000",1.20.1.20.20.01.06,02-01-2015,31-12-2016
3631618,"KECAMATAN ASTANAANYAR","penyediaan makanan dan minuman ",16200000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan cibadak ","belanja makan dan minum tamu, rapat dan harian pegawai ",APBD," 16200000",1.20.1.20.20.01.17,02-01-2015,31-12-2016
3632489,"KECAMATAN ASTANAANYAR","penyediaan jasa komunikasi,sumber daya air dan listrik",16600000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan pelindung hewan ","belanja telepon, listrik,surat kabar dan internet ",APBD," 16600000",1.20.1.20.20.01.02,02-01-2015,31-12-2016
3619291,"KECAMATAN ASTANAANYAR","penyediaan barang cetak dan penggandaan",15000000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan nyengseret ","belanja spanduk, umbul-umbul, sarana informasi lainya cetak dan penggandaan ",APBD," 15000000",1.20.1.20.20.01.11,02-01-2015,31-12-2016
3631388,"KECAMATAN ASTANAANYAR","penyediaan jasa kebersihan kantor",600000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan cibadak ","belanja pembayaran retribusi kebersihan kantor",APBD," 600000",1.20.1.20.20.01.08,02-01-2015,31-12-2016
3631116,"KECAMATAN ASTANAANYAR","penyediaan jasa komunikasi,sumber daya air dan listrik",9000000,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN ASTANAANYAR",2015,"1 Tahun","kelurahan cibadak","belanja jasa listrik air telepon dan internet ",APBD," 9000000",1.20.1.20.20.01.02,02-01-2015,31-12-2016
