lokasi,nama_komoditas,2015-11-01,2015-11-02,2015-11-03,2015-11-04,2015-11-05,2015-11-06,2015-11-07,2015-11-08,2015-11-09,2015-11-10,2015-11-11,2015-11-12,2015-11-13,2015-11-14,2015-11-15,2015-11-16,2015-11-17,2015-11-18,2015-11-19,2015-11-20,2015-11-21,2015-11-22,2015-11-23,2015-11-24,2015-11-25,2015-11-26,2015-11-27,2015-11-28,2015-11-29,2015-11-30
"Pasar Baru","Beras Medium",0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000
"Pasar Baru","Cabe Merah",0,15000,15000,16000,16000,16000,0,0,16000,16000,16000,16000,0,0,0,25000,25000,25000,25000,0,0,0,30000,30000,30000,30000,30000,0,0,30000
"Pasar Baru","Bawang Merah",0,20000,20000,20000,20000,20000,0,0,20000,20000,20000,20000,20000,0,0,20000,20000,20000,20000,20000,0,0,20000,20000,20000,20000,20000,0,0,20000
"Pasar Baru","Daging Ayam Ras",0,33000,33000,30000,30000,30000,0,0,34000,34000,34000,34000,33000,0,0,33000,33000,33000,33000,33000,0,0,33000,33000,33000,33000,33000,0,0,33000
"Pasar Baru","Telur Ayam Ras",0,19000,19000,18000,18000,18000,0,0,19000,19000,19000,19000,19000,0,0,20000,20000,20000,20000,20000,0,0,21000,21000,21000,21000,21000,0,0,22000
"Pasar Baru","Daging Sapi",0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000
"Pasar Baru","Minyak Goreng",0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,0,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000
"Pasar Baru","Gula Pasir",0,13000,13000,13000,13000,13000,0,0,13000,13000,13000,13000,13000,0,0,13000,13000,13000,13000,13000,0,0,13000,13000,13000,13000,13000,0,0,13000
"Pasar Baru",Kentang,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000
"Pasar Baru",Kedelai,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000
"Pasar Baru","Tepung Terigu",0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500
"Pasar Baru","Bawang Putih",0,25000,25000,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,25000
"Pasar Baru","Cabe Keriting",0,18000,18000,18000,18000,18000,0,0,18000,18000,18000,18000,18000,0,0,25000,25000,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,35000
"Pasar Baru","Cabe Rawit",0,20000,20000,18000,18000,18000,0,0,20000,20000,20000,20000,20000,0,0,25000,25000,25000,25000,25000,0,0,30000,30000,30000,30000,30000,0,0,30000
