ID PKL,LOKASI USAHA,KOMODITI
PKL01CBDKID,Jl. Cibaduyut,Rokok
PKL02CBDKID,Jl. Cibaduyut,Nasi Kuning
PKL03CBDKID,Jl. Cibaduyut,Gorengan
PKL04CBDKID,Jl. Cibaduyut,Warung Roko/Kopi
