id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan,
7017946,Belanja jasa penyelenggaraan acara: Gebyar Sanitasi,190000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengkajian pengembangan lingkungan sehat,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Gebyar Sanitasi,APBD,190000000,1.02.1.02.01.01.21.1.5.2.2.03.21,Pengadaan Langsung,16/03/2016,31/03/2016,01/04/2016,31/10/2016,
7230857,Belanja Cetak Sarana Pelayanan Kesehatan Lansia,75000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan Kesehatan,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja Cetak Sarana Pelayanan Kesehatan Lansia,APBD,75000000,1.02.1.02.01.01.34.6.5.2.2.06.01,Pengadaan Langsung,01/03/2016,12/03/2016,14/03/2016,31/03/2016,
6657430,Belanja kursus-kursus singkat/pelatihan workshop pelatihan kesehatan olah raga bagi puskesmas pada kegiatan pelayanan kesehatan olah raga,31350000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan kesehatan olah raga,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja kursus-kursus singkat/pelatihan workshop pelatihan kesehatan olah raga bagi puskesmas pada kegiatan pelayanan kesehatan olah raga,APBD,31350000,1.02.1.02.01.01.16.34.5.2.2.17.01,Pengadaan Langsung,22/02/2016,31/03/2016,01/04/2016,30/04/2016,
7019028,Belanja makanan dan minuman kegiatan: Pertemuan sosialisasi kebijakan pengendalian FR dan Pem.Kes CJH bagi dokter,30600000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyelidikan epidemiologi dan penanggulangan KLB,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Pertemuan sosialisasi kebijakan pengendalian FR dan Pem.Kes CJH bagi dokter,APBD,30600000,1.02.1.02.01.01.37.1.5.2.2.11.05,Pengadaan Langsung,01/02/2016,09/02/2016,10/02/2016,29/02/2016,
7022581,Belanja kursus-kursus singkat/pelatihan: Pelatihan tatalaksana IMS bagi petugas puskesmas,90000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan pencegahan dan penanggulangan penyakit menular,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Pelatihan tatalaksana IMS bagi petugas puskesmas,APBD,90000000,1.02.1.02.01.01.22.5.5.2.2.17.01,Pengadaan Langsung,16/03/2016,31/03/2016,01/04/2016,31/10/2016,
8370418,Belanja makanan dan minuman kegiatan Sosialisasi e-RK (elektronik Remun dan Kinerja) dilingkungan Dnas Kesehatan Kota Bandung,7000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Program peningkatan kapasitas sumber daya aparatur,Barang/jasa,Jasa Lainnya,100 or,Kota Bandung,Belanja makanan dan minuman kegiatan Sosialisasi e-RK (elektronik Remun dan Kinerja) dilingkungan Dnas Kesehatan Kota Bandung,APBDP,7000000,1.02.1.02.01.01.05.01.5.2.2.11.05,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,17/12/2016,
7827288,Belanja Alat Tulis Kantor UPT PKM Pasundan,31568890,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Pasundan,Barang/jasa,Barang,1 Paket,Kota Bandung,Belanja Alat Tulis Kantor UPT PKM Pasundan,APBD,31568890,1.02.1.02.01.14.16.43.5.2.2.01.01,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,12/09/2016,
7465454,Pemeliharaan gedung dan bangunan UPT Puskesmas Neglasari,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung Kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan UPT Puskesmas Neglasari,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,23/05/2016,13/06/2016,14/06/2016,13/07/2016,
8672473,Komputer PC (Yandas),30000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,2 unit,Jl. Supratman No 73 Bandung,Komputer PC (Yandas),APBD,30000000,1.02.1.02.01.01.01.13.5.2.3.29.02,Pengadaan Langsung,15/11/2016,25/11/2016,28/11/2016,23/12/2016,
7827703,Belanja Penggandaan UPT PKM Cipamokolan,31567200,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Cipamokolan ,Barang/jasa,Jasa Lainnya,1 Tahun,Kota Bandung,Belanja Penggandaan UPT PKM Cipamokolan,APBD,31567200,1.02.1.02.01.22.16.43.5.2.2.06.02,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,28/12/2016,
7468317,Pemeliharaan  gedung dan bangunan Puskesmas Moch Ramdan,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan Puskesmas Moch Ramdan,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,30/06/2016,01/07/2016,31/07/2016,
7141851,Belanja modal peralatan dan mesin - pengadaan peralatan personal komputer (printer ID card dan UPS),565500000,e-Purchasing,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengembangan data dan informasi pembangunan kesehatan,Modal,Barang,1 paket,Kota Bandung,Belanja modal peralatan dan mesin - pengadaan peralatan personal komputer (printer ID card dan UPS),APBD,565500000,1.02.1.02.01.36.03.5.2.3.29.05,E-Purchasing,01/06/2016,30/06/2016,01/07/2016,31/07/2016,
8414956,Belanja makanan dan minuman kegiatan sosialisasi PMT OMABA,25500000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pembinaan pelayanan sarana kesehatan dasar swasta,Barang/jasa,Jasa Lainnya,300 OH,Kota Bandung,Belanja makanan dan minuman kegiatan sosialisasi PMT OMABA pada kegiatan Pembinaan pelayanan sarana kesehatan dasar swasta,APBDP,25500000,1.02.1.02.01.01.16.30.5.2.2.11.05,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,09/12/2016,
7345024,Belanja Jasa service roda 2,122445000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala kendaraan dinas/operasional,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Pemeliharaan kendaraan roda 2 untuk Dinas dan Puskesmas,APBD,122445000,1.02.1.02.01.01.02.24.5.2.2.05.01,Pengadaan Langsung,25/04/2016,23/05/2016,24/05/2016,30/12/2016,
7020145,"Belanja modal jalan, irigasi dan jaringan pengadaan air bersih/air baku lainnya: Instalasi air bersih puskesmas ujung berung indah",75000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengkajian pengembangan lingkungan sehat,Modal,Pekerjaan Konstruksi,1 paket,Kota Bandung,Instalasi air bersih puskesmas ujung berung indah,APBD,75000000,1.02.1.02.01.01.21.1.5.2.3.69.05,Pengadaan Langsung,01/04/2016,30/04/2016,01/05/2016,30/06/2016,
7827117,Belanja Cetak UPT PKM Talaga Bodas,48501000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Talaga Bodas,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja Cetak UPT PKM Talaga Bodas,APBD,48501000,1.02.1.02.01.15.16.43.5.2.2.06.01,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,28/12/2016,
8204036,Belanja Modal Peralatan dan Mesin Pengadaan Peralatan Jaringan Modem Wifi,9000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,6 Unit,Kota Bandung,Belanja Modal Peralatan dan Mesin Pengadaan Peralatan Jaringan Modem Wifi,APBD,9000000,1.02.1.02.01.01.01.13.5.2.3.29.06,Pengadaan Langsung,17/10/2016,24/10/2016,25/10/2016,24/11/2016,Belanja Modal Peralatan dan Mesin Pengadaan Peralatan Jaringan Modem Wifi (7620898) 
8416001,"Belanja makanan dan minuman penyusunan draft peraturan walikota tentang audit maternal perinatal (AMP),public service center (PSC) 119 BES dan sistem rujukan Kota Bandung",9000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Kemitraan pengobatan lanjutan bagi pasien rujukan,Barang/jasa,Jasa Lainnya,180 OH,Kota Bandung,"Belanja makanan dan minuman penyusunan draft peraturan walikota tentang audit maternal perinatal (AMP),public service center (PSC) 119 BES dan sistem rujukan Kota Bandung",APBDP,9000000,1.02.1.02.01.01.28.06.5.2.2.11.05,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,08/12/2016,
8370419,Belanja makanan dan minuman persiapan rapat Sosialisasi e-RK (elektronik Remun dan Kinerja) dilingkungan Dnas Kesehatan Kota Bandung,1050000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pendidikan dan pelatihan formal,Barang/jasa,Jasa Lainnya,30 or,Kota Bandung,Belanja makanan dan minuman persiapan rapat Sosialisasi e-RK (elektronik Remun dan Kinerja) dilingkungan Dnas Kesehatan Kota Bandung,APBDP,1050000,1.02.1.02.01.01.05.01.5.2.2.11.05,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,17/12/2016,
7827202,Belanja makanan dan minuman Bantuan Operasional Kesehatan UPT Garuda,99289271,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan UPT Garuda,Barang/jasa,Jasa Lainnya,1 tahun,Kota Bandung,Belanja makanan dan minuman Bantuan Operasional Kesehatan UPT Garuda,APBD,99289271,1.02.1.02.01.02.16.43.5.2.2.11.05,Pengadaan Langsung,23/06/2016,01/07/2016,11/07/2016,28/12/2016,
7111532,Belanja kursus-kursus singkat/pelatihan: EVM,118800000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan imunisasi dasar,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja kursus-kursus singkat/pelatihanEVM,APBD,118800000,1.02.1.02.01.01.34.16.5.2.2.17.01,Pengadaan Langsung,23/03/2016,29/03/2016,30/03/2016,31/05/2016,
8672496,Laptop (Yandas),18000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,1 Unit,Jl. Supratman No 73 Bandung,Laptop (Yandas),APBD,18000000,1.02.1.02.01.01.01.13.5.2.3.29.02,Pengadaan Langsung,15/11/2016,25/11/2016,28/11/2016,23/12/2016,
8203408,Kulkas (Kesling),15000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan rumah tangga,Modal,Barang,1 Paket,Jl. Supratman No 73 Bandung,Kulkas (Kesling),APBD,15000000,1.02.1.02.01.01.01.14.5.2.3.28.04,Pengadaan Langsung,17/10/2016,24/10/2016,25/10/2016,24/11/2016,
7514434,Konsultan pengawas pembangunan gedung UPT Puskesmas Cibiru,35000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pembangunan Puskesmas,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Konsultan pengawas pembangunan gedung UPT Puskesmas Cibiru,APBD,35000000,1.02.1.02.01.01.25.01.5.2.3.49.06,Pengadaan Langsung,11/07/2016,18/07/2016,19/07/2016,18/11/2016,
7140093,Belanja penggandaan,113500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengembangan data dan informasi pembangunan kesehatan,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja penggandaan pada kegiatan pengembangan data dan informasi pembangunan kesehatan,APBD,113500000,1.02.1.02.01.36.03.5.2.2.06.02,Pengadaan Langsung,01/03/2016,31/03/2016,01/04/2016,31/05/2016,
7142862,Belanja Bahan Bakar Minyak/Gas kendaraan Roda 4 dan Roda 2,1800000000,Penunjukan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala kendaraan dinas/operasional,Barang/jasa,Barang,1 Paket,Kota Bandung,BBM untuk Kendaraan Dinas dan Puskesmas,APBD,1800000000,1.02.1.02.01.02.24.5.2.2.05.03,Penunjukan Langsung,30/03/2016,04/04/2016,05/04/2016,25/04/2016,
8653299,Portable Printer (Kepala Dinas),4500000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan dan perlengkapan kantor,Modal,Barang,1 Unit,Jl. Supratman No 73 Bandung,Portable Printer (Kepala Dinas),APBDP,4500000,1.02.1.02.01.01.01.13.5.2.3.29.05,Pengadaan Langsung,15/11/2016,25/11/2016,28/11/2016,23/12/2016,
7060157,Belanja penggandaan,12825000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Peningkatan pengawasan obat dan bahan berbahaya,Barang/jasa,Jasa Lainnya,5 paket,Kota Bandung,Belanja makanan dan minuman kegiatan pada kegiatan peningkatan pengawasan obat dan bahan berbahaya,APBD,12825000,1.02.1.02.01.17.06.5.2.2.06.02,Pengadaan Langsung,01/02/2016,29/02/2016,01/03/2016,31/10/2016,
7374920,Belanja Pemeliharaan Peralatan dan Perlengkapan Kantor/Rumah Tangga,10805954000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja Pemeliharaan Peralatan dan Perlengkapan Kantor/Rumah Tangga,APBD,10805954000,1.02.1.02.01.01.25.24.5.2.2.20.08,Pengadaan Langsung,21/03/2016,31/03/2016,01/04/2016,01/12/2016,
7390794,Rehabilitasi gedung Bangunan Puskesmas Sekejati,200000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Modal,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Rehabilitasi gedung Bangunan Puskesmas Sekejati,APBD,200000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,01/06/2016,22/06/2016,23/06/2016,22/08/2016,
8187874,Belanja jasa penyelenggaraan acara - Kampanye kesehatan kepada masyarakat dalam HKN,195000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Promosi Kesehatan dan Kelurahan Siaga Aktif,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja jasa penyelenggaraan acara - Kampanye kesehatan kepada masyarakat dalam HKN,APBDP,195000000,1.02.1.02.01.19.07.5.2.2.03.21,Pengadaan Langsung,03/10/2016,31/10/2016,01/11/2016,30/11/2016,Belanja jasa penyelenggaraan acara - Kampanye kesehatan kepada masyarakat dalam HKN (7062867) 
7380581,Pemeliharaan Instalasi Telepon,39000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Barang/jasa,Jasa Lainnya,13 Ls,Kota Bandung,Pemeliharaan Instalasi Telepon,APBD,39000000,1.02.1.02.01.01.25.24.5.2.2.20.08,Pengadaan Langsung,28/04/2016,18/05/2016,19/05/2016,20/10/2016,
7826188,Belanja makanan dan minuman kegiatan pada kegiatan BOK UPT Puskemas Pasirkaliki,65670000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK),Barang/jasa,Jasa Lainnya,1 tahun,Kota Bandung,Belanja makanan dan minuman kegiatan pada kegiatan BOK UPT Puskemas Pasirkaliki,APBD,65670000,1.02.1.02.01.03.16.43.5.2.2.11.05,Pengadaan Langsung,29/09/2016,14/10/2016,14/10/2016,15/12/2016,
7381264,Konsultan Perencana UPT Puskesmas Pasirkaliki,75000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas ,Modal,Jasa Konsultansi,1 Paket,Kota Bandung,Konsultan Perencana UPT Puskesmas Pasirkaliki,APBD,75000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,02/05/2016,24/05/2016,25/05/2016,24/06/2016,
7465581,Pemeliharaan  gedung dan bangunan UPT Puskesmas Padasuka,120000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan UPT Puskesmas Padasuka,APBD,120000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,27/06/2016,28/06/2016,27/07/2016,
8653395,Portable Printer (Keuangan),4500000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan dan perlengkapan kantor,Modal,Barang,1 Unit,Jl. Supratman No 73 Bandung,Portable Printer (Keuangan),APBDP,4500000,1.02.1.02.01.01.01.13.5.2.3.29.05,Pengadaan Langsung,15/11/2016,25/11/2016,28/11/2016,23/12/2016,
7018249,Belanja makanan dan minuman kegiatan,45250000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengkajian pengembangan lingkungan sehat,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja makanan dan minuman kegiatan,APBD,45250000,1.02.1.02.01.01.21.1.5.2.2.11.05,Pengadaan Langsung,01/02/2016,15/02/2016,16/02/2016,30/11/2016,
8166493,Belanja Bahan Medis Habis Pakai pada  UPT PKM Tamblong,31145400,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Tamblong,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Bahan Medis Habis Pakai pada UPT PKM Tamblong,APBD,31145400,"1.02.1.02.01.11.16.43,5.2.2.02.09",Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7827533,Belanja Alat Tulis Kantor UPT PKM Riung Bandung,20501400,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Riung Bandung ,Barang/jasa,Barang,1 Paket,Kota Bandung,Belanja Alat Tulis Kantor UPT PKM Riung Bandung,APBD,20501400,1.02.1.02.01.25.16.43.5.2.2.01.01,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,28/12/2016,
8166625,Belanja Cetak pada UPT PKM Babakan Sari,50998135,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Babakan Sari,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Cetak pada UPT PKM Babakan Sari,APBD,50998135,1.02.1.02.01.12.16.43.5.2.2.06.01,Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7139457,Belanja jasa konsultansi - Pendampingan akreditasi puskesmas untuk 5 puskesmas,440000000,Seleksi Umum,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyusunan standar pelayanan kesehatan,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Belanja jasa konsultansi - Pendampingan akrediotasi puskesmas untuk 5 puskesmas,APBD,440000000,1.02.1.02.01.23.01.5.2.2.21.01,Seleksi Umum,01/03/2016,20/04/2016,20/04/2016,30/09/2016,
8166065,Belanja Penggandaan pada UPT PKM Sindang Jaya,18298185,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Sindang Jaya,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Penggandaan pada UPT PKM Sindang Jaya,APBD,18298185,1.02.1.02.01.28.16.43.5.2.2.06.02,Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
8166516,Belanja Cetak pada UPT PKM Tamblong,28476000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Tamblong,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Cetak pada UPT PKM Tamblong,APBD,28476000,"1.02.1.02.01.11.16.43,5.2.2.06.01",Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7827219,Belanja Penggandaan Bantuan Operasional Kesehatan UPT Pagarsih,45690717,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan UPT Pagarsih,Barang/jasa,Barang,1 tahun,Kota Bandung,Belanja Penggandaan Bantuan Operasional Kesehatan UPT Pagarsih,APBD,45690717,1.02.1.02.01.20.16.43.5.2.2.06.02,Pengadaan Langsung,23/06/2016,01/07/2016,11/07/2016,28/12/2016,
8370427,Belanja jasa penyelenggaraan acara peningkatan SDM dalam perubahan paradigma pelayanan kesehatan era PPK-BLUD,110000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pendidikan dan pelatihan formal,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja jasa penyelenggaraan acara peningkatan SDM dalam perubahan paradigma pelayanan kesehatan era PPK-BLUD,APBDP,110000000,1.02.1.02.01.01.05.01.5.2.2.03.21,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,17/12/2016,
7390937,Konsultan Perencana  Puskesmas Cilengkrang,16000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas ,Modal,Jasa Konsultansi,1 Paket,Kota Bandung,Konsultan Perencana Puskesmas Cilengkrang,APBD,16000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,01/06/2016,20/06/2016,21/06/2016,20/07/2016,
8165919,Belanja Alat Tulis Kantor pada UPT PKM Sindang Jaya,39525811,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Sindang Jaya,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Alat Tulis Kantor pada UPT PKM Sindang Jaya,APBD,39525811,1.02.1.02.01.28.16.43.5.2.2.01.01,Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7112526,Belanja modal peralatan dan mesin - pengadaan alat pemadam kebakaran : tabung pemadam kebakaran untuk gudang vaksin,3000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan imunisasi dasar,Modal,Barang,1 Paket,Kota Bandung,tabung pemadam kebakaran untuk gudang vaksin,APBD,3000000,1.02.1.02.01.01.34.16.5.2.3.28.07,Pengadaan Langsung,24/03/2016,31/03/2016,01/04/2016,30/04/2016,
7390919,Rehabilitasi Gedung Bangunan Puskesmas Cilengkrang,200000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Modal,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Rehabilitasi Gedung Bangunan Puskesmas Cilengkrang,APBD,200000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,01/07/2016,20/07/2016,21/07/2016,20/10/2016,
7176744,Belanja modal peralatan dan mesin - pengadaan alat kedokteran umum: Belanja pengadaan APD,195000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyelidikan epidemiologi dan penanggulangan KLB,Modal,Barang,1 Paket,Kota Bandung,Belanja pengadaan APD,APBD,195000000,1.02.1.02.01.01.37.01.5.2.3.34.01,Pengadaan Langsung,01/07/2016,11/07/2016,12/07/2016,12/08/2016,
7018333,Belanja makanan dan minuman kegiatan: verifikasi kecamatan sehat,80000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengkajian pengembangan lingkungan sehat,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja makanan dan minuman kegiatanverifikasi kecamatan sehat,APBD,80000000,1.02.1.02.01.01.21.1.5.2.2.11.05,Pengadaan Langsung,16/03/2016,31/03/2016,01/04/2016,31/10/2016,
8672527,Laptop (Evapor),30000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,2 unit,Jl. Supratman No 73 Bandung,Laptop (Evapor),APBD,30000000,1.02.1.02.01.01.01.13.5.2.3.29.02,Pengadaan Langsung,15/11/2016,25/11/2016,28/11/2016,23/12/2016,
7468454,Pemeliharaan  gedung dan bangunan UPT Puskesmas Cibuntu,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan Puskesmas Cibuntu,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,30/06/2016,01/07/2016,31/07/2016,
7490019,Belanja Modal Peralatan dan Mesin-Pengadaan Lap Top,76000000,e-Purchasing,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,5 Unit,Kota Bandung,Belanja Modal Peralatan dan Mesin-Pengadaan Personal Komputer,APBD,76000000,1.02.1.02.01.01.01.13.5.2.3.29.02,E-Purchasing,23/05/2016,22/06/2016,23/06/2016,22/08/2016,Belanja Modal Peralatan dan Mesin-Pengadaan Personal Komputer (7427755) 
8542221,Belanja Konsultan Pengawas,10000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengkajian Pengembangan Lingkungan Sehat ,Barang/jasa,Jasa Konsultansi,1 Paket,Kota bandung,Pengkajian Pengembangan Lingkungan Sehat ,APBD,10000000,1.02.1.02.01.01.21.01.5.2.3.17.01,Pengadaan Langsung,04/11/2016,07/11/2016,07/11/2016,06/12/2016,
