lokasi,nama_komoditas,2014-01-01,2014-01-02,2014-01-03,2014-01-04,2014-01-05,2014-01-06,2014-01-07,2014-01-08,2014-01-09,2014-01-10,2014-01-11,2014-01-12,2014-01-13,2014-01-14,2014-01-15,2014-01-16,2014-01-17,2014-01-18,2014-01-19,2014-01-20,2014-01-21,2014-01-22,2014-01-23,2014-01-24,2014-01-25,2014-01-26,2014-01-27,2014-01-28,2014-01-29,2014-01-30,2014-01-31
"Pasar Kosambi","Beras Medium",0,8500,0,8500,8500,0,0,8500,8500,8500,8500,8500,0,0,8500,0,8500,8500,8500,0,0,8500,8500,8500,8500,8500,0,0,8500,8500,8500
"Pasar Kosambi","Cabe Merah",0,40000,0,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,0,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,40000
"Pasar Kosambi","Bawang Merah",0,28000,0,28000,28000,0,0,28000,28000,28000,25000,25000,0,0,20000,0,20000,20000,20000,0,0,20000,20000,20000,20000,20000,0,0,20000,20000,24000
"Pasar Kosambi","Daging Ayam Ras",0,30000,0,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,0,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000
"Pasar Kosambi","Telur Ayam Ras",0,18000,0,18000,18000,0,0,18000,18000,18000,18000,19000,0,0,19000,0,19000,19000,19000,0,0,19000,19000,19000,19000,19000,0,0,19000,19000,20000
"Pasar Kosambi","Daging Sapi",0,100000,0,100000,100000,0,0,100000,100000,100000,100000,100000,0,0,100000,0,100000,100000,100000,0,0,100000,100000,100000,100000,100000,0,0,100000,100000,100000
"Pasar Kosambi","Minyak Goreng",0,12300,0,12300,12300,0,0,12300,12300,12300,12300,12300,0,0,12300,0,12300,12300,12300,0,0,12300,12300,12300,12300,12300,0,0,12300,12300,12300
"Pasar Kosambi","Gula Pasir",0,11000,0,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,0,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000
"Pasar Kosambi",Kentang,0,12000,0,12000,12000,0,0,11000,11000,11000,11000,11000,0,0,11000,0,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000
"Pasar Kosambi",Kedelai,0,10000,0,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,0,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000
"Pasar Kosambi","Tepung Terigu",0,7500,0,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,0,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500
"Pasar Kosambi","Bawang Putih",0,16000,0,16000,16000,0,0,16000,16000,16000,16000,16000,0,0,16000,0,16000,16000,16000,0,0,16000,16000,16000,16000,16000,0,0,16000,16000,16000
"Pasar Kosambi","Cabe Keriting",0,40000,0,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,0,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,40000
"Pasar Kosambi","Cabe Rawit",0,40000,0,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,0,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,50000
"Pasar Kosambi","Kacang Tanah",0,17000,0,17000,17000,0,0,17000,17000,17000,17000,17000,0,0,17000,0,17000,17000,17000,0,0,17000,17000,17000,17000,17000,0,0,17000,17000,17000
"Pasar Kosambi","Ubi Kayu",0,4000,0,4000,4000,0,0,4000,4000,4000,4000,4000,0,0,4000,0,4000,4000,4000,0,0,4000,4000,4000,4000,4000,0,0,4000,4000,4000
"Pasar Kosambi","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Kosambi",Jagung,0,7000,0,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,0,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000
"Pasar Kosambi","Ikan Olahan",0,40000,0,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,0,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,40000
"Pasar Kosambi","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Kosambi","Minyak Goreng Curah",0,11500,0,11500,11500,0,0,11500,11500,11500,11500,11500,0,0,10000,0,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000
"Pasar Kosambi","Daging Ayam Kampung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
