npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20219172,SMKS MUHAMMADIYAH 1 BANDUNG,SMK,SMA / sederajat,JL KANCIL NO.1 BANDUNG,1,11,-,Malabar,Kec. Lengkong,-6.9327,107.6201,Tidak ada,Tidak Aktif,Yayasan
20219145,SMKN 3 BANDUNG,SMK,SMA / sederajat,JL. SOLONTONGAN NO. 10,3,6,-,Turangga,Kec. Lengkong,-6.939,107.6265,Tidak ada,Aktif,Pemerintah Daerah
20219283,SMKS GANESHA BANDUNG,SMK,SMA / sederajat,JL.MOHAMAD TOHA NO.84,6,9,-,Pelindung Hewan,Kec. Astanaanyar,-6.9391,107.6061,Tidak ada,Tidak Aktif,Yayasan
20219268,SMAS TAMAN SISWA BANDUNG,SMA,SMA / sederajat,TAMAN SISWA NO. 4,1,9,-,Malabar,Kec. Lengkong,-6.9286,107.6205,Tidak ada,Tidak Aktif,Yayasan
20219238,SMAN 15 BANDUNG,SMA,SMA / sederajat,SARIMANIS NO. 01 SARIJADI BANDUNG,1,8,Sarijadi,Sukawarna,Kec. Sukajadi,-6.8727,107.5869,Tidak ada,Aktif,Pemerintah Pusat
20219796,SMAS KRISTEN HIDUP BARU,SMA,SMA / sederajat,JL.CIUMBULEUIT ATAS NO.160,1,2,-,Ciumbuleuit,Kec. Cidadap,-6.8657,107.606,Tidak ada,Tidak Aktif,Yayasan
20219297,SMKS KARTIKA SILIWANGI 1 BANDUNG,SMK,SMA / sederajat,JL ACEH NO 108 (BLK),0,0,Merdeka,Merdeka,Kec. Sumur Bandung,-6.9104,107.6258,Tidak ada,Tidak Aktif,Yayasan
20219316,SMAN 7 BANDUNG,SMA,SMA / sederajat,JL. LENGKONG KECIL NO. 53 ,3,2,-,Paledang,Kec. Lengkong,-6.9232,107.615,A - Tuna netra,Aktif,Pemerintah Daerah
69850868,SMA BANDUNG INDEPENDENT SCHOOL,SMA,SMA / sederajat,JL. SURYA SUMANTRI 61,0,0,,Sukawarna,Kec. Sukajadi,-6.8845,107.5807,"C1, D",Tidak Aktif,Yayasan
20219780,SMAS PGRI 1 BANDUNG,SMA,SMA / sederajat,JL. SUKAGALIH NO. 80,3,5,-,Sukagalih,Kec. Sukajadi,-6.893,107.5889,Tidak ada,Tidak Aktif,Yayasan
20219232,SMKS KIFAYATUL ACHYAR BANDUNG,SMK,SMA / sederajat,JL.A.H. NASUTION KM. 14 RT.02/10 Kota Bandung,2,10,Lio Selatan,Cipadung,Kec. Cibiru,-6.9256,107.7134,Tidak ada,Tidak Aktif,Yayasan
20219869,SLB B KARYA BHAKTI,Keaksaraan,SMA / sederajat,Jl. Persaudara No. 35,2,14,,Babakan Surabaya,Kec. Kiaracondong,-6.9153,107.6485,"C1, D",Tidak Aktif,Yayasan
20219266,SMAS ST ANGELA,SMA,SMA / sederajat,"JL. MERDEKA NO. 24, Bandung - Jawa Barat",3,6,Babakan Ciamis,Babakan Ciamis,Kec. Sumur Bandung,-6.9126,107.611,Tidak ada,Tidak Aktif,Yayasan
20219292,SMKS ICB CINTA TEKNIKA BANDUNG,SMK,SMA / sederajat,JL ATLAS TENGAH NO.2 BANDUNG,5,13,-,Babakan Surabaya,Kec. Kiaracondong,-6.9141,107.6459,Tidak ada,Tidak Aktif,Yayasan
20219306,SMAN 6 BANDUNG,SMA,SMA / sederajat,JL. PASIR KALIKI NO. 51,2,6,-,Arjuna,Kec. Cicendo,-6.9113,107.5978,Tidak ada,Aktif,Pemerintah Daerah
20219265,SMAS ST MARIA 1 BANDUNG,SMA,SMA / sederajat,JL. BENGAWAN NO. 6,1,7,-,Cihapit,Kec. Bandung Wetan,-6.9114,107.6315,Tidak ada,Tidak Aktif,Yayasan
20219210,SMKS TAMANSISWA BANDUNG,SMK,SMA / sederajat,JL. TAMANSISWA NO.4,1,9,-,Malabar,Kec. Lengkong,-6.9286,107.6205,Tidak ada,Tidak Aktif,Yayasan
20219182,SMKS MUHAMMADIYAH 3 BANDUNG,SMK,SMA / sederajat,GEDE BAGE SELATAN NO.20,1,3,-,Rancabolang,Kec. Gedebage,-6.943,107.6899,"C1, D",Tidak Aktif,Yayasan
20265548,SMKS YPF,SMK,SMA / sederajat,Jl. Cisaranten Kulon No. 105 Arcamanik Bandung,2,4,Cisaranten Kulon,Cisaranten Kulon,Kec. Arcamanik,-6.9205,107.6845,Tidak ada,Tidak Aktif,Yayasan
69759252,SMKS BINA SARANA CENDEKIA,SMK,SMA / sederajat,JL PHH MUSTOFA NO 25,1,3,-,Neglasari,Kec. Cibeunying Kaler,-6.9001,107.6439,Tidak ada,Tidak Aktif,Yayasan
20219767,SMAS PASUNDAN 1 BANDUNG,SMA,SMA / sederajat,Jl. Balonggede No. 28,8,4,-,Balong Gede,Kec. Regol,-6.9237,107.6075,Tidak ada,Tidak Aktif,Yayasan
20219716,SMAIT MIFTAHUL KHOIR,SMA,SMA / sederajat,JL. TUBAGUS ISMAIL VIII NO. 60,5,8,-,Dago,Kec. Coblong,-6.8846,107.6179,Tidak ada,Tidak Aktif,Yayasan
20219808,SMAS MEDINA BANDUNG,SMA,SMA / sederajat,JL. KH. AHMAD DAHLAN / BANTENG NO. 13-15,8,5,-,Burangrang,Kec. Lengkong,-6.929,107.6189,Tidak ada,Tidak Aktif,Yayasan
20219251,SMAN 21 BANDUNG,SMA,SMA / sederajat,RANCASAWO CIWASTRA,1,21,-,Margasari,Kec. Buahbatu,-6.9573,107.6716,Tidak ada,Aktif,Pemerintah Pusat
69882370,SMA PELITA NUSANTARA,SMA,SMA / sederajat,JL. PALEDANG NO 297 A RT 05/02,0,0,Cempaka,Campaka,Kec. Andir,-6.91819,107.587795,Tidak ada,Tidak Aktif,Yayasan
20219757,SMAS AL HADI,SMA,SMA / sederajat,JL. A .YANI KM. 7,1,2,-,Karang Pamulang,Kec. Mandalajati,-6.9037,107.6674,Tidak ada,Tidak Aktif,Yayasan
20253894,SMAK GAMALIEL,SMA,SMA / sederajat,JL. JEND SUDIRMAN NO. 205-207,5,1,-,Cibadak,Kec. Astanaanyar,-6.9202,107.5897,Tidak ada,Tidak Aktif,Yayasan
20219760,SMAS ADVENT CIMINDI BANDUNG,SMA,SMA / sederajat,JL. RAYA CIMINDI NO. 74,4,5,-,Campaka,Kec. Andir,-6.9068,107.5704,Tidak ada,Tidak Aktif,Yayasan
