No,NAMA PERUSAHAAN,Persil/Lokasi,Izin,Kelurahan,Kecamatan,Wilayah
5968,"PT. MEGAH ASRI BUANA INTERNATIONAL 
Jalan Batununggal Indah No. 72 Lantai 3 R. 03",Ruko Batununggal Indah No. 72 Lantai 3 R. 03,Izin Usaha Perdagangan,Mengger,Bandung Kidul,GEDEBAGE
5969,"PD. DUNIA 
Jalan Pungkur No. 44 - 46",Jalan Pungkur No. 44 - 46,Izin Usaha Perdagangan,Pungkur,Regol,KAREES
5970,"PT. MEDICORE GRAHA 
Jalan Ir. H Juanda NO. 347",Jalan Ir. H Juanda NO. 347,Izin Usaha Perdagangan,Dago,Coblong,CIBEUNYING
5971,"Jalan REJEKI 
Jalan Panjunan No. 44 Bandung",Jalan Panjunan No. 44 ,Izin Usaha Perdagangan,Panjunan,Astana Anyar,TEGALLEGA
5972,"BINTANG KURNIA 
Jalan Rancabolang No. 27",Jalan Rancabolang No. 27,Izin Usaha Perdagangan,Manjahlega,Rancasari,GEDEBAGE
5973,"CV. RAMA KARDIA 
Jalan Sekar Kedaton No. 33/97 (No. 13 Baru) Bandung",Jalan Sekar Kedaton No. 33/97 (No. 13 Baru) ,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
5974,"CV. PUTRA RAYA 
Jalan Jend. A Yani Blk 469 No. 28-B",Jalan Jend. A Yani Blk 469 No. 28-B,Izin Usaha Perdagangan,Cicadas,Cibeunying Kidul,CIBEUNYING
5975,"PT. PERENCANA MARGA PRATAMA 
Jalan BKR No. 78 Bandung",Jalan BKR No. 78 ,Izin Usaha Perdagangan,Ancol,Regol,KAREES
5976,"PT. MOBIL SENTRAL JASA UTAMA 
Jalan Soekarno Hatta No. 100 Bandung",Jalan Soekarno Hatta No. 100 ,Izin Usaha Perdagangan,Babakan Ciparay,Babakan Ciparay,TEGALLEGA
5977,"MKM PART (MITRA KARYA MANDIRI) 
Jalan Jalan  Ciparay No. 93 (No. Lama 199) Bandung",Jalan Babakan Ciparay No. 93 (No. Lama 199) ,Izin Usaha Perdagangan,Suka Asih,Bojongloa Kaler,TEGALLEGA
5978,"PT. MEDIA BUANA RAHAYU 
Bumi Panyileukan O2 No. 7",Bumi Panyileukan O2 No. 7,Izin Usaha Perdagangan,Cipadung Kidul,Panyileukan,GEDEBAGE
5979,"PT. MALAKA GUNA ENERGI 
Jalan RAA. Martanegara No. 80 Bandung",Jalan RAA. Martanegara No. 80 ,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
5980,"PD. RAAINA 
Jalan Pepetek No. 25",Jalan Pepetek No. 25,Izin Usaha Perdagangan,Ciroyom,Andir,BOJONAGARA
5981,"CV. OTORITAS NUSANTARA 
Jalan Soekarno Hatta No. 619-A Bandung",Jalan Soekarno Hatta No. 619-A ,Izin Usaha Perdagangan,Sukapura,Kiaracondong,KAREES
5982,"ANEKA 
Jalan Suniaraja No. 2/13 B-143/13 B",Gang Suniaraja No. 2/13 B-143/13 B,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
5983,"PT. MATAHARI CITRA BUANA 
Jalan Pajagalan No. 40 Bandung",Jalan Pajagalan No. 40 ,Izin Usaha Perdagangan,Karang Anyar,Astana Anyar,TEGALLEGA
5984,"WARUNG NASI SINAR PEMUDA 
Jalan Kalipah Apo No. 48 Bandung",Jalan Kalipah Apo No. 48 ,Izin Usaha Perdagangan,Karang Anyar,Astana Anyar,TEGALLEGA
5985,"PT. ANDALUSIA PERFORMA INTERNASIONAL 
Jalan PHH. Mustofa No. 39",Jalan PHH. Mustofa No. 39,Izin Usaha Perdagangan,Pasirlayung,Cibeunying Kidul,CIBEUNYING
5986,"CV. SINAR TERANG ABADI 
Jalan Lengkong Kecil No. 61-A Bandung",Jalan Lengkong Kecil No. 61-A ,Izin Usaha Perdagangan,Paledang,Lengkong,KAREES
5987,"PT. LEO ADVERTISING 
Jalan Kembar Sari No. 3 Bandung ",Jalan Kembar Sari No. 3 ,Izin Usaha Perdagangan,Babakan Ciparay,Babakan Ciparay,TEGALLEGA
5988,"PT. ASIA PENTA GARMENT 
Jalan Mekar Mulya No. 11 Bandung",Jalan Mekar Mulya No. 11 ,Izin Usaha Perdagangan,Mekar Mulya,Panyileukan,GEDEBAGE
5989,"WAROENG KOSTUM 
Jalan Mulya Graha 3 No. 65",Jalan Mulya Graha 3 No. 65,Izin Usaha Perdagangan,Derwati,Rancasari,GEDEBAGE
5990,"PT. GUYUB SARANA MAKMUR 
Jalan Beleza Kav. A.3 Antapani Bandung",Komp. Beleza Kav. A.3 Antapani ,Izin Usaha Perdagangan,Antapani Kidul,Antapani,UJUNGBERUNG
5991,"PALASARI 
Jalan Jalan Barat No. 44 Bandung",Jalan Jalan Barat No. 44 ,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
5992,"SALON AYU 
Jalan Pasundan No. 120",Jalan Pasundan No. 120,Izin Usaha Perdagangan,Pungkur,Regol,KAREES
5993,"KOPERASI BINA USAHA TRANSPORT REPUBLIK INDONESIA (KOBUTRI) 
Jalan Parakan Elok No. 9  Bandung",Jalan Parakan Elok No. 9,Izin Usaha Perdagangan,Batununggal,Bandung Kidul,GEDEBAGE
5994,"PT. MULIA BAHAGIA ABADI 
Jalan Kebon Tangkil No. 29 Bandung",Jalan Kebon Tangkil No. 29 ,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
5995,"KOTA INDAH 
Jalan Otto Iskandardinata No. 97",Jalan Otto Iskandardinata No. 97,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
5996,"CV. ACARYA MEDIA UTAMA 
Jalan Rumah Sakit No. 58 Bandung",Jalan Rumah Sakit No. 58 ,Izin Usaha Perdagangan,Pakemitan,Cinambo,UJUNGBERUNG
5997,"CV. KAFI MANDIRI 
Jalan Situ Sari III No. 4",Jalan Situ Sari III No. 4,Izin Usaha Perdagangan,Cijagra,Lengkong,KAREES
5998,"SUSANS BABY & GIFT SHOP (RUMAH ANAK) 
Jalan Aggrek No. 34",Jalan Aggrek No. 34,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
5999,"PUTRA JAYA LEMON 
Jalan Induk Caringin Blok E No. 22-24 Bandung",Jalan Induk Caringin Blok E No. 22-24 ,Izin Usaha Perdagangan,Babakan Ciparay,Babakan Ciparay,TEGALLEGA
6000,"CV. RATUNISA 
Jalan Jalan  Hantap RT. 001 RW. 008 Jalan Budi No. 6",Jalan Babakan Hantap RT. 001 RW. 008 Gang Budi No. 6,Izin Usaha Perdagangan,Babakan Surabaya,Kiaracondong,KAREES
6001,"PT. GAPURA LIQUA MANDIRI 
Jalan HERGARAMANAH NO. 3",Jalan HERGARAMANAH NO. 3,Izin Usaha Perdagangan,Hegarmanah,Cidadap,CIBEUNYING
6002,"PT. DANA SREYA 
Jalan DR. Rum No. 16",Jalan DR. Rum No. 16,Izin Usaha Perdagangan,Pasirkaliki,Cicendo,BOJONAGARA
6003,"CV. PRISMA TEKNIK MANDIRI 
Jalan Nanan Rohana No. 51 / 82",Jalan Nanan Rohana No. 51 / 82,Izin Usaha Perdagangan,Warungmuncang,Bandung Kulon,TEGALLEGA
6004,"ARDI MOTOR 
Jalan Sukagalih No. 42",Jalan Sukagalih No. 42,Izin Usaha Perdagangan,Cipedes,Sukajadi,BOJONAGARA
6005,"PT. TRI TUNGGAL ADIDAYA 
Jalan Surapati No. 119",Jalan Surapati No. 119,Izin Usaha Perdagangan,Sukaluyu,Cibeunying Kaler,CIBEUNYING
6006,"CV. CEMERLANG JAYA 
Jalan Gardujati No. 96",Jalan Gardujati No. 96,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
6007,"CV. MANGLAYANG WARNA JAYA  
Jalan Manglayang Raya No. 80 Bandung",Jalan Manglayang Raya No. 80 ,Izin Usaha Perdagangan,Palasari,Cibiru,UJUNGBERUNG
6008,"PT. PARMIGAS ABADI 
Jalan Soekarno Hatta No. 122 Bandung",Jalan Soekarno Hatta No. 122 ,Izin Usaha Perdagangan,Babakan Ciparay,Babakan Ciparay,TEGALLEGA
6009,"PT. PASIR INTAN 
Jalan Pasir Kaliki No. 100",Jalan Pasir Kaliki No. 100,Izin Usaha Perdagangan,Pasirkaliki,Cicendo,BOJONAGARA
6010,"PT. PANCA BUDI PLASINDO 
Jalan Dirgantara No. 88 Bandung",Jalan Dirgantara No. 88 ,Izin Usaha Perdagangan,Gempolsari,Bandung Kulon,TEGALLEGA
6011,"CV. FAJAR INDAH 
Jalan Nana Rohana No. 59 Bandung",Jalan Nana Rohana No. 59 ,Izin Usaha Perdagangan,Warungmuncang,Bandung Kulon,TEGALLEGA
6012,"CV. LEANDER CORPS 
Jalan Bougenville Blok L 5 Bandung",Komp. Bougenville Blok L 5 ,Izin Usaha Perdagangan,Antapani Kidul,Antapani,UJUNGBERUNG
6013,"CV. DELLASONTA COMPUTER CENTER 
Jalan Mitra Residence B-12 A Bandung",Komp. Mitra Residence B-12 A ,Izin Usaha Perdagangan,Antapani Tengah,Antapani,UJUNGBERUNG
6014,"CV. WISMA TARUNA 
Jalan Lengkong Besar No. 64 B Bandung",Jalan Lengkong Besar No. 64 B ,Izin Usaha Perdagangan,Cikawao,Lengkong,KAREES
6015,"PT. INTI JATIWANGI 
Jalan Garu IV No. 7",Jalan Garu IV No. 7,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6016,"PT. INTI SUKALAKSANA 
Jalan Garu IV NO. 7",Jalan Garu IV NO. 7,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6017,"PT. INTI JAKA LAKSANA 
Jalan Garu IV No. 7",Jalan Garu IV No. 7,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6018,"PT. INTI MUDA LAKSANA 
Jalan Garu IV No. 7",Jalan Garu IV No. 7,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6019,"CV. WALI ELYADI UTAMA MAKMUR 
Jalan Sampurna No. 16 Kota Bandung",Jalan Sampurna No. 16 Kota ,Izin Usaha Perdagangan,Pasteur,Sukajadi,BOJONAGARA
6020,"CV. WALTER INC. 
Jalan Gegerkalong Tengah No. 48 Kota Bandung",Jalan Gegerkalong Tengah No. 48 Kota ,Izin Usaha Perdagangan,Gegerkalong,Sukasari,BOJONAGARA
6021,"456 
Jalan Jend. A Yani No. 574",Jalan Jend. A Yani No. 574,Izin Usaha Perdagangan,Babakan Surabaya,Kiaracondong,KAREES
6022,"ARIESTA 
Jalan Joging Raya No. 3 Bandung",Jalan Joging Raya No. 3 ,Izin Usaha Perdagangan,Sukamiskin,Arcamanik,UJUNGBERUNG
6023,"CV. TIGA PUTERA SEJAHTERA 
Jalan Manjahlega No. 154",Jalan Manjahlega No. 154,Izin Usaha Perdagangan,Manjahlega,Rancasari,GEDEBAGE
6024,"CV. SUMA AGUNG DJAYA 
Jalan Pak Gatot I No. 8-A JalanAD Bandung",Jalan Pak Gatot I No. 8-A KPAD ,Izin Usaha Perdagangan,Gegerkalong,Sukasari,BOJONAGARA
6025,"Jalan MAKMUR 
Jalan Talaga Bodas No. 86",Jalan Talaga Bodas No. 86,Izin Usaha Perdagangan,Lingkar Selatan,Lengkong,KAREES
6026,"PT. ADI MILLINDO MESIN 
JalanHolis Indah G-2 No. 39",Taman Holis Indah G-2 No. 39,Izin Usaha Perdagangan,Cigondewah Rahayu,Bandung Kulon,TEGALLEGA
6027,"TERATAI  
Jalan Dursasana No. 37 Bandung",Jalan Dursasana No. 37 ,Izin Usaha Perdagangan,Pamoyanan,Cicendo,BOJONAGARA
6028,"PT. ASYS DAYA MANDIRI 
Jalan Bojong Raya No. 72  Bandung",Jalan Bojong Raya No. 72  ,Izin Usaha Perdagangan,Caringin,Bandung Kulon,TEGALLEGA
6029,"BRAVO 
Jalan Otto Iskandardinata Jalan Baru Basement I Blok F No. 31 Bandung",Jalan Otto Iskandardinata Jalan Baru Basement I Blok F No. 31 ,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
6030,"DOA SEPUH 
Jalan Budhi RT. 05/04 Bandung",Jalan Budhi RT. 05/04 ,Izin Usaha Perdagangan,Sukaraja,Cicendo,BOJONAGARA
6031,"PT. PAGARTA PRATAMA 
Jalan Galaxi Selatan Blok U-II No. 181",Jalan Galaxi Selatan Blok U-II No. 181,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6032,"PT. PUTRA UTAMA CAHAYA ABADI 
Jalan Kayu Agung II No. 9 Bandung",Jalan Kayu Agung II No. 9 ,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
6033,"PT. DWI PURWA TEKNOLOGI 
Jalan Gegerkalong Tengah VII No. 53-D Bandung",Jalan Gegerkalong Tengah VII No. 53-D ,Izin Usaha Perdagangan,Gegerkalong,Sukasari,BOJONAGARA
6034,"RIA BUSANA 
Jalan Otto Iskandardinata No. 50 Bandung",Jalan Otto Iskandardinata No. 50 ,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
6035,"CV. GRAHA TARUMA 
Jalan Mandala II No. 58 RT 01 RW 11",Jalan Mandala II No. 58 RT 01 RW 11,Izin Usaha Perdagangan,Hegarmanah,Cidadap,CIBEUNYING
6036,"SUARA KENARI 
Jalan ABC No. 21",Jalan ABC No. 21,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
6037,"SANGGAR INDAH 
Jalan Gardujati No. 8",Jalan Gardujati No. 8,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
6038,"PT. PASTI JAYA 
Jalan Peta No. 70 Bandung",Jalan Peta No. 70 ,Izin Usaha Perdagangan,Situsaeur,Bojongloa Kidul,TEGALLEGA
6039,"CV. HEGAR Jalan KREASI 
Jalan Jend. A. Yani No. 296 Jalan IBCC A-5 No. 6 Bandung",Jalan Jend. A. Yani No. 296 Komp. IBCC A-5 No. 6 ,Izin Usaha Perdagangan,Kacapiring,Batununggal,KAREES
6040,"TRITA MAKMUR 
Jalan Jalan H. Syarif No. 8",Jalan Gang H. Syarif No. 8 ,Izin Usaha Perdagangan,Kebon Jeruk,Andir,BOJONAGARA
6041,"CAKAKAK KARYA MANDIRI 
Jalan Santosa Asih III No. 22",Jalan Santosa Asih III No. 22,Izin Usaha Perdagangan,Cipamokolan,Rancasari,GEDEBAGE
6042,"PT. KENANGA USAHA MANDIRI 
Jalan Rancakendal No. 161",Jalan Rancakendal No. 161,Izin Usaha Perdagangan,Cigadung,Cibeunying Kaler,CIBEUNYING
6043,"CV. MUARA KARYA 
Jalan Lengkong Kecil No. 62 Bandung",Jalan Lengkong Kecil No. 62 ,Izin Usaha Perdagangan,Paledang,Lengkong,KAREES
6044,"CV. LAKSANA JAYA 
Jalan Batik Kumeli No. 24-A Bandung",Jalan Batik Kumeli No. 24-A ,Izin Usaha Perdagangan,Sukamaju,Cibeunying Kidul,CIBEUNYING
6045,"PT. REKA ADIPARMA 
Jalan Setrasari Tengah No. 6",Jalan Setrasari Tengah No. 6,Izin Usaha Perdagangan,Sarijadi,Sukasari,BOJONAGARA
6046,"CV. MEKARJAYA MANDIRI 
Jalan Mekarjaya No. 13 Bandung",Jalan Mekarjaya No. 13 ,Izin Usaha Perdagangan,Sukamiskin,Arcamanik,UJUNGBERUNG
6047,"PD. SPBU 34.40605 
Jalan Jend. A.H. Nasution RT. 002 RW. 02 Bandung",Jalan Jend. A.H. Nasution RT. 002 RW. 02 ,Izin Usaha Perdagangan,Cipadung,Cibiru,UJUNGBERUNG
6048,"CV. RIFA CORPORATION 
Jalan Ahmad No. 9",Jalan Ahmad No. 9,Izin Usaha Perdagangan,Pamoyanan,Cicendo,BOJONAGARA
6049,"CV. THOUSAND 
Jalan Warung jambu No. 8 Bandung",Jalan Warung jambu No. 8 ,Izin Usaha Perdagangan,Kebon Kangkung,Kiaracondong,KAREES
6050,"CV. FRANS ANFRINO 
Jalan Sukabumi Dalam No. 167/123 Bandung",Jalan Sukabumi Dalam No. 167/123 ,Izin Usaha Perdagangan,Kacapiring,Batununggal,KAREES
6051,"PT. KIDUNG AGUNG SEMESTA 
Jalan Katamso No. 90 Bandung",Jalan Katamso No. 90 ,Izin Usaha Perdagangan,Cihaurgeulis,Cibeunying Kaler,CIBEUNYING
6052,"CV. SENTOSA TUNGGAL SEJAHTERA 
Jalan H. Sumarni Dalam II No. 2 Bandung",Jalan H. Sumarni Dalam II No. 2 ,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6053,"SURIYANTO 
Jalan Bojong Mekar No. 18 Bandung",Jalan Bojong Mekar No. 18 ,Izin Usaha Perdagangan,Cigadung,Cibeunying Kaler,CIBEUNYING
6054,"INTI JAYA 
Jalan Moch. Toha No. 252 B Bandung",Jalan Moch. Toha No. 252 B ,Izin Usaha Perdagangan,Karasak,Astana Anyar,TEGALLEGA
6055,"CV. WIKORI JAYA ABADI 
Jalan Sawah Baru No. 21 Bandung",Jalan Sawah Baru No. 21 ,Izin Usaha Perdagangan,Sukapada,Cibeunying Kidul,CIBEUNYING
6056,"PT. PUTRA SARANA JAYA LESTARI 
Jalan Moch. Ramdhan  No. 115 Bandung",Jalan Moch. Ramdhan  No. 115 ,Izin Usaha Perdagangan,Cigereleng,Regol,KAREES
6057,"TOKO  23 
Jalan Cijerah No. 124 A Bandung",Jalan Cijerah No. 124 A ,Izin Usaha Perdagangan,Cijerah,Bandung Kulon,TEGALLEGA
6058,"PT. WANGDA INDONESIA 
Jalan Mekarraharja Raya No. 11 A Bandung",Jalan Mekarraharja Raya No. 11 A ,Izin Usaha Perdagangan,Mekarwangi,Bojongloa Kidul,TEGALLEGA
6059,"CV. NIEKE EKSEKITIF 
Jalan Beunteur No. 1 Bandung",Jalan Beunteur No. 1 ,Izin Usaha Perdagangan,Burangrang,Lengkong,KAREES
6060,"PT. TRIDAYA REKATAMA GEMILANG 
Jalan Neptunus Raya Blok K-II No. 90 Bandung",Jalan Neptunus Raya Blok K-II No. 90 ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6061,"CV. CIKAL PERKASA 
Jalan Galaxy III No. 57 Bandung",Jalan Galaxy III No. 57 ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6062,"CV. PUTRA JAYA MANDIRI 
Jalan Raya Sindanglaya No. 152 Bandung ",JalanRaya Sindanglaya No. 152 ,Izin Usaha Perdagangan,Sukamiskin,Arcamanik,UJUNGBERUNG
6063,"CV. WIDIA ANANDA 
Jalan Galaxy III No. 57 Bandung",Jalan Galaxy III No. 57 ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6064,"CV. TRI PUTRA PUSAKA 
Jalan Galaxy III No. 57 Bandung",Jalan Galaxy III No. 57 ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6065,"PT. PUTRA PANENGAH KONTRAKTOR 
Jalan Galaxy III No. 57 Bandung",Jalan Galaxy III No. 57 ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6066,"PT. REKAYASA INDOREPAIR 
Jalan Margahayu Raya Barat  U 2 No. 185A Bandung",Komp. Margahayu Raya Barat  U 2 No. 185A ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6067,"CV. TRIANA 
Jalan Cigadung Raya Barat No. 84 Bandung",Jalan Cigadung Raya Barat No. 84 ,Izin Usaha Perdagangan,Cigadung,Cibeunying Kaler,CIBEUNYING
6068,"CV. CENTRAL CARGO 
Jalan Terusan PSM RT. 04/06 Bandung",Jalan Terusan PSM RT. 04/06 ,Izin Usaha Perdagangan,Sukapura,Kiaracondong,KAREES
6069,"KOPERASI CIPTA FARMA NIAGA 
Jalan Manisi No. 65 B Bandung",Jalan Manisi No. 65 B ,Izin Usaha Perdagangan,Cipadung,Cibiru,UJUNGBERUNG
6070,"PD. TUJUH 
Jalan alkateri No. 7 Bandung",Jalan alkateri No. 7 ,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
6071,"CV. ALBADAR REAL ESTATE AGENCY 
Jalan Cimincrang RT. 003 RW. 06 Bandung",Jalan Cimincrang RT. 003 RW. 06 ,Izin Usaha Perdagangan,Cimincrang,Gedebage,GEDEBAGE
6072,"PT. KONSUMSI KOLABORASI INDONESIA 
Jalan Kampung Padi No. A-6 Dago Kota Bandung",Komp. kampung Padi No. A-6 Dago Kota ,Izin Usaha Perdagangan,Dago,Coblong,CIBEUNYING
6073,"PT. LASERINDO MEGA SISTEM 
Jalan Jalan  Tarogong RT. 004/06 Bandung",Jalan babakan Tarogong RT. 004/06 ,Izin Usaha Perdagangan,Suka Asih,Bojongloa Kaler,TEGALLEGA
6074,"PT. PANCA PERSADA LOGISTINDO 
Jalan Sariwangi Blok 23 No. 73 Bandung",Jalan Sariwangi Blok 23 No. 73 ,Izin Usaha Perdagangan,Sukawarna,Sukajadi,BOJONAGARA
6075,"PT. GLOBAL BAHANA KARYA  
Jalan Cikutra BArat No. 52",Jalan Cikutra BArat No. 52,Izin Usaha Perdagangan,Cigadung,Cibeunying Kaler,CIBEUNYING
6076,"CV. ANUGERAH AUDIOTAMA 
Jalan Jend. Sudirman No. 330 Bandung",Jalan Jend. Sudirman No. 330 ,Izin Usaha Perdagangan,Ciroyom,Andir,BOJONAGARA
6077,"PT. DEVOSINDO 
Jalan Maskumambang No. 17",Jalan Maskumambang No. 17,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
6078,"PT. DINAMIKA SINERGI PRANAWA 
Jalan Waluku No. 5 Bandung",Jalan Waluku No. 5 ,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6079,"PT. EKA SURYA WIJAYA 
Jalan Ciwastra No. 62",Jalan Ciwastra No. 62,Izin Usaha Perdagangan,Mekarjaya,Rancasari,GEDEBAGE
6080,"PT. SEVANA DISTRIBUTION 
Jalan Saturnus Selatan IX No. 15",Jalan Saturnus Selatan IX No. 15,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
6081,"PT. KALLISTA PRIMA 
Jalan Surapati No. 149 Bandung",Jalan Surapati No. 149 ,Izin Usaha Perdagangan,Sukaluyu,Cibeunying Kaler,CIBEUNYING
6082,"PT. GRAHA JATI MANDIRI 
Kopo Mas Regency Blok H-27",Kopo Mas Regency Blok H-27,Izin Usaha Perdagangan,Margasuka,Babakan Ciparay,TEGALLEGA
6083,"CV. CAHYA KENCANA 
Jalan Jakarta 18 No. 06 Bandung",Jalan Jakarta 18 No. 06 ,Izin Usaha Perdagangan,Antapani Kulon,Antapani,UJUNGBERUNG
6084,"CV. MANDIRI PRATAMA 
Jalan Jatihandap Timur RT. 008/07 Bandung",Jalan Jatihandap Timur RT. 008/07 ,Izin Usaha Perdagangan,Jatihandap,Mandalajati,UJUNGBERUNG
6085,"CV. ARINDO MANDIRI SAKTI 
Jalan Kuningan VII / No. 10 Bandung",Jalan Kuningan VII / No. 10 ,Izin Usaha Perdagangan,Cisaranten Kidul,Gedebage,GEDEBAGE
6086,"PT. GIANTARA INTERNUSA 
Jalan Cijawura Girang V No. 12",Jalan Cijawura Girang V No. 12,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6087,"PD. BAROKAH UTAMA 
Jalan Rancabolang No. 144",Jalan Rancabolang No. 144,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
6088,"WARUNG ASIK 
Jalan Talaga Bodas No. 25",Jalan Talaga Bodas No. 25,Izin Usaha Perdagangan,Malabar,Lengkong,KAREES
6089,"PT. JEDIDIAH HIKMAT SEJAHTERA 
Jalan Onong No. 23 Bandung",Gg. Onong No. 23 ,Izin Usaha Perdagangan,Cibadak,Astana Anyar,TEGALLEGA
6090,"PT. SEMBILAN ABADI INDONESIA 
Jalan Rengasdengklok Raya No. 18",Jalan Rengasdengklok Raya No. 18,Izin Usaha Perdagangan,Antapani Kidul,Antapani,UJUNGBERUNG
6091,"PD. SINAR SALUYU 
Jalan Bojong Raya RT. 06/02 Bandung",Jalan Bojong Raya RT. 06/02 ,Izin Usaha Perdagangan,Caringin,Bandung Kulon,TEGALLEGA
6092,"MULYA 
Jalan Cijerah No. 243 Bandung",Jalan Cijerah No. 243 ,Izin Usaha Perdagangan,Caringin,Bandung Kulon,TEGALLEGA
6093,"CV. PERKASA MANDIRI 
Jalan Jend. A Yani Jalan Kosambi Lt. II Blok A No. 4 - 6",Jalan Jend. A Yani Jalan Kosambi Lt. II Blok A No. 4 - 6,Izin Usaha Perdagangan,Kebon Pisang,Sumur Bandung,CIBEUNYING
6094,"TOKO PANCA JAYA 
Jalan Astanaanyar No. 276 Bandung",Jalan Astanaanyar No. 276 ,Izin Usaha Perdagangan,Nyengseret,Astana Anyar,TEGALLEGA
6095,"CV. MERSA 
Sarijadi Blok 4 No. 54 Bandung",Sarijadi Blok 4 No. 54 ,Izin Usaha Perdagangan,Sarijadi,Sukasari,BOJONAGARA
6096,"CV. ANUGRAH JAYA 
Jalan Jalan  Jeruk I RT. 02/01 Bandung",Jalan Babakan Jeruk I RT. 02/01 ,Izin Usaha Perdagangan,Sukagalih,Sukajadi,BOJONAGARA
6097,"CAP IKAN TERBANG 
Jalan RANCASAWO RT. 01/15 BANDUNG",Jalan RANCASAWO RT. 01/15 ,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
6098,"CV. THREE DEE  
Cluster Mutiara Jalan Mutiara I/6 Bandung",Cluster Mutiara Jalan Mutiara I/6 ,Izin Usaha Perdagangan,Cipadung Kidul,Panyileukan,GEDEBAGE
6099,"CV. TERANG DIAN MAKMUR 
Jalan Sukaresik I No. 86",Jalan Sukaresik I No. 86,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
6100,"PO HAN KIAW 
Jalan Kakap No. 10 Bandung",Jalan Kakap No. 10 ,Izin Usaha Perdagangan,Ciroyom,Andir,BOJONAGARA
6101,"LEO JAYA 
Jalan Kawaluyaan Indah I No. 17 ",Jalan Kawaluyaan Indah I No. 17 ,Izin Usaha Perdagangan,Jatisari,Buahbatu,GEDEBAGE
6102,"PT. BINARTHAMA KHARISMA 
Jalan Gegerkalong Girang No. 138",Jalan Gegerkalong Girang No. 138,Izin Usaha Perdagangan,Isola,Sukasari,BOJONAGARA
6103,"PT. MODERN INTERNASIONAL Tbk 
Jalan Buahbatu No. 31",Jalan Buahbatu No. 31,Izin Usaha Perdagangan,Malabar,Lengkong,KAREES
6104,"PD. DOA IBU 
Jalan Cikungkurak RT. 01/06 Bandung",Jalan Cikungkurak RT. 01/06 ,Izin Usaha Perdagangan,Babakan Ciparay,Babakan Ciparay,TEGALLEGA
6105,"BYWAN 
Jalan Nyengseret No. 96 Bandung",Jalan Nyengseret No. 96 ,Izin Usaha Perdagangan,Cibaduyut Wetan,Bojongloa Kidul,TEGALLEGA
6106,"CV. FAKHIRA HIDAYAH 
Jalan Pagarsih Jalan Sukapakir Tengah RT. 05/05 No. 131 Bandung",Jalan Pagarsih Gang Sukapakir Tengah RT. 05/05 No. 131 ,Izin Usaha Perdagangan,Jamika,Bojongloa Kaler,TEGALLEGA
6107,"PT. KOPO Cab. Bandung 
Jalan Kopo No. 4 A Bandung",Jalan Kopo No. 4 A ,Izin Usaha Perdagangan,Cirangrang,Babakan Ciparay,TEGALLEGA
6108,"CV. MULTI KREASI MANDIRI 
Jalan Garu III No. 11 B",Jalan Garu III No. 11 B,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
6109,"PT. PUTRA INTI SOLUSI 
Jalan Waluku Raya No. 15 Bandung",Jalan Waluku Raya No. 15 ,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
