lokasi,nama_komoditas,2016-10-01,2016-10-02,2016-10-03,2016-10-04,2016-10-05,2016-10-06,2016-10-07,2016-10-08,2016-10-09,2016-10-10,2016-10-11,2016-10-12,2016-10-13,2016-10-14,2016-10-15,2016-10-16,2016-10-17,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-22,2016-10-23,2016-10-24,2016-10-25,2016-10-26,2016-10-27,2016-10-28,2016-10-29,2016-10-30,2016-10-31
"Pasar Baru","Beras Medium",0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,0,0,0,10000,10000,10000,10000,0,0,0,10000,10000,0,10000,0,0,0,0
"Pasar Baru","Cabe Merah",0,0,50000,50000,50000,50000,50000,0,0,75000,75000,75000,75000,0,0,0,75000,75000,75000,75000,0,0,0,80000,80000,0,80000,0,0,0,0
"Pasar Baru","Bawang Merah",0,0,40000,40000,40000,40000,40000,0,0,38000,38000,38000,38000,0,0,0,38000,38000,38000,38000,0,0,0,38000,38000,0,0,0,0,0,0
"Pasar Baru","Daging Ayam Ras",0,0,35000,35000,35000,35000,35000,0,0,35000,35000,35000,35000,0,0,0,35000,35000,0,35000,0,0,0,34000,34000,0,34000,0,0,0,0
"Pasar Baru","Telur Ayam Ras",0,0,20000,20000,20000,20000,20000,0,0,19000,19000,19000,19000,0,0,0,19000,19000,19000,19000,0,0,0,18000,18000,0,18000,0,0,0,0
"Pasar Baru","Daging Sapi",0,0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,0,0,0,120000,120000,120000,120000,0,0,0,120000,120000,0,120000,0,0,0,0
"Pasar Baru","Minyak Goreng",0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,0,0,0,15000,15000,15000,15000,0,0,0,15000,15000,0,15000,0,0,0,0
"Pasar Baru","Gula Pasir",0,0,16000,16000,16000,16000,16000,0,0,16000,16000,16000,16000,0,0,0,15000,15000,15000,15000,0,0,0,15000,15000,0,15000,0,0,0,0
"Pasar Baru",Kentang,0,0,20000,20000,20000,20000,20000,0,0,15000,15000,15000,15000,0,0,0,15000,15000,15000,15000,0,0,0,15000,15000,0,15000,0,0,0,0
"Pasar Baru",Kedelai,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,0,0,0,11000,11000,11000,11000,0,0,0,11000,11000,0,11000,0,0,0,0
"Pasar Baru","Tepung Terigu",0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,0,0,0,7500,7500,7500,7500,0,0,0,7500,7500,0,7500,0,0,0,0
"Pasar Baru","Bawang Putih",0,0,38000,0,38000,38000,38000,0,0,38000,38000,38000,38000,0,0,0,38000,38000,38000,38000,0,0,0,38000,38000,0,38000,0,0,0,0
"Pasar Baru","Cabe Keriting",0,0,45000,45000,45000,45000,45000,0,0,65000,65000,65000,65000,0,0,0,60000,60000,60000,60000,0,0,0,50000,50000,0,50000,0,0,0,0
"Pasar Baru","Cabe Rawit",0,0,50000,50000,0,50000,50000,0,0,30000,30000,30000,30000,0,0,0,45000,45000,45000,45000,0,0,0,40000,45000,0,45000,0,0,0,0
"Pasar Baru","Kacang Tanah",0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,0,0,0,30000,30000,30000,30000,0,0,0,0,30000,0,30000,0,0,0,0
"Pasar Baru","Ubi Kayu",0,0,3000,3000,3000,3000,3000,0,0,3000,3000,3000,3000,0,0,0,3000,3000,3000,3000,0,0,0,3000,3000,0,3000,0,0,0,0
"Pasar Baru","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru",Jagung,0,0,9000,9000,9000,9000,9000,0,0,9000,9000,9000,9000,0,0,0,9000,9000,9000,9000,0,0,0,9000,9000,0,9000,0,0,0,0
"Pasar Baru","Ikan Olahan",0,0,60000,60000,60000,60000,60000,0,0,60000,0,6000,6000,0,0,0,60000,60000,60000,60000,0,0,0,60000,0,0,60000,0,0,0,0
"Pasar Baru","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru","Minyak Goreng Curah",0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,0,0,0,12000,12000,12000,12000,0,0,0,12000,12000,0,12000,0,0,0,0
"Pasar Baru","Daging Ayam Kampung",0,0,70000,70000,70000,70000,70000,0,0,70000,70000,70000,70000,0,0,0,70000,70000,70000,70000,0,0,0,70000,70000,0,70000,0,0,0,0
"Pasar Baru","Telur Ayam Kampung",0,0,45000,45000,45000,45000,45000,0,0,45000,45000,45000,45000,0,0,0,45000,45000,45000,45000,0,0,0,45000,45000,0,45000,0,0,0,0
"Pasar Baru","Susu Kental Manis Merk Bendera",0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,0,0,0,11000,11000,11000,11000,0,0,0,11000,11000,0,11000,0,0,0,0
"Pasar Baru","Susu Kental Manis Merk Indomilk",0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,0,0,0,9500,0,9500,9500,0,0,0,9500,9500,0,9500,0,0,0,0
"Pasar Baru","Garam Beryodium Bata",0,0,1500,1500,1500,1500,1500,0,0,1500,1500,1500,1500,0,0,0,1500,1500,1500,1500,0,0,0,1500,1500,0,1500,0,0,0,0
"Pasar Baru","Garam Beryodium Halus",0,0,6000,6000,6000,6000,6000,0,0,0,6000,6000,6000,0,0,0,6000,6000,6000,6000,0,0,0,6000,6000,0,6000,0,0,0,0
"Pasar Baru","Tepung Terigu Cakra Kembar",0,0,7500,7500,7500,7500,7500,0,0,7500,8000,8000,8000,0,0,0,8000,8000,8000,8000,0,0,0,8000,8000,0,8000,0,0,0,0
"Pasar Baru","Tepung Terigu Kunci",0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,0,0,0,7500,7500,7500,7500,0,0,0,7500,7500,0,7500,0,0,0,0
"Pasar Baru","Mie Instan",0,0,2500,2500,2500,2500,2500,0,0,2500,2500,2500,2500,0,0,0,2500,2500,2500,2500,0,0,0,2500,2500,0,2500,0,0,0,0
"Pasar Baru","Cabe Rawit Hijau",0,0,35000,35000,35000,35000,0,0,0,30000,30000,0,0,0,0,0,40000,40000,40000,40000,0,0,0,40000,40000,0,40000,0,0,0,0
"Pasar Baru","Kacang Hijau",0,0,22000,22000,22000,22000,22000,0,0,22000,22000,22000,22000,0,0,0,0,22000,22000,22000,0,0,0,22000,22000,0,22000,0,0,0,0
"Pasar Baru","Susu Bubuk Dancow",0,0,0,36000,36000,0,36000,0,0,36000,36000,36000,36000,0,0,0,36000,36000,36000,36000,0,0,0,36000,36000,0,36000,0,0,0,0
"Pasar Baru","Susu Bubuk Indomilk",0,0,9500,9500,9500,9500,9500,0,0,9500,33500,33500,33500,0,0,0,33500,33500,33500,33500,0,0,0,33500,33500,0,33500,0,0,0,0
"Pasar Baru","Ikan Kembung",0,0,35000,35000,35000,35000,35000,0,0,35000,35000,35000,35000,0,0,0,35000,35000,35000,0,0,0,0,35000,35000,0,35000,0,0,0,0
