id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
6816138,"Belanja Printer",17500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,unit,"Kecamatan Gedebage",Printer,APBD," 17500000",1.20.1.20.36.01.13.5.2.3.29.02,"Pengadaan Langsung",29-02-2016,31-12-2016,29-02-2016,31-12-2016
6832456,"Belanja Telepon Genggam",67500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,unit,"Kelurahan Rancanumpang","Belanja Telepon Genggam",APBD," 67500000",1.20.1.20.36.01.13.5.2.3.32.01,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
6834924,"Mesin Pendingin Ruangan AC",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,unit,"Kelurahan Rancabolang","Mesin Pendingin Ruangan AC",APBD," 15000000","1.20.1.20.36.01.13.5.2.3.27.05 ","Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
6816565,"Belanja Sound System Pendopo",50000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,paket,"Kecamatan Gedebage","Belanja Sound System Pendopo",APBD," 50000000",1.20.1.20.36.01.13.5.2.3.31.01,"Pengadaan Langsung",29-02-2016,31-12-2016,29-02-2016,31-12-2016
7421042,"Belanja Makanan dan Minuman Kegiatan RW. 03",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Belanja Mamin Kegiatan RW 03",APBD," 20000000",1.22.1.20.36.03.22.01.5.2.2.11.05,"Pengadaan Langsung",27-02-2016,30-06-2016,01-06-2016,31-12-2016,"Belanja Makanan dan Minuman Kegiatan RW. 03 (7114747) "
6828619,"Belanja TV LED",8000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,unit,"Kelurahan Cimincrang","Penyedia peralatan dan perlengkapan kantor",APBD," 8000000",1.20.1.20.36.01.13.5.2.3.27.05,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
6828811,"Belanja AC ",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor ",Modal,Barang,unit,"Kelurahan Cimincrang","Belanja AC",APBD," 15000000",1.20.1.20.36.01.13.5.2.3.28.04,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
7421267,"Belanja Seragam Pengurus RW 05",7500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 Paket","Kelurahan Cisaranten","Belanja Seragam Pengurus RW 05",APBD," 7500000",1.22.1.20.36.03.22.01.5.2.2.12.06,"Pengadaan Langsung",27-02-2016,31-05-2016,01-05-2016,31-12-2016,"Belanja Seragam Pengurus RW 05 (7114839) "
6831171,"Belanja Laptop",30000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,unit,"Kelurahan Rancanumpang","Belanja Laptop",APBD," 30000000",1.20.1.20.36.01.13.5.2.3.29.02,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
6902110,"Filling Cabinet",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,unit,"Kelurahan Cimincrang","Filling Cabinet",APBD," 15000000",1.20.1.20.36.01.13.5.2.3.30.07,"Pengadaan Langsung",04-03-2016,31-12-2016,04-03-2016,31-12-2016
7420963,"Belanja Hard Disk Ekternal
	",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,"1 Unit","Kelurahan Cisaranten Kidul","Belanja Hard Disk Ekternal",APBD," 2000000",1.20.1.20.36.03.01.13.5.2.3.29.05,"Pengadaan Langsung",26-02-2016,31-05-2016,01-05-2016,31-12-2016,"Belanja Hard Disk Ekternal (7115843) "
6837728,"Belanja Modal Pengadaan Kursi Rapat RW 06",8000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Modal,Barang,paket,"Belanja Modal Pengadaan Kursi Rapat RW 06","Belanja Modal Pengadaan Kursi Rapat RW 06",APBD," 8000000",1.22.1.20.36.22.01.5.2.3.30.04,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
7421031,"Belanja Makanan dan Minuman Kegiatan RW. 15
	",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Belanja Mamin Kegiatan RW 15",APBD," 20000000",1.22.1.20.36.03.22.01.5.2.2.11.05,"Pengadaan Langsung",27-02-2016,30-06-2016,01-06-2016,31-12-2016,"Belanja Makanan dan Minuman Kegiatan RW. 15 (7114827) "
7421097,"Belanja Komputer",5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 Unit","Kelurahan Cisaranten Kidul","Belanja Komputer RW 05",APBD," 5000000",1.22.1.20.36.03.22.01.5.2.3.29.02,"Pengadaan Langsung",27-02-2016,31-05-2016,01-05-2016,31-12-2016,"Belanja Komputer (7115271) "
7421400,"Pakaian PKK RW",4500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup PKK",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Pakaian PKK RW / PKK",APBD," 4500000",1.22.1.20.36.03.22.02.5.2.2.13.01,"Pengadaan Langsung",27-02-2016,30-06-2016,01-06-2016,31-12-2016,"Pakaian PKK RW (7115659) "
7420976,"Kursi Rapat",25000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Pengadaan mebeleur",Modal,Barang,"50 Unit","Kelurahan Cisaranten Kidul","Belanja Kursi Rapat",APBD," 25000000",1.20.1.20.36.03.02.10.5.2.3.28.01,"Pengadaan Langsung",26-02-2016,30-06-2016,01-06-2016,31-12-2016,"Kursi Rapat (7115992) "
6812379,"Belanja Sprai, Kasur, Selimut dan Peralatan Kamar Lainnya (untuk Rumah Dinas)",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,paket,"Rumah Dinas Kecamatan","Belanja Sprai, Kasur, Selimut dan Peralatan Kamar Lainnya (untuk Rumah Dinas)",APBD," 10000000",1.20.1.20.36.01.13.5.2.2.31.01,"Pengadaan Langsung",29-02-2016,31-12-2016,29-02-2016,31-12-2016
6837053,"Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya RW 07",3000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Modal,Barang,paket,"Kelurahan Rancabolang","Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya RW 07",APBD," 3000000",1.22.1.20.36.22.01.5.2.3.27.05,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
7096521,"Bahan baku bangunan",50000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 RW","Kelurahan Cimincrang","Bahan baku bangunan",APBD," 50000000","1.22.1.20.36.02.22.01.5.2.2.02.01 ","Pengadaan Langsung",22-03-2016,31-12-2016,22-03-2016,31-12-2016
7114565,"Belanja Jasa Service Motor Roda 3 RW 13",4800000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Service Motor Roda Tiga RW 13",APBD," 4800000",1.22.1.20.36.03.22.01.5.2.2.05.01,"Pengadaan Langsung",27-02-2016,31-12-2016,27-02-2016,31-12-2016,"Jasa Service Motor Roda Tiga RW 13 (6799227) "
6836562,"Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya RW 02",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Modal,Barang,paket,"Kelurahan Rancabolang","Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya RW 02",APBD," 20000000",1.22.1.20.36.22.01.5.2.3.27.05,"Pengadaan Langsung",01-03-2016,31-12-2016,01-03-2016,31-12-2016
7114721,"Belanja Makanan dan Minuman Rapat RW. 15",5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Belanja Mamin Rapat RW 15",APBD," 5000000",1.22.1.20.36.03.22.01.5.2.2.11.02,"Pengadaan Langsung",27-02-2016,31-12-2016,27-02-2016,31-12-2016,"Mamin Rapat RW 15 (6799718) "
7421029,"Belanja Makanan dan Minuman Kegiatan RW. 07",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Belanja Mamin Kegiatan RW 07",APBD," 20000000",1.22.1.20.36.03.22.01.5.2.2.11.05,"Pengadaan Langsung",27-02-2016,30-06-2016,01-06-2016,31-12-2016,"Belanja Makanan dan Minuman Kegiatan RW. 07 (7114770) "
7421027,"Belanja Makanan dan Minuman Kegiatan RW. 11",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Belanja Mamin Kegiatan RW 11",APBD," 20000000",1.22.1.20.36.03.22.01.5.2.2.11.05,"Pengadaan Langsung",27-02-2016,30-06-2016,01-06-2016,31-12-2016,"Belanja Makanan dan Minuman Kegiatan RW. 11 (7114805) "
7114436,"Belanja Jasa Service Motor Roda 3 RW 03",4800000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN GEDEBAGE",2016,"Fasilitasi Pemberdayaan lingkup RW",Barang/jasa,Barang,"1 (satu) Tahun","Kelurahan Cisaranten Kidul","Service Motor Roda Tiga RW 03",APBD," 4800000",1.22.1.20.36.03.22.01.5.2.2.05.01,"Pengadaan Langsung",27-02-2016,31-12-2016,27-02-2016,31-12-2016,"Jasa Service Motor Roda Tiga RW 03 (6799110) "
