lokasi,nama_komoditas,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30
"Pasar Andir","Beras Medium",10500,0,8500,8500,8500,8500,0,0,8500,8500,0,8500,8500,0,0,8500,8500,8500,8500,0,0,0,8500,8500,8500,8500,8500,0,0,8500
"Pasar Andir","Cabe Merah",32000,0,22000,22000,22000,22000,0,0,22000,22000,0,22000,22000,0,0,14000,14000,14000,14000,0,0,0,14000,14000,14000,14000,14000,0,0,15000
"Pasar Andir","Bawang Merah",32000,0,15000,15000,15000,15000,0,0,15000,15000,0,15000,15000,0,0,14000,14000,14000,14000,0,0,0,14000,14000,14000,14000,14000,0,0,14000
"Pasar Andir","Daging Ayam Ras",27000,0,27000,27000,27000,27000,0,0,27000,27000,0,27000,27000,0,0,27000,27000,27000,27000,0,0,0,27000,27000,27000,27000,27000,0,0,27000
"Pasar Andir","Telur Ayam Ras",17000,0,16500,16500,16500,16500,0,0,16500,16500,0,16500,16500,0,0,16500,16500,16500,16500,0,0,0,16500,16500,16500,16500,16500,0,0,16000
"Pasar Andir","Daging Sapi",95000,0,95000,95000,95000,95000,0,0,95000,95000,0,95000,95000,0,0,95000,95000,95000,95000,0,0,0,95000,95000,95000,95000,95000,0,0,95000
"Pasar Andir","Minyak Goreng",14000,0,13000,13000,13000,13000,0,0,13000,13000,0,13000,13000,0,0,13000,13000,13000,13000,0,0,0,13000,14000,14000,14000,14000,0,0,14000
"Pasar Andir","Gula Pasir",11500,0,11000,11000,11000,11000,0,0,11000,11000,0,11000,11000,0,0,11000,11000,11000,11000,0,0,0,11000,11000,11000,11000,11000,0,0,11000
"Pasar Andir",Kentang,11000,0,12000,12000,12000,12000,0,0,12000,12000,0,12000,12000,0,0,9000,9000,9000,9000,0,0,0,9000,9000,9000,9000,9000,0,0,9000
"Pasar Andir",Kedelai,12000,0,12000,12000,12000,12000,0,0,12000,12000,0,12000,12000,0,0,12000,12000,12000,12000,0,0,0,12000,12000,12000,12000,12000,0,0,12000
"Pasar Andir","Tepung Terigu",7500,0,7000,7000,7000,7000,0,0,7000,7000,0,7000,7000,0,0,7000,7000,7000,7000,0,0,0,7000,7000,7000,7000,7000,0,0,7000
"Pasar Andir","Bawang Putih",15000,0,12000,12000,12000,12000,0,0,12000,12000,0,12000,12000,0,0,12000,12000,12000,12000,0,0,0,12000,12000,12000,12000,12000,0,0,12000
"Pasar Andir","Cabe Keriting",23000,0,20000,20000,20000,20000,0,0,20000,20000,0,20000,20000,0,0,14000,14000,14000,14000,0,0,0,14000,14000,14000,14000,14000,0,0,13000
"Pasar Andir","Cabe Rawit",35000,0,70000,70000,70000,70000,0,0,75000,75000,0,75000,75000,0,0,40000,40000,40000,40000,0,0,0,40000,40000,40000,40000,40000,0,0,28000
"Pasar Andir","Kacang Tanah",20000,0,17000,17000,17000,17000,0,0,17000,17000,0,17000,17000,0,0,17000,17000,17000,17000,0,0,0,17000,17000,17000,17000,17000,0,0,17000
"Pasar Andir","Ubi Kayu",3000,0,3000,3000,3000,3000,0,0,3000,3000,0,3000,3000,0,0,3000,3000,3000,3000,0,0,0,3000,3000,3000,3000,3000,0,0,3000
"Pasar Andir","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir",Jagung,7000,0,7000,7000,7000,7000,0,0,7000,7000,0,7000,7000,0,0,7000,7000,7000,7000,0,0,0,7000,8000,8000,8000,8000,0,0,8000
"Pasar Andir","Ikan Olahan",45000,0,45000,45000,45000,45000,0,0,45000,45000,0,45000,45000,0,0,45000,45000,45000,45000,0,0,0,45000,45000,45000,45000,45000,0,0,45000
"Pasar Andir","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Minyak Goreng Curah",11500,0,12000,12000,12000,12000,0,0,12000,12000,0,12000,12000,0,0,12000,12000,12000,12000,0,0,0,12000,12000,12000,12000,12000,0,0,11500
"Pasar Andir","Daging Ayam Kampung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Telur Ayam Kampung",40000,0,45000,45000,45000,45000,0,0,45000,45000,0,45000,45000,0,0,45000,45000,45000,45000,0,0,0,45000,45000,45000,45000,45000,0,0,45000
"Pasar Andir","Susu Kental Manis Merk Bendera",9500,0,9500,9500,9500,9500,0,0,9500,9500,0,9500,9500,0,0,9500,9500,9500,9500,0,0,0,9500,9500,9500,9500,9500,0,0,9500
"Pasar Andir","Susu Kental Manis Merk Indomilk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Garam Beryodium Bata",1000,0,1000,1000,1000,1000,0,0,1000,1000,0,1000,1000,0,0,1000,1000,1000,1000,0,0,0,1000,1000,1000,1000,1000,0,0,1000
"Pasar Andir","Garam Beryodium Halus",3000,0,3000,3000,3000,3000,0,0,3000,3000,0,3000,3000,0,0,3000,3000,3000,3000,0,0,0,3000,3000,3000,3000,3000,0,0,3000
"Pasar Andir","Tepung Terigu Cakra Kembar",7500,0,7500,7500,7500,7500,0,0,7500,7500,0,7500,7500,0,0,7500,7500,7500,7500,0,0,0,7500,7500,7500,7500,7500,0,0,7500
"Pasar Andir","Tepung Terigu Kunci",7000,0,6500,6500,6500,6500,0,0,6500,6500,0,6500,6500,0,0,6500,6500,6500,6500,0,0,0,6500,6500,6500,6500,6500,0,0,6500
"Pasar Andir","Mie Instan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Cabe Rawit Hijau",23000,0,28000,28000,28000,28000,0,0,35000,35000,0,35000,35000,0,0,30000,30000,30000,30000,0,0,0,30000,30000,30000,30000,30000,0,0,25000
"Pasar Andir","Kacang Hijau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Susu Bubuk Dancow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Susu Bubuk Indomilk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Andir","Ikan Kembung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
