"nomor_registrasi","alamat_lokasi","nama_kelurahan","nama_kecamatan"
"1304/KRK-DISTARCIP/III-2016","ASTINA 26","Pamoyanan","Cicendo"
"1206/KRK-DISTARCIP/III-2016","GG MAHMUD NO 4","Pamoyanan","Cicendo"
"1029/KRK-DISTARCIP/III-2016","SADEWA NO. 14","Pamoyanan","Cicendo"
"1028/KRK-DISTARCIP/III-2016","SADEWA NO. 14","Pamoyanan","Cicendo"
"0159/KRK-DISTARCIP/I-2016","SANGKUNING NO.14","Pamoyanan","Cicendo"
"0152/KRK-DISTARCIP/I-2016","HAMID NO. 11A","Pamoyanan","Cicendo"
"0094/KRK-DISTARCIP/I-2016","MAHMUD NO. 28","Pamoyanan","Cicendo"
"2376/KRK-DISTARCIP/VI-2016","CICENDO NO. 19","Pasirkaliki","Cicendo"
"2348/KRK-DISTARCIP/VI-2016","DR. CIPTO 24","Pasirkaliki","Cicendo"
"1947/KRK-DISTARCIP/V-2016","JL.PASIRKALIKI NO.142","Pasirkaliki","Cicendo"
"1872/KRK-DISTARCIP/V-2016","GANG POLISI NO.73/5A","Pasirkaliki","Cicendo"
"1832/KRK-DISTARCIP/V-2016","PASTEUR NO. 19","Pasirkaliki","Cicendo"
"1527/KRK-DISTARCIP/IV-2016","GG. RAIS II 140 / 6A","Pasirkaliki","Cicendo"
"1513/KRK-DISTARCIP/IV-2016","TAMAN CURIE NO.4","Pasirkaliki","Cicendo"
"1461/KRK-DISTARCIP/IV-2016","DR. CIPTO NO. 18","Pasirkaliki","Cicendo"
"1455/KRK-DISTARCIP/IV-2016","PURWAWIJAYA NO. 7","Pasirkaliki","Cicendo"
"0513/KRK-DISTARCIP/II-2016","PASIR KALIKI NO. 134","Pasirkaliki","Cicendo"
"0620/KRK-DISTARCIP/II-2016","NYLAND NO. 2","Pasirkaliki","Cicendo"
"0532/KRK-DISTARCIP/II-2016","JL. RAJIMAN","Pasirkaliki","Cicendo"
"0319/KRK-DISTARCIP/I-2016","PASIRKALIKI NO. 72","Pasirkaliki","Cicendo"
"0168/KRK-DISTARCIP/I-2016","JALAN H. AKBAR NO. 11","Pasirkaliki","Cicendo"
"0040/KRK-DISTARCIP/I-2016","DR CIPTO NO 24","Pasirkaliki","Cicendo"
"2283/KRK-DISTARCIP/VI-2016","SUKARAJA II","Sukaraja","Cicendo"
"2422/KRK-DISTARCIP/VI-2016","MEGARAYA","Sukaraja","Cicendo"
"2398/KRK-DISTARCIP/VI-2016","GG AHMAD/GUNUNG BATU BLK","Sukaraja","Cicendo"
"2397/KRK-DISTARCIP/VI-2016","GG AHMAD/GUNUNG BATU BLK","Sukaraja","Cicendo"
"2345/KRK-DISTARCIP/VI-2016","SUKARAJA","Sukaraja","Cicendo"
"2333/KRK-DISTARCIP/VI-2016","JL. MENTOR GG. H. AMSOR NO. 21","Sukaraja","Cicendo"
"2234/KRK-DISTARCIP/VI-2016","RD GANDA II 99","Sukaraja","Cicendo"
"2199/KRK-DISTARCIP/VI-2016","GG.BUDHI I","Sukaraja","Cicendo"
"1979/KRK-DISTARCIP/V-2016","ANTARIKSA NO.3","Sukaraja","Cicendo"
"1894/KRK-DISTARCIP/V-2016","JL. BABAKAN RADIO DALAM (KOMP. ARMALA PASTEUR KAV. 41)","Sukaraja","Cicendo"
"1874/KRK-DISTARCIP/V-2016","SUKARAJA NO.190","Sukaraja","Cicendo"
"1785/KRK-DISTARCIP/V-2016","DAKOTA RAYA","Sukaraja","Cicendo"
"1602/KRK-DISTARCIP/IV-2016","GUNUNG BATU","Sukaraja","Cicendo"
"1131/KRK-DISTARCIP/III-2016","GUNUNG BATU KAV 16","Sukaraja","Cicendo"
"1083/KRK-DISTARCIP/III-2016","GUNUNG BATU/ SUKARAJA 2","Sukaraja","Cicendo"
"0628/KRK-DISTARCIP/II-2016","BUDHI NO. 33","Sukaraja","Cicendo"
"1015/KRK-DISTARCIP/III-2016","MEGA AYU NO.8","Sukaraja","Cicendo"
"0804/KRK-DISTARCIP/II-2016","BUDHI NO. 27","Sukaraja","Cicendo"
"0750/KRK-DISTARCIP/II-2016","MEGA ASRI 2 A-5","Sukaraja","Cicendo"
"0740/KRK-DISTARCIP/II-2016","GUNUNG BATU GG. SUKAASIH","Sukaraja","Cicendo"
"0716/KRK-DISTARCIP/II-2016","SUKARAJA","Sukaraja","Cicendo"
"0710/KRK-DISTARCIP/II-2016","DAKOTA RAYA NO. 40","Sukaraja","Cicendo"
"0539/KRK-DISTARCIP/II-2016","GUNUNG BATU / BABAKAN RADIO KAV.18","Sukaraja","Cicendo"
"0493/KRK-DISTARCIP/II-2016","MENTOR","Sukaraja","Cicendo"
"0392/KRK-DISTARCIP/II-2016","GG. AL FATAH/ BLOK CIMINDI","Sukaraja","Cicendo"
"0383/KRK-DISTARCIP/I-2016","GUNUNG BATU NO. 135","Sukaraja","Cicendo"
"0355/KRK-DISTARCIP/I-2016","JL.BUDI NO.9","Sukaraja","Cicendo"
"0327/KRK-DISTARCIP/I-2016","GG. AL FATAH/ BLOK CIMINDI","Sukaraja","Cicendo"
"0274/KRK-DISTARCIP/I-2016","GUNUNG BATU NO.10D","Sukaraja","Cicendo"
"0214/KRK-DISTARCIP/I-2016","BUDHI","Sukaraja","Cicendo"
"0025/KRK-DISTARCIP/I-2016","GUNUNG BATU NO. 7","Sukaraja","Cicendo"
"2291/KRK-DISTARCIP/VI-2016","RANCABENTANG NO. 17","Ciumbuleuit","Cidadap"
"2058/KRK-DISTARCIP/V-2016","RANCA BENTANG N0. 16","Ciumbuleuit","Cidadap"
"1751/KRK-DISTARCIP/IV-2016","KIPUTIH NO.1","Ciumbuleuit","Cidadap"
"1592/KRK-DISTARCIP/IV-2016","KP.BENGKOK","Ciumbuleuit","Cidadap"
"1194/KRK-DISTARCIP/III-2016","KP. KEBON TUJUH","Ciumbuleuit","Cidadap"
"1075/KRK-DISTARCIP/III-2016","PUNCLUT","Ciumbuleuit","Cidadap"
"1001/KRK-DISTARCIP/III-2016","KP.BABAKAN","Ciumbuleuit","Cidadap"
"0491/KRK-DISTARCIP/II-2016","PANUMBANG JAYA NO. 14","Ciumbuleuit","Cidadap"
"0145/KRK-DISTARCIP/I-2016","KIPUTIH 17","Ciumbuleuit","Cidadap"
"0066/KRK-DISTARCIP/I-2016","KP. NYALINDUNG","Ciumbuleuit","Cidadap"
"0030/KRK-DISTARCIP/I-2016","CIUMBULEUIT NO. 126","Ciumbuleuit","Cidadap"
"2339/KRK-DISTARCIP/VI-2016","DR SETIABUDHI NO 120","Hegarmanah","Cidadap"
"1811/KRK-DISTARCIP/V-2016","SETIABUDHI NO. 46","Hegarmanah","Cidadap"
"2132/KRK-DISTARCIP/V-2016","BUKIT RESIK","Hegarmanah","Cidadap"
"2018/KRK-DISTARCIP/V-2016","DR. SETIABUDHI NO.24","Hegarmanah","Cidadap"
"1983/KRK-DISTARCIP/V-2016","GG.BP ALEH","Hegarmanah","Cidadap"
"1927/KRK-DISTARCIP/V-2016","DR. SETYABUDHI 170K","Hegarmanah","Cidadap"
"1366/KRK-DISTARCIP/IV-2016","KAPTEN TENDEAN NO 15","Hegarmanah","Cidadap"
"1036/KRK-DISTARCIP/III-2016","BUKIT JARIAN","Hegarmanah","Cidadap"
"1026/KRK-DISTARCIP/III-2016","BUDISARI III 11/8","Hegarmanah","Cidadap"
"1023/KRK-DISTARCIP/III-2016","BUKIT SASTRA","Hegarmanah","Cidadap"
"0735/KRK-DISTARCIP/II-2016","SETIABUDHI NO 48","Hegarmanah","Cidadap"
"0736/KRK-DISTARCIP/II-2016","SETIABUDHI NO 50","Hegarmanah","Cidadap"
"0531/KRK-DISTARCIP/II-2016","DR.SETIABUDHI 86","Hegarmanah","Cidadap"
"2315/KRK-DISTARCIP/VI-2016","DR SETIABUDHI NO 272","Ledeng","Cidadap"
"2144/KRK-DISTARCIP/VI-2016","DR,SETIABHUDI NO. 430 KOTA BANDUNG","Ledeng","Cidadap"
"2088/KRK-DISTARCIP/V-2016","KOMP. GRAND PALEM INDAH KAV. A13","Ledeng","Cidadap"
"2033/KRK-DISTARCIP/V-2016","CIPAKU INDAH III B-1","Ledeng","Cidadap"
"1958/KRK-DISTARCIP/V-2016","PDAM/KP. CIDADAP GIRANG","Ledeng","Cidadap"
"1942/KRK-DISTARCIP/V-2016","KOMP. SETIABUDHI TERRACE A-12 KOTA BANDUNG","Ledeng","Cidadap"
"1542/KRK-DISTARCIP/IV-2016","KAPTEN ABDUL HAMID NO. 17","Ledeng","Cidadap"
"1387/KRK-DISTARCIP/IV-2016","SETIABUDHI TERRACE / CIPAKU INDAH II","Ledeng","Cidadap"
"1078/KRK-DISTARCIP/III-2016","KOMP.GRAND PALEM INDAH","Ledeng","Cidadap"
"0399/KRK-DISTARCIP/II-2016","JL. DR. SETIABUDHI NO. 264","Ledeng","Cidadap"
"0559/KRK-DISTARCIP/II-2016","KOMP. SETIABUDHI TERRACE A-15A","Ledeng","Cidadap"
"0460/KRK-DISTARCIP/II-2016","CIPAKU INDAH III","Ledeng","Cidadap"
"0459/KRK-DISTARCIP/II-2016","CIPAKU INDAH III","Ledeng","Cidadap"
"0452/KRK-DISTARCIP/II-2016","CIPAKU INDAH X / BLOK URUYUD","Ledeng","Cidadap"
"0217/KRK-DISTARCIP/I-2016","PANDAN WANGI KAV NO. 2","Ledeng","Cidadap"
"0208/KRK-DISTARCIP/I-2016","KOMP. SETIABUDHI TERRACE B-27","Ledeng","Cidadap"
"0185/KRK-DISTARCIP/I-2016","DR.SETIABUDI NO.414","Ledeng","Cidadap"
"0134/KRK-DISTARCIP/I-2016","SETIABUDHI TERRACE C46-C2","Ledeng","Cidadap"
"0095/KRK-DISTARCIP/I-2016","CIPAKU XI / JL. RAYA BUDI INDAH","Ledeng","Cidadap"
"2423/KRK-DISTARCIP/VI-2016","CISARANTEN WETAN","Babakan Penghulu","Cinambo"
"2153/KRK-DISTARCIP/VI-2016","SOEKARNO HATTA / JL. RUMAH SAKIT","Babakan Penghulu","Cinambo"
"2208/KRK-DISTARCIP/VI-2016","RANCAMEONG NO. 5","Babakan Penghulu","Cinambo"
"1474/KRK-DISTARCIP/IV-2016","SOEKARNO HATTA","Babakan Penghulu","Cinambo"
"2046/KRK-DISTARCIP/V-2016","RINJANI RAYA NO. 53","Cisaranten Wetan","Cinambo"
"1657/KRK-DISTARCIP/IV-2016","CISARANTEN WETAN","Cisaranten Wetan","Cinambo"
"1577/KRK-DISTARCIP/IV-2016","CISARANTEN KULON / TERUSAN RINJANI","Cisaranten Wetan","Cinambo"
"0853/KRK-DISTARCIP/III-2016","KOMP.GRAHA PESONA BLOK G NO.4","Cisaranten Wetan","Cinambo"
"0795/KRK-DISTARCIP/II-2016","CISARANTEN WETAN III NO. 1","Cisaranten Wetan","Cinambo"
"0386/KRK-DISTARCIP/I-2016","CINAMBO NO. 18","Cisaranten Wetan","Cinambo"
"0118/KRK-DISTARCIP/I-2016","KOMP. GRAHA PESONA G-7","Cisaranten Wetan","Cinambo"
"2085/KRK-DISTARCIP/V-2016","MULYA GOLF UTAMA B-6","Pakemitan","Cinambo"
"1127/KRK-DISTARCIP/III-2016","CINAMBO INDAH NO.17","Pakemitan","Cinambo"
"1011/KRK-DISTARCIP/III-2016","RUMAH SAKIT","Sukamulya","Cinambo"
"0994/KRK-DISTARCIP/III-2016","SUKAMULYA II NO.31","Sukamulya","Cinambo"
"1843/KRK-DISTARCIP/V-2016","CIHAMPELAS NO 242","Cipaganti","Coblong"
"1727/KRK-DISTARCIP/IV-2016","CIHAMPELAS NO. 107","Cipaganti","Coblong"
"1199/KRK-DISTARCIP/III-2016","TAMAN PELESIRAN, NO 12","Cipaganti","Coblong"
"0657/KRK-DISTARCIP/II-2016","CIHAMPELAS","Cipaganti","Coblong"
"2432/KRK-DISTARCIP/VI-2016","SANGKURIANG NO.4","Dago","Coblong"
"2388/KRK-DISTARCIP/VI-2016","CISITU LAMA NO.90 B/160 B","Dago","Coblong"
"2341/KRK-DISTARCIP/VI-2016","CISITU LAMA BAWAH","Dago","Coblong"
"2194/KRK-DISTARCIP/VI-2016","IR. H. JUANDA NO. 369 / ID","Dago","Coblong"
"2096/KRK-DISTARCIP/V-2016","SANGKURIANG NO 37","Dago","Coblong"
"2079/KRK-DISTARCIP/V-2016","CISITU INDAH IV","Dago","Coblong"
"2077/KRK-DISTARCIP/V-2016","SANGKURIANG N0.20","Dago","Coblong"
"1774/KRK-DISTARCIP/V-2016","IR. H. JUANDA NO. 462 A","Dago","Coblong"
"1748/KRK-DISTARCIP/IV-2016","GG.DAGO JATI I NO.7/162 A","Dago","Coblong"
"1739/KRK-DISTARCIP/IV-2016","KAMPUNG PADI A-12","Dago","Coblong"
"1661/KRK-DISTARCIP/IV-2016","IR. H. JUANDA NO. 339","Dago","Coblong"
"1672/KRK-DISTARCIP/IV-2016","DAGO POJOK B 161 37C","Dago","Coblong"
"1438/KRK-DISTARCIP/IV-2016","CISITU INDAH 2","Dago","Coblong"
"1068/KRK-DISTARCIP/III-2016","IR.H.JUANDA NO 392","Dago","Coblong"
"0800/KRK-DISTARCIP/II-2016","JL.IR H JUANDA NO.438","Dago","Coblong"
"0747/KRK-DISTARCIP/II-2016","IR.H.DJUANDA NO. 269","Dago","Coblong"
"0614/KRK-DISTARCIP/II-2016","SANGKURIANG NO. 10A","Dago","Coblong"
"0612/KRK-DISTARCIP/II-2016","JL CISITU BIRU","Dago","Coblong"
"0510/KRK-DISTARCIP/II-2016","KOMP KAMPUNG PADI E-6","Dago","Coblong"
"0129/KRK-DISTARCIP/I-2016","DAGO GREEN HILL/PT DAM","Dago","Coblong"
"0251/KRK-DISTARCIP/I-2016","BUKIT DAGO UTARA III NO.1A","Dago","Coblong"
"0212/KRK-DISTARCIP/I-2016","SANGKURIANG NO.4","Dago","Coblong"
"0207/KRK-DISTARCIP/I-2016","CISITU LAMA NO. 37","Dago","Coblong"
"0074/KRK-DISTARCIP/I-2016","DAGO POJOK KOMPLEK BATAN","Dago","Coblong"
"0072/KRK-DISTARCIP/I-2016","SANGKURIANG NO. 6","Dago","Coblong"
"0028/KRK-DISTARCIP/I-2016","H. IR. JUANDA 355","Dago","Coblong"
"0011/KRK-DISTARCIP/I-2016","CISITU INDAH NO.7 KOTA BANDUNG","Dago","Coblong"
"2446/KRK-DISTARCIP/VI-2016","DIPATI UKUR NO. 1","Lebak Gede","Coblong"
"2298/KRK-DISTARCIP/VI-2016","DIPATIUKUR NO. 03","Lebak Gede","Coblong"
"1907/KRK-DISTARCIP/V-2016","JALAN IMAM BONJOL NO. 48 A","Lebak Gede","Coblong"
"1878/KRK-DISTARCIP/V-2016","IR H JUANDA NO 88","Lebak Gede","Coblong"
"1793/KRK-DISTARCIP/V-2016","IR.H.DJUANDA NO.126","Lebak Gede","Coblong"
"1201/KRK-DISTARCIP/III-2016","IMAM BONJOL NO. 41 (NO. LAMA : 49)","Lebak Gede","Coblong"
"1129/KRK-DISTARCIP/III-2016","DIPATIUKUR NO.99","Lebak Gede","Coblong"
"1084/KRK-DISTARCIP/III-2016","JL.BAGUS RANGIN NO.51 C/50","Lebak Gede","Coblong"
"1061/KRK-DISTARCIP/III-2016","IR.H.JUANDA NO.84","Lebak Gede","Coblong"
"0966/KRK-DISTARCIP/III-2016","RADEN PATAH NO. 19","Lebak Gede","Coblong"
"0938/KRK-DISTARCIP/III-2016","PAGAR GUNUNG NO.11","Lebak Gede","Coblong"
"0854/KRK-DISTARCIP/III-2016","IR.H.JUANDA NO.84","Lebak Gede","Coblong"
"0599/KRK-DISTARCIP/II-2016","DIPATI UKUR NO. 5","Lebak Gede","Coblong"
"0351/KRK-DISTARCIP/I-2016","PAGEUR GUNUNG NO. 14","Lebak Gede","Coblong"
"0322/KRK-DISTARCIP/I-2016","PAGER GUNUNG NO. 17","Lebak Gede","Coblong"
"0010/KRK-DISTARCIP/I-2016","DAYANG SUMBI NO. 2","Lebak Gede","Coblong"
"0008/KRK-DISTARCIP/I-2016","DAYANG SUMBI NO. 10","Lebak Siliwangi","Coblong"
"1876/KRK-DISTARCIP/V-2016","TIKUKUR NO. 30B","Sadang Serang","Coblong"
"1881/KRK-DISTARCIP/V-2016","TIKUKUR NO. 30 A","Sadang Serang","Coblong"
"1764/KRK-DISTARCIP/IV-2016","TIKUKUR NO.30","Sadang Serang","Coblong"
"0567/KRK-DISTARCIP/II-2016","CIBEUNYING KOLOT NO. 6","Sadang Serang","Coblong"
"0430/KRK-DISTARCIP/II-2016","CIBEUNYING KOLOT NO. 69","Sadang Serang","Coblong"
"0388/KRK-DISTARCIP/II-2016","TITIRAN NO.5","Sadang Serang","Coblong"
"0352/KRK-DISTARCIP/I-2016","GAGAK NO.151","Sadang Serang","Coblong"
"0213/KRK-DISTARCIP/I-2016","GAGAK GG.OESEN NO. 50/150A","Sadang Serang","Coblong"
"0016/KRK-DISTARCIP/I-2016","TITIMPLIK NO. 29 (BARU) NO. 31(LAMA)","Sadang Serang","Coblong"
"2371/KRK-DISTARCIP/VI-2016","GG.SUKASARI II","Sekeloa","Coblong"
"2309/KRK-DISTARCIP/VI-2016","GG. SADANG HEGAR II 10/98","Sekeloa","Coblong"
"2014/KRK-DISTARCIP/V-2016","SADANG LUHUR III NO. 10 / KOMPLEK PERUMNAS","Sekeloa","Coblong"
"1760/KRK-DISTARCIP/IV-2016","GG.SADANG HEGAR II 10/96","Sekeloa","Coblong"
"1526/KRK-DISTARCIP/IV-2016","TUBAGUS ISMAIL NO. 79","Sekeloa","Coblong"
"1404/KRK-DISTARCIP/IV-2016","WIDURI","Sekeloa","Coblong"
"1392/KRK-DISTARCIP/IV-2016","TERUSAN CIGADUNG NO. 9","Sekeloa","Coblong"
"1297/KRK-DISTARCIP/III-2016","TUBAGUS ISMAIL III","Sekeloa","Coblong"
"1177/KRK-DISTARCIP/III-2016","SADANG SERANG","Sekeloa","Coblong"
"1126/KRK-DISTARCIP/III-2016","TERS TUBAGUS ISMAIL 1A","Sekeloa","Coblong"
"0933/KRK-DISTARCIP/III-2016","KUBANG UTARA II","Sekeloa","Coblong"
"1077/KRK-DISTARCIP/III-2016","KUBANG UTARA II","Sekeloa","Coblong"
"0909/KRK-DISTARCIP/III-2016","KP. KUBANG/ KP. CIHEULANG","Sekeloa","Coblong"
"0719/KRK-DISTARCIP/II-2016","BANGBAYANG SELATAN 56 B","Sekeloa","Coblong"
"0518/KRK-DISTARCIP/II-2016","TUBAGUS ISMAIL NO. 2-3","Sekeloa","Coblong"
"0424/KRK-DISTARCIP/II-2016","TUBAGUS ISMAIL NO. 17","Sekeloa","Coblong"
"0162/KRK-DISTARCIP/I-2016","TUBAGUS ISMAIL XIV NO. 30","Sekeloa","Coblong"
"0154/KRK-DISTARCIP/I-2016","PERUMNAS SADANG SERANG BLOK 09 KAV 55","Sekeloa","Coblong"
"0122/KRK-DISTARCIP/I-2016","GG. BABAKAN SADANG HEGAR NO. 2404/12","Sekeloa","Coblong"
"2060/KRK-DISTARCIP/V-2016","CIMINCRANG GG. H. MOCH. KARTOBI I NO. 34","Cimencrang","Gedebage"
"1311/KRK-DISTARCIP/III-2016","RANCA NUMPANG","Cimencrang","Gedebage"
"1498/KRK-DISTARCIP/IV-2016","CIMINCRANG","Cimencrang","Gedebage"
"1400/KRK-DISTARCIP/IV-2016","SOEKARNO HATTA","Cimencrang","Gedebage"
"0819/KRK-DISTARCIP/II-2016","CIMENCRANG NO. 19","Cimencrang","Gedebage"
"1102/KRK-DISTARCIP/III-2016","GRIYA CEMPAKA ARUM D.14/183","Cimencrang","Gedebage"
"0896/KRK-DISTARCIP/III-2016","CIMENRANG","Cimencrang","Gedebage"
"0762/KRK-DISTARCIP/II-2016","CIMINCRANG","Cimencrang","Gedebage"
"0713/KRK-DISTARCIP/II-2016","BLOK H. WAHAB","Cimencrang","Gedebage"
"0691/KRK-DISTARCIP/II-2016","CIMENCRANG/GG BAPA OPON","Cimencrang","Gedebage"
"2311/KRK-DISTARCIP/VI-2016","BABAKAN RIUNG BANDUNG","Cisaranten Kidul","Gedebage"
"2247/KRK-DISTARCIP/VI-2016","RIUNG MUKTI III NO. 35","Cisaranten Kidul","Gedebage"
"2189/KRK-DISTARCIP/VI-2016","RIUNG PURNA VI","Cisaranten Kidul","Gedebage"
"2188/KRK-DISTARCIP/VI-2016","RIUNG PURNA VI","Cisaranten Kidul","Gedebage"
"1977/KRK-DISTARCIP/V-2016","RIUNG WARGI (BLOK RANCA KAMURANG & BLOK RANCA KASUMBA)","Cisaranten Kidul","Gedebage"
"1791/KRK-DISTARCIP/V-2016","RIUNG PURNA III NO.16","Cisaranten Kidul","Gedebage"
"1698/KRK-DISTARCIP/IV-2016","RIUNG HEGAR","Cisaranten Kidul","Gedebage"
"1597/KRK-DISTARCIP/IV-2016","JL.RIUNG MULYA RAYA III NO.4","Cisaranten Kidul","Gedebage"
"1561/KRK-DISTARCIP/IV-2016","RIUNG MUNGPULUNG VI","Cisaranten Kidul","Gedebage"
"1479/KRK-DISTARCIP/IV-2016","RIUNG ENDAH PANIISAN B-1","Cisaranten Kidul","Rancasari"
"1303/KRK-DISTARCIP/III-2016","RIUNG MULYA RAYA IV NO.7","Cisaranten Kidul","Gedebage"
"1302/KRK-DISTARCIP/III-2016","JL SMKN 6 BANDUNG NO 1 KOTA BANDUNG","Cisaranten Kidul","Gedebage"
"1039/KRK-DISTARCIP/III-2016","RIUNG KALER NO. 1","Cisaranten Kidul","Rancasari"
"0999/KRK-DISTARCIP/III-2016","RIUNG SALUYU III A C-4","Cisaranten Kidul","Gedebage"
"0709/KRK-DISTARCIP/II-2016","BLOK JAMBE","Cisaranten Kidul","Gedebage"
"0521/KRK-DISTARCIP/II-2016","RIUNG MUNGPULUNG VI","Cisaranten Kidul","Gedebage"
"0375/KRK-DISTARCIP/I-2016","JL. RIUNG ASIH NO 1 KOTA BANDUNG","Cisaranten Kidul","Gedebage"
"0147/KRK-DISTARCIP/I-2016","RIUNG MUKTI III NO. 35","Cisaranten Kidul","Gedebage"
"0115/KRK-DISTARCIP/I-2016","RIUNG MUNGPULUNG VI KOTA BANDUNG","Cisaranten Kidul","Gedebage"
"2205/KRK-DISTARCIP/VI-2016","TULIP XI NO. 16","Rancabolang","Gedebage"
"2177/KRK-DISTARCIP/VI-2016","KO. ADIPURA / JL. ADI KATALEA NO. 2","Rancabolang","Gedebage"
"1863/KRK-DISTARCIP/V-2016","PALEM V NO. 70","Rancabolang","Gedebage"
"1797/KRK-DISTARCIP/V-2016","TULIP NO. 38","Rancabolang","Gedebage"
"1733/KRK-DISTARCIP/IV-2016","PINUS. V NO 58","Rancabolang","Gedebage"
"1607/KRK-DISTARCIP/IV-2016","PALEM VI NO.15","Rancabolang","Gedebage"
"1540/KRK-DISTARCIP/IV-2016","PALEM I NO.1","Rancabolang","Gedebage"
"1505/KRK-DISTARCIP/IV-2016","PINUS VII NO. 18","Rancabolang","Gedebage"
"1464/KRK-DISTARCIP/IV-2016","PINUS IV NO. 17","Rancabolang","Gedebage"
"1379/KRK-DISTARCIP/IV-2016","CEMARA C-19","Rancabolang","Gedebage"
"1326/KRK-DISTARCIP/III-2016","GEDEBAGE SELATAN NO. 98","Rancabolang","Gedebage"
"1153/KRK-DISTARCIP/III-2016","ADI SEDAP MALEM NO. 67","Rancabolang","Gedebage"
"1135/KRK-DISTARCIP/III-2016","TULIP VI NO.48","Rancabolang","Gedebage"
"0873/KRK-DISTARCIP/III-2016","JL. PINUS V NO. 47","Rancabolang","Gedebage"
"0419/KRK-DISTARCIP/II-2016","PINUS V NO 10","Rancabolang","Gedebage"
"1984/KRK-DISTARCIP/V-2016","KOMP.GRIYA CEMPAKA ARUM B-5/22","Rancanumpang","Gedebage"
"1854/KRK-DISTARCIP/V-2016","BLOK B 7 NO. 44","Rancanumpang","Gedebage"
"1575/KRK-DISTARCIP/IV-2016","KO.GRIYA CEMPAKA ARUM","Rancanumpang","Gedebage"
"0985/KRK-DISTARCIP/III-2016","GRIYA CEMPAKA ARUM M-6 NO 24","Rancanumpang","Gedebage"
"0869/KRK-DISTARCIP/III-2016","GRIYA CEMPAKA ARUM B-5 NO. 1","Rancanumpang","Gedebage"
"0817/KRK-DISTARCIP/II-2016","CIMENCRANG","Rancanumpang","Gedebage"
"0816/KRK-DISTARCIP/II-2016","KO. CEMPAKA ARUM B2 / 23","Rancanumpang","Gedebage"
"0714/KRK-DISTARCIP/II-2016","GRIYA CEMPAKA ARUM BLOK B2 NO. 13","Rancanumpang","Gedebage"
"2324/KRK-DISTARCIP/VI-2016","GG.WULUKU III NO.2","Babakan Sari","Kiaracondong"
"2053/KRK-DISTARCIP/V-2016","SEKOLAH NO 71/136 A","Babakan Sari","Kiaracondong"
"1989/KRK-DISTARCIP/V-2016","BABAKAN SARI NO. 235","Babakan Sari","Kiaracondong"
"1870/KRK-DISTARCIP/V-2016","H. SUMARNI NO. 8","Babakan Sari","Kiaracondong"
"1826/KRK-DISTARCIP/V-2016","KAMPUS IV","Babakan Sari","Kiaracondong"
"1780/KRK-DISTARCIP/V-2016","WULUKU III/ BLOK ABID","Babakan Sari","Kiaracondong"
"1641/KRK-DISTARCIP/IV-2016","GG.SINTASARI","Babakan Sari","Kiaracondong"
"1457/KRK-DISTARCIP/IV-2016","BABAKAN SARI 1 149 A","Babakan Sari","Kiaracondong"
"1353/KRK-DISTARCIP/IV-2016","ARUM SARI VII NO 4","Babakan Sari","Kiaracondong"
"1350/KRK-DISTARCIP/IV-2016","ARUM SARI VII NO 4","Babakan Sari","Kiaracondong"
"1203/KRK-DISTARCIP/III-2016","JL.WULUKU VI NO.05","Babakan Sari","Kiaracondong"
"1090/KRK-DISTARCIP/III-2016","GARU VI","Babakan Sari","Kiaracondong"
"0639/KRK-DISTARCIP/II-2016","BABAKAN SARI I NO. 27","Babakan Sari","Kiaracondong"
"0602/KRK-DISTARCIP/II-2016","BABAKAN SARI I NO 179","Babakan Sari","Kiaracondong"
"0306/KRK-DISTARCIP/I-2016","GARU IV 10A","Babakan Sari","Kiaracondong"
"2255/KRK-DISTARCIP/VI-2016","GG.SLAMET II NO.30 C/137D","Babakan Surabaya","Kiaracondong"
"2192/KRK-DISTARCIP/VI-2016","JL.BABAKAN HANTAP 35","Babakan Surabaya","Kiaracondong"
"1609/KRK-DISTARCIP/IV-2016","KP.BABAKAN HANTAP","Babakan Surabaya","Kiaracondong"
"1398/KRK-DISTARCIP/IV-2016","CITRA RAYA","Babakan Surabaya","Kiaracondong"
"0808/KRK-DISTARCIP/II-2016","TERS. JL. JAKARTA NO. 19","Babakan Surabaya","Kiaracondong"
"0143/KRK-DISTARCIP/I-2016","ATLAS IV NO. 34","Babakan Surabaya","Kiaracondong"
"0018/KRK-DISTARCIP/I-2016","ATLAS RAYA NO 24","Babakan Surabaya","Kiaracondong"
"2356/KRK-DISTARCIP/VI-2016","TERS. JAKARTA NO. 71","Cicaheum","Kiaracondong"
"1692/KRK-DISTARCIP/IV-2016","GG. H. ABDUL GANI","Cicaheum","Kiaracondong"
"1690/KRK-DISTARCIP/IV-2016","GG. H. HASAN 50 / 210 C","Cicaheum","Kiaracondong"
"1665/KRK-DISTARCIP/IV-2016","TERUSAN JALAN JAKARTA UTARA","Cicaheum","Kiaracondong"
"1249/KRK-DISTARCIP/III-2016","KOMP. DAICHI NO. 58 B","Cicaheum","Kiaracondong"
"1166/KRK-DISTARCIP/III-2016","GG.H. ABDUL GANI","Cicaheum","Kiaracondong"
"0564/KRK-DISTARCIP/II-2016","KAUM NO.145","Cicaheum","Kiaracondong"
"0315/KRK-DISTARCIP/I-2016","GG.RD. JIBJA","Cicaheum","Kiaracondong"
"1771/KRK-DISTARCIP/V-2016","PSM NO.40","Kebon Jayanti","Kiaracondong"
