id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
1939490,"KECAMATAN CICENDO","Fasilitasi peningkatan penanganan ketentraman dan ketertiban",102800000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Cicendo","Fasilitasi peningkatan penanganan ketentraman dan ketertiban",APBD," 102800000",1.20.20.13,01-01-2014,31-12-2015
1939398,"KECAMATAN CICENDO","Penyediaan bahan bacaan dan peraturan perundang undangan",5000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,"1 paket","Kecamatan Cicendo","Belanja bahan bacaan dan peraturan perundang undangan",APBD," 5000000",1.20.20.13,01-01-2014,31-12-2015
1939506,"KECAMATAN CICENDO","Fasilitasi peningkatan pelayanan kepada masyarakat",49600000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Cicendo","Fasilitasi peningkatan pelayanan kepada masyarakat",APBD," 49600000",1.20.20.13,01-01-2014,31-12-2015
1939350,"KECAMATAN CICENDO","Penyediaan barang cetakan dan penggandaan",21245000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Cicendo","Belanja barang cetakan dan penggandaan",APBD," 21245000",1.20.20.13,01-01-2014,31-12-2015
1939339,"KECAMATAN CICENDO","Penyediaan alat tulis kantor",35000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,"12 ","Kecamatan Cicendo","Belanja alat tulis kantor",APBD," 35000000",1.20.20.13,01-01-2014,31-12-2015
1939313,"KECAMATAN CICENDO","Penyediaan jasa kebersihan kantor",20100000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Ciendo","jasa kebersihan kantor",APBD," 20100000",1.20.20.13,01-01-2014,12-11-2014
1939296,"KECAMATAN CICENDO","Penyediaan jasa pemeliharaan perizinan kendaraan dinas/operasional",3000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,"17 unit","kecamatan Cicendo","Jasa pemeliharaan perizinan kendaraan dinas/operasional",APBD," 3000000",1.20.20.13,01-01-2014,31-12-2015
1939472,"KECAMATAN CICENDO","Fasilitasi peningkatan kualitas kehidupan kemasyarakatan Kecamatan dan Kelurahan",315050000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Cicendo","Fasilitasi peningkatan kualitas kehidupan kemasyarakatan Kecamatan dan Kelurahan",APBD," 315050000",1.20.20.13,01-01-2014,31-12-2015
980606,"KECAMATAN CICENDO","Penyediaan komunikasi sumber daya air dan listik",30000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kec. Cicendo","Telepon air dan listrik kantor kecamatan cicendo ",APBD," 30000000",1.20.1.20.13,20-03-2014,31-12-2015
1939452,"KECAMATAN CICENDO","Penyusunan pelaporan keuangan akhir tahun",5500000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Cicendo","Penyusunan elaporan keuangan akhir tahun",APBD," 5500000",1.20.20.13,01-01-2014,31-12-2015
1939408,"KECAMATAN CICENDO","Penyediaan makanan dan minuman ",34000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CICENDO",2014,12,"Kecamatan Cicendo","Belanja makanan dan minuman",APBD," 34000000",1.20.20.13,01-01-2014,31-12-2015
