lokasi,nama_komoditas,2017-01-01,2017-01-02,2017-01-03,2017-01-04,2017-01-05,2017-01-06,2017-01-07,2017-01-08,2017-01-09,2017-01-10,2017-01-11,2017-01-12,2017-01-13,2017-01-14,2017-01-15,2017-01-16,2017-01-17,2017-01-18,2017-01-19,2017-01-20,2017-01-21,2017-01-22,2017-01-23,2017-01-24,2017-01-25,2017-01-26,2017-01-27,2017-01-28,2017-01-29,2017-01-30,2017-01-31
"Pasar Kosambi","Beras Medium",0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,55000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000
"Pasar Kosambi","Cabe Merah",0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000
"Pasar Kosambi","Bawang Merah",0,35000,35000,35000,35000,35000,0,0,35000,35000,35000,35000,35000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000
"Pasar Kosambi","Daging Ayam Ras",0,36000,36000,34000,34000,34000,0,0,28000,34000,34000,34000,34000,0,0,34000,34000,34000,34000,34000,0,0,34000,33000,33000,33000,33000,0,0,33000,33000
"Pasar Kosambi","Telur Ayam Ras",0,23500,23500,21000,21000,21000,0,0,21000,21000,21000,21000,21000,0,0,19500,19500,19500,19500,19500,0,0,19500,19500,19500,19500,19500,0,0,19500,19500
"Pasar Kosambi","Daging Sapi",0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,120000
"Pasar Kosambi","Minyak Goreng",0,15000,15000,15000,15000,15000,0,0,15000,15000,15000,42500,70000,0,0,15000,15000,15000,15000,15000,0,0,15000,15000,15000,15000,15000,0,0,15000,15000
"Pasar Kosambi","Gula Pasir",0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000
"Pasar Kosambi",Kentang,0,16000,16000,16000,16000,16000,0,0,16000,16000,16000,16000,16000,0,0,16000,16000,16000,16000,16000,0,0,16000,16000,16000,16000,16000,0,0,16000,16000
"Pasar Kosambi",Kedelai,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000
"Pasar Kosambi","Tepung Terigu",0,36000,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500
"Pasar Kosambi","Bawang Putih",0,45000,45000,45000,45000,45000,0,0,45000,45000,45000,45000,45000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000
"Pasar Kosambi","Cabe Keriting",0,28000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000
"Pasar Kosambi","Cabe Rawit",0,100000,100000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,120000,120000,120000,120000,0,0,120000,150000,150000,150000,150000,0,0,140000,140000
"Pasar Kosambi","Kacang Tanah",0,28000,28000,28000,28000,28000,0,0,28000,28000,28000,28000,28000,0,0,28000,28000,28000,28000,28000,0,0,28000,28000,28000,28000,28000,0,0,28000,28000
"Pasar Kosambi","Ubi Kayu",0,4000,4000,4000,4000,4000,0,0,4000,4000,4000,4000,4000,0,0,4000,4000,4000,4000,4000,0,0,4000,37000,70000,4000,4000,0,0,4000,4000
"Pasar Kosambi","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Kosambi",Jagung,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000
"Pasar Kosambi","Ikan Olahan",0,70000,70000,70000,70000,70000,0,0,70000,70000,70000,70000,70000,0,0,70000,70000,70000,70000,70000,0,0,70000,70000,70000,70000,70000,0,0,70000,70000
"Pasar Kosambi","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Kosambi","Minyak Goreng Curah",0,12500,12500,12500,12500,12500,0,0,12500,12500,12500,12500,12500,0,0,12500,12500,12500,12500,12500,0,0,12500,12500,12500,12500,12500,0,0,12500,12500
"Pasar Kosambi","Daging Ayam Kampung",0,75000,75000,75000,75000,75000,0,0,75000,75000,75000,75000,75000,0,0,75000,75000,75000,75000,75000,0,0,75000,75000,75000,75000,75000,0,0,75000,75000
"Pasar Kosambi","Telur Ayam Kampung",0,40000,40000,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,45000,40000,40000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000
"Pasar Kosambi","Susu Kental Manis Merk Bendera",0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000
"Pasar Kosambi","Susu Kental Manis Merk Indomilk",0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500
"Pasar Kosambi","Garam Beryodium Bata",0,1500,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,0,0,1500,1500
"Pasar Kosambi","Garam Beryodium Halus",0,6000,6000,6000,6000,6000,0,0,6000,6000,6000,6000,6000,0,0,6000,6000,6000,6000,6000,0,0,6000,6000,6000,6000,6000,0,0,6000,6000
"Pasar Kosambi","Tepung Terigu Cakra Kembar",0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500
"Pasar Kosambi","Tepung Terigu Kunci",0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000
