npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20244964,SD NEGERI CIBADUYUT 2,SD,SD / sederajat,Jl. Cibaduyut Raya Gg. Ma Maja No. 50,3,5,,Cibaduyut,Kec. Bojong Loa Kidul,-6.9569,107.5989,Tidak ada,Aktif,Lainnya
20219588,SD 3 KRISTEN PAULUS,SD,SD / sederajat,Jl. Lombok No. 7,5,3,,Merdeka,Kec. Sumur Bandung,-6.9108,107.6184,Tidak ada,Tidak Aktif,Yayasan
20245075,SD NEGERI PASAWAHAN 4,SD,SD / sederajat,Jl. Muhamad Toha No. 383,2,7,Ciseureuh,Wates,Kec. Bandung Kidul,-6.9595,107.6132,Tidak ada,Aktif,Pemerintah Daerah
20219845,SD KRISTEN DIAN EMAS,SD,SD / sederajat,Jl. Muara Barat No.2,11,4,Situsaeur,Situsaeur,Kec. Bojong Loa Kidul,-6.9383,107.6043,Tidak ada,Tidak Aktif,Yayasan
20245160,SD NEGERI CICADAS 08,SD,SD / sederajat,Jl. Asep Berlian No.33,4,6,Cicadas,Cicadas,Kec. Cibeunying Kidul,-6.9079,107.6408,Tidak ada,Aktif,Pemerintah Daerah
20245177,SD NEGERI CIKUTRA 6,SD,SD / sederajat,Jl. Cikutra No.326,1,2,,Neglasari,Kec. Cibeunying Kaler,-6.8936,107.6373,Tidak ada,Aktif,Pemerintah Pusat
20246415,SD NEGERI RANCABOLANG 2,SD,SD / sederajat,Jl. Rancabolang Indah No. 1,6,16,,Manjahlega,Kec. Rancasari,-6.9501,107.6623,Tidak ada,Aktif,Pemerintah Daerah
20245766,SD NEGERI SEKELOA 2,SD,SD / sederajat,Jl. Sekeloa Utara No. 30 A,5,6,,Sekeloa,Kec. Coblong,-6.8877,107.619,Tidak ada,Aktif,Pemerintah Daerah
20245070,SD NEGERI PAJAGALAN 47-3,SD,SD / sederajat,Jl. Pasirkoja No. 37,1,3,,Nyengseret,Kec. Astanaanyar,-6.9271,107.6014,Tidak ada,Aktif,Lainnya
20219534,SD ANGKASA 1,SD,SD / sederajat,Jl. Pajajaran No. 150,0,0,,Pajajaran,Kec. Cicendo,-6.9061,107.5861,Tidak ada,Tidak Aktif,Yayasan
20245163,SD NEGERI CIGADUNG 2,SD,SD / sederajat,Jl. Ranca Kendal No. 99,4,4,Cigadung,Cigadung,Kec. Cibeunying Kaler,-6.8785,107.6256,Tidak ada,Aktif,Pemerintah Daerah
20244966,SD NEGERI CIBADUYUT 4,SD,SD / sederajat,Jl. Prambanan Blok O No. 4,2,3,Cibaduyut Kidul,Cibaduyut Kidul,Kec. Bojong Loa Kidul,-6.9543,107.5873,Tidak ada,Aktif,Pemerintah Pusat
20244832,SD NEGERI CENTEH 4,SD,SD / sederajat,Jl. Centeh No. 5,7,10,,Samoja,Kec. Batununggal,-6.9281,107.6252,Tidak ada,Aktif,Pemerintah Daerah
20244891,SD NEGERI KEBON GEDANG 05,SD,SD / sederajat,Jl. Kebon Gedang No. 82,3,7,,Maleer,Kec. Batununggal,-6.9308,107.6414,Tidak ada,Aktif,Pemerintah Daerah
20245149,SD NEGERI CICADAS 01,SD,SD / sederajat,Jl. Cikutra No. 15,12,9,,Cikutra,Kec. Cibeunying Kidul,-6.9061,107.6438,Tidak ada,Aktif,Pemerintah Pusat
20245488,SD NEGERI CIBIRU 3,SD,SD / sederajat,"Jl. A.h. Nasution Km. 14,5 Bandung",1,1,Babakan Desa Pasirbiru,Pasir Biru,Kec. Cibiru,-6.9342,107.7214,Tidak ada,Aktif,Pemerintah Daerah
20244945,SD NEGERI BABAKAN TAROGONG 3,SD,SD / sederajat,Jl. Kh. Wahid Hasyim No. 256,0,0,,Suka Asih,Kec. Bojong Loa Kaler,-6.9385,107.5937,Tidak ada,Aktif,Pemerintah Pusat
20245723,SD NEGERI PANGHEGAR,SD,SD / sederajat,Jl. Pamekar Barat No. 5,4,2,Mekar Mulya,Mekar Mulya,Kec. Panyileukan,-6.9353,107.7128,Tidak ada,Aktif,Lainnya
20245196,SD NEGERI GARUDA 1,SD,SD / sederajat,Jl. Dadali No. 5,6,2,,Garuda,Kec. Andir,-6.9129,107.5773,Tidak ada,Aktif,Pemerintah Daerah
20219531,SD ADVENT CIMINDI,SD,SD / sederajat,Jl. Raya Cimindi No. 74,1,5,,Campaka,Kec. Andir,-6.9049,107.5752,Tidak ada,Tidak Aktif,Yayasan
20244959,SD NEGERI CANGKUANG 14,SD,SD / sederajat,Jl. Cibaduyut Raya Gg. Tvri 5,5,6,,Cibaduyut Kidul,Kec. Bojong Loa Kidul,-6.9592,107.5898,Tidak ada,Aktif,Pemerintah Daerah
20245171,SD NEGERI CIJAWURA 3,SD,SD / sederajat,Jl. Cijawura Hilir,6,12,,,Kec. Buahbatu,-6.9645,107.6569,Tidak ada,Aktif,Pemerintah Pusat
20245054,SD NEGERI PABAKI 01,SD,SD / sederajat,Jl. Pabaki No. 33,3,3,,Panjunan,Kec. Astanaanyar,-6.9273,107.596,Tidak ada,Aktif,Pemerintah Daerah
20245137,SD NEGERI CIBOGO,SD,SD / sederajat,Jl. Cibogo No. 78,2,4,Kp. Cibogo,Sukawarna,Kec. Sukajadi,-6.884,107.5861,Tidak ada,Aktif,Pemerintah Daerah
20245460,SD NEGERI BABAKAN SINYAR 1,SD,SD / sederajat,Jl. Terusan Sukapura,3,3,Sukapura,Sukapura,Kec. Kiaracondong,-6.9282,107.6525,Tidak ada,Aktif,Lainnya
20245743,SD NEGERI PASIRKALIKI 96-2,SD,SD / sederajat,Jl. Hos Cokroaminoto No. 110,2,7,,Pasirkaliki,Kec. Cicendo,-6.9079,107.5977,Tidak ada,Aktif,Pemerintah Daerah
20245120,SD NEGERI BOJONGKONENG 2,SD,SD / sederajat,Jl. Bojongkoneng No. 38,5,12,,Sukapada,Kec. Cibeunying Kidul,-6.8928,107.6448,Tidak ada,Aktif,Pemerintah Daerah
20245980,SD NEGERI SEJAHTERA 1,SD,SD / sederajat,Jl. Sejahtera No. 12,4,9,,Pasteur,Kec. Sukajadi,-6.8931,107.6009,Tidak ada,Aktif,Pemerintah Pusat
20219904,SD YAYASAN ATIKAN SUNDA,SD,SD / sederajat,Jl. Phh Mustapa N0. 115,1,4,Sukapada,Sukapada,Kec. Cibeunying Kidul,-6.901,107.6472,Tidak ada,Tidak Aktif,Yayasan
20244929,SD NEGERI SUKARASA 3,SD,SD / sederajat,Jl. Pak Gatot V Kpad,2,2,,Gegerkalong,Kec. Sukasari,-6.8666,107.5885,Tidak ada,Aktif,Lainnya
20219603,SD CAHAYA PELITA 1,SD,SD / sederajat,Jl. Babakan Ciparay No. 251/194 A,2,2,,Sukahaji,Kec. Babakan Ciparay,-6.9275,107.5854,Tidak ada,Tidak Aktif,Yayasan
20245022,SD NEGERI BUAH BATU BARU,SD,SD / sederajat,Jl. Buahbatu No. 273,11,3,,Turangga,Kec. Lengkong,-6.9469,107.6325,Tidak ada,Aktif,Pemerintah Daerah
20245580,SD NEGERI GRIYA BUMI ANTAPANI 27-1,SD,SD / sederajat,Jl. Cibatu VI No. 1,2,16,,Antapani Tengah,Kec. Antapani,-6.9153,107.6652,Tidak ada,Aktif,Pemerintah Daerah
20244994,SD NEGERI ASTANAANYAR 2,SD,SD / sederajat,Jl. Liogenteng no. 27,7,5,,Nyengseret,Kec. Astanaanyar,-6.9322,107.6006,Tidak ada,Aktif,Pemerintah Daerah
20247279,SD NEGERI KARANGPAWULANG 2,SD,SD / sederajat,Jl. Karawitan No. 81,0,0,,Turangga,Kec. Lengkong,-6.9407,107.6326,Tidak ada,Aktif,Lainnya
20245112,SD NEGERI BABAKAN PRIANGAN 5,SD,SD / sederajat,Jl. Sriwijaya,6,1,Ciasureuh,Ciseureuh,Kec. Regol,-6.9454,107.6133,Tidak ada,Aktif,Pemerintah Daerah
20219585,SD BALA KESELAMATAN,SD,SD / sederajat,Jl. Gardujati No. 89,1,7,,Kebon Jeruk,Kec. Andir,-6.9222,107.6042,Tidak ada,Tidak Aktif,Yayasan
20245179,SD NEGERI CIMUNCANG 2,SD,SD / sederajat,Jl. Babakan Haji Tamim No.33,1,3,,Padasuka,Kec. Cibeunying Kidul,-6.903,107.6481,Tidak ada,Aktif,Lainnya
20245524,SD NEGERI CIKADUT 5,SD,SD / sederajat,Jl. A.h. Nasution Km.7 No. 1,1,1,,Karang Pamulang,Kec. Mandalajati,-6.9038,107.6657,Tidak ada,Aktif,Lainnya
20219826,SD SALUYU,SD,SD / sederajat,Kp. Situgunting No. 309/194 A,2,1,,Sukahaji,Kec. Babakan Ciparay,-6.9313,107.5879,Tidak ada,Tidak Aktif,Yayasan
20219901,SD YWKA REL HOMY SCHOOL,SD,SD / sederajat,Jl. Rajawali  I  No. 5,3,2,,Garuda,Kec. Andir,-6.9126,107.577,Tidak ada,Tidak Aktif,Yayasan
20246417,SD NEGERI RANCASAWO 1,SD,SD / sederajat,Jl. Rancasawo No. 50,2,20,,Margasari,Kec. Buahbatu,-6.9606,107.6594,Tidak ada,Aktif,Pemerintah Daerah
20244842,SD NEGERI CIJERAH 2,SD,SD / sederajat,Jl. Cijerah No. 122,6,3,,Cijerah,Kec. Bandung Kulon,-6.9338,107.5653,Tidak ada,Aktif,Pemerintah Daerah
20244870,SD NEGERI GUMURUH 07,SD,SD / sederajat,Jl. Gumuruh No. 138,8,7,,Gumuruh,Kec. Batununggal,-6.9305,107.6389,Tidak ada,Aktif,Pemerintah Daerah
20245778,SD NEGERI SINDANGSARI 3,SD,SD / sederajat,Jl. Parakan Saat,1,23,,Antapani Tengah,Kec. Antapani,-6.92,107.6653,Tidak ada,Aktif,Pemerintah Daerah
20245711,SD NEGERI LANGENSARI 5,SD,SD / sederajat,Jl. Pasirkaliki Barat,10,15,,Sadang Serang,Kec. Coblong,-6.8925,107.6257,Tidak ada,Aktif,Pemerintah Daerah
20245449,SD NEGERI AYUDIA,SD,SD / sederajat,Jl. Ayudia No. 25,8,1,,Arjuna,Kec. Cicendo,-6.9086,107.589,A - Tuna netra,Aktif,Lainnya
20244992,SD NEGERI TANJUNG 3,SD,SD / sederajat,Jl. Babakan Tarogong No. 193,6,5,Sukaasih,Suka Asih,Kec. Bojong Loa Kaler,-6.93,107.5891,Tidak ada,Aktif,Pemerintah Daerah
20245798,SD NEGERI SUKALAKSANA 2,SD,SD / sederajat,Jl. Sukakarya No. 109 Rt 06 Rw 12,6,12,Sukakarya,Cicaheum,Kec. Kiaracondong,-6.915,107.6524,Tidak ada,Aktif,Pemerintah Daerah
20244910,SD NEGERI SAYURAN 2,SD,SD / sederajat,Jl. Sindangsari Kp. Sayuran No. 36,4,9,,Cijerah,Kec. Bandung Kulon,-6.9233,107.5735,Tidak ada,Aktif,Pemerintah Daerah
20246397,SD NEGERI BUAHBATU 6,SD,SD / sederajat,Jl. H. Ibrahim Adjie No. 65,2,2,,Cijaura,Kec. Buahbatu,-6.951,107.641,Tidak ada,Aktif,Pemerintah Pusat
20245148,SD NEGERI CIBURUY,SD,SD / sederajat,Jl. Ciburuy Kav. 59,6,6,Ciburuy,Ciseureuh,Kec. Regol,-6.9561,107.6145,Tidak ada,Aktif,Pemerintah Daerah
69883610,SD SEMI PALAR,SD,SD / sederajat,Jl.  SUKAMULYA NO.77-79,3,4,Sukagalih,Sukagalih,Kec. Sukajadi,-6.894831,107.595397,Tidak ada,Tidak Aktif,Lainnya
20245510,SD NEGERI CICABE,SD,SD / sederajat,Jl. H. Abdul Hamid No. 66,7,3,,Jatihandap,Kec. Mandalajati,-6.9008,107.6602,Tidak ada,Aktif,Pemerintah Daerah
20245064,SD NEGERI PAGARSIH 1,SD,SD / sederajat,Jl. Pagarsih No. 77,3,9,,Cibadak,Kec. Astanaanyar,-6.9229,107.5944,Tidak ada,Aktif,Pemerintah Pusat
20245481,SD NEGERI BINAHARAPAN 1,SD,SD / sederajat,Jl. Golf Selatan I No 26,0,0,,Cisaranten Bina Harapan,Kec. Arcamanik,-6.9151,107.6849,Tidak ada,Aktif,Pemerintah Daerah
20245279,SD NEGERI SUKAWARNA 5,SD,SD / sederajat,Jl. Sariwangi No.  1,3,1,,Sukawarna,Kec. Sukajadi,-6.8821,107.5784,Tidak ada,Aktif,Pemerintah Daerah
20245174,SD NEGERI CIKUTRA 3,SD,SD / sederajat,Jl. Cikutra No.326,1,2,Neglasari,Neglasari,Kec. Cibeunying Kaler,-6.8936,107.6372,Tidak ada,Aktif,Pemerintah Daerah
20245073,SD NEGERI PASAWAHAN 1,SD,SD / sederajat,Jl. Mochamad Toha No. 383,2,7,,Wates,Kec. Bandung Kidul,-6.9596,107.6133,Tidak ada,Aktif,Pemerintah Daerah
20245759,SD NEGERI RANCASAGATAN,SD,SD / sederajat,Jl. Rancasagatan 1,3,1,,Cisaranten Kidul,Kec. Gedebage,-6.9574,107.6915,Tidak ada,Aktif,Pemerintah Daerah
20245147,SD NEGERI CIBEUNYING 4,SD,SD / sederajat,Jl. Bojongkoneng No.38,5,12,,Sukapada,Kec. Cibeunying Kidul,-6.9044,107.6235,Tidak ada,Aktif,Pemerintah Daerah
20244768,SD NEGERI BOJONG 2,SD,SD / sederajat,Jl. Kawat No. 1,5,2,Caringin,Caringin,Kec. Bandung Kulon,-6.9312,107.5799,Tidak ada,Aktif,Pemerintah Daerah
20245015,SD NEGERI BABAKAN CIPARAY 06,SD,SD / sederajat,Jl. Kopo No. 440,6,1,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9477,107.588,Tidak ada,Aktif,Pemerintah Daerah
20245041,SD NEGERI KOPO 3,SD,SD / sederajat,Jl. Pasirkoja No. 37,1,3,,Nyengseret,Kec. Astanaanyar,-6.9271,107.6014,Tidak ada,Aktif,Pemerintah Daerah
20219537,SD BANDUNG RAYA,SD,SD / sederajat,Jl. Cijerah No. 151,1,5,,Cibuntu,Kec. Bandung Kulon,-6.9337,107.5651,Tidak ada,Tidak Aktif,Yayasan
20245484,SD NEGERI BINAHARAPAN 4,SD,SD / sederajat,Jl. Golf Selatan I No 26,1,10,,Cisaranten Bina Harapan,Kec. Arcamanik,-6.9149,107.6852,Tidak ada,Aktif,Pemerintah Daerah
20245128,SD NEGERI CARINGIN 3,SD,SD / sederajat,Jl. Sukamulya No.46,4,4,,Sukagalih,Kec. Sukajadi,-6.8895,107.5859,Tidak ada,Aktif,Pemerintah Daerah
20245831,SD NEGERI UJUNGBERUNG 05,SD,SD / sederajat,Jl. Cigending No. 03,1,5,,Cigending,Kec. Ujungberung,-6.9103,107.7032,Tidak ada,Aktif,Pemerintah Daerah
20267679,SD CERDAS MUTHAHHARI,SD,SD / sederajat,Jl. Layar No. 17,1,1,Cisaranteun Endah,Cisaranten Endah,Kec. Arcamanik,-6.9165,107.6868,Tidak ada,Tidak Aktif,Yayasan
20245744,SD NEGERI PASIRKALIKI 96-3,SD,SD / sederajat,Jl. Hos Cokroaminoto No. 110,2,7,,Pasirkaliki,Kec. Cicendo,-6.9081,107.5978,Tidak ada,Aktif,Pemerintah Daerah
20219831,SD PRIBADI BANDUNG,SD,SD / sederajat,JL. PHH. MUSTOFA NO 41 RT 02 RW 06,2,6,Neglasari,Neglasari,Kec. Cibeunying Kaler,-6.8956,107.6478,Tidak ada,Tidak Aktif,Lainnya
20245267,SD NEGERI SUKAGALIH 2,SD,SD / sederajat,Jl. Sukagalih No. 108,6,3,,Sukabungah,Kec. Sukajadi,-6.8982,107.6042,Tidak ada,Aktif,Pemerintah Pusat
20245768,SD NEGERI SINDANGLAYA 1,SD,SD / sederajat,Jl. Arcamanik No. 28,2,1,,Sindang Jaya,Kec. Mandalajati,-6.9037,107.6806,Tidak ada,Aktif,Pemerintah Daerah
20219592,SD KRISTEN 1 BPK PENABUR,SD,SD / sederajat,Jl. Jend.sudirman 246,1,1,Andir,Kebon Jeruk,Kec. Andir,-6.9196,107.5952,Tidak ada,Tidak Aktif,Yayasan
20247274,SD BINA TALENTA,SD,SD / sederajat,Jl. Kembar Baru Utara No.4 Bandung,0,0,,Cigereleng,Kec. Regol,-6.9399,107.6125,Tidak ada,Tidak Aktif,Yayasan
20219853,SD MUHAMMADIYAH 2 BANDUNG,SD,SD / sederajat,Jl Kebon Jayanti  Gg. Pensiun Kiaracondong,5,5,Kebonjayanti,,Kec. Kiaracondong,-6.9273,107.6481,Tidak ada,Tidak Aktif,Yayasan
20245543,SD NEGERI CITEPUS 3,SD,SD / sederajat,Jl. Astana Eyang,9,6,,Pajajaran,Kec. Cicendo,-6.9022,107.5887,Tidak ada,Aktif,Pemerintah Daerah
20245220,SD NEGERI LENGKONG BESAR 105-2,SD,SD / sederajat,Jl. Lengkong Besar,5,7,Balonggede,Balong Gede,Kec. Regol,-6.9305,107.6128,Tidak ada,Aktif,Pemerintah Daerah
20245110,SD NEGERI BABAKAN PRIANGAN 3,SD,SD / sederajat,Jl. Sriwijaya,3,5,,Ciseureuh,Kec. Regol,-6.9456,107.6128,Tidak ada,Aktif,Pemerintah Daerah
20245273,SD NEGERI SUKAGALIH 9,SD,SD / sederajat,Jl. Sukagalih No. 108,0,0,Sukabungah,Sukabungah,Kec. Sukajadi,-6.8996,107.5964,Tidak ada,Aktif,Pemerintah Daerah
20219855,SD MIFTAHUL IMAN,SD,SD / sederajat,Jl Setiabudhi 179/171 A,5,4,,Isola,Kec. Sukasari,-6.8546,107.5936,Tidak ada,Tidak Aktif,Yayasan
20219895,SD TULUS KARTIKA,SD,SD / sederajat,Jl. Rancabolang No. 140,1,4,Rancabolang,Sekejati,Kec. Buahbatu,-6.9412,107.6498,Tidak ada,Tidak Aktif,Yayasan
20245285,SDPN SABANG,SD,SD / sederajat,Jl. Sabang No. 2,6,1,-,Cihapit,Kec. Bandung Wetan,-6.9085,107.6209,Tidak ada,Aktif,Pemerintah Daerah
20245814,SD NEGERI TARUNA KARYA 4,SD,SD / sederajat,Jl. Cilengkrang II No. 80,4,8,,Palasari,Kec. Cibiru,-6.922,107.7138,Tidak ada,Aktif,Pemerintah Daerah
20245497,SD NEGERI CIMINCRANG,SD,SD / sederajat,Jl. Cilameta No.1,2,2,Cilameta,Cimincrang,Kec. Gedebage,-6.9419,107.7051,Tidak ada,Aktif,Pemerintah Daerah
20244961,SD NEGERI CIBADAK 1,SD,SD / sederajat,Jl.cibadak No.193 Bandung,8,2,Cibadak,Cibadak,Kec. Astanaanyar,-6.9213,107.5968,Tidak ada,Aktif,Pemerintah Daerah
69895440,SD Nehru Memorial School,SD,SD / sederajat,Jl. Lembong No. 40,0,0,,Braga,Kec. Sumur Bandung,-6.920898,107.617618,Tidak ada,Tidak Aktif,Yayasan
20245508,SD NEGERI CISARANTEN KIDUL 4,SD,SD / sederajat,Jl. Riung Bakti 1,1,1,Riung Bakti Raya,Cisaranten Kidul,Kec. Gedebage,-6.9456,107.6859,Tidak ada,Aktif,Lainnya
20219849,SD MUHAMMADIYAH 6,SD,SD / sederajat,Jl. Ir.h. Juanda Kp. Bengkok,5,1,Bengkok,Ciumbuleuit,Kec. Cidadap,-6.863052,108.0,Tidak ada,Tidak Aktif,Yayasan
20219907,SD WINDU PUTRA,SD,SD / sederajat,Jl. Babakan Cibereum No.142,4,1,,Campaka,Kec. Andir,-6.9073,107.5713,Tidak ada,Tidak Aktif,Yayasan
20245172,SD NEGERI CIKUTRA 1,SD,SD / sederajat,Jl. Cikutra No.326,1,2,,Neglasari,Kec. Cibeunying Kaler,-6.8936,107.6372,Tidak ada,Aktif,Pemerintah Daerah
20245708,SD NEGERI LANUMA HUSEIN SASTRANEGARA 2,SD,SD / sederajat,Jl. Lmu Suparmin No. 1,2,2,,Pajajaran,Kec. Cicendo,-6.9029,107.5965,Tidak ada,Aktif,Pemerintah Daerah
20245445,SD NEGERI ANTAPANI 5,SD,SD / sederajat,Jl. Sindangsari  I  No. 1,4,10,Sindangsari,,Kec. Antapani,-6.9062,107.6647,Tidak ada,Aktif,Pemerintah Daerah
20245173,SD NEGERI CIKUTRA 2,SD,SD / sederajat,Jl. Cikutra No.326,1,2,,Neglasari,Kec. Cibeunying Kaler,-6.8936,107.6371,Tidak ada,Aktif,Pemerintah Daerah
20245706,SD NEGERI KRESNA,SD,SD / sederajat,Jl. Kresna No. 47,1,4,,Arjuna,Kec. Cicendo,-6.9098,107.5928,Tidak ada,Aktif,Pemerintah Daerah
20245213,SD NEGERI KARANG MULYA 2,SD,SD / sederajat,Jl. Rajawali Sakti  No. 266,7,1,,Dungus Cariang,Kec. Andir,-6.9165,107.5872,Tidak ada,Aktif,Pemerintah Daerah
20245563,SD NEGERI DERWATI 1,SD,SD / sederajat,Jl. Derwati No. 40,6,4,Derwati,Derwati,Kec. Rancasari,-6.9649,107.683,Tidak ada,Aktif,Pemerintah Pusat
20244958,SD NEGERI BOJONGLOA 6,SD,SD / sederajat,Jl. Cibaduyut Raya No. 142/199 C,4,6,,Kebon Lega,Kec. Bojong Loa Kidul,-6.9507,107.5942,Tidak ada,Aktif,Pemerintah Daerah
20244740,SD NEGERI BOJONG 1,SD,SD / sederajat,Jl. Kawat No. 1,5,2,,Caringin,Kec. Bandung Kulon,-6.9278,107.5809,Tidak ada,Aktif,Pemerintah Daerah
20245813,SD NEGERI TARUNA KARYA 3,SD,SD / sederajat,Jl. Galumpit No. 2,4,14,,Palasari,Kec. Cibiru,-6.9188,107.7161,Tidak ada,Aktif,Pemerintah Daerah
20245159,SD NEGERI CICADAS 06,SD,SD / sederajat,Jl. Cikutra No. 15,0,0,,Cikutra,Kec. Cibeunying Kidul,-6.8966,107.638,Tidak ada,Aktif,Pemerintah Daerah
20219818,SD PARDOMUAN,SD,SD / sederajat,Jl. Lombok No. 7,4,3,,Merdeka,Kec. Sumur Bandung,-6.9108,107.6185,Tidak ada,Tidak Aktif,Yayasan
20246416,SD NEGERI RANCABOLANG 3,SD,SD / sederajat,Jl. Rancabolang Indah No. 1,6,16,,Manjahlega,Kec. Rancasari,-6.9501,107.6623,Tidak ada,Aktif,Pemerintah Daerah
20245238,SD NEGERI MOHAMAD TOHA 1,SD,SD / sederajat,Jl. Mohamad Toha No. 22,1,4,,Pungkur,Kec. Regol,-6.9299,107.6067,Tidak ada,Aktif,Pemerintah Daerah
20219856,SD MATHLAUL KHAIRIYAH,SD,SD / sederajat,Jl. Tamansari Bawah No. 60,4,20,,Taman Sari,Kec. Bandung Wetan,-6.903,107.6067,Tidak ada,Tidak Aktif,Yayasan
20245067,SD NEGERI PAGARSIH 6,SD,SD / sederajat,Jl. Pagarsih No. 77,3,9,,Cibadak,Kec. Astanaanyar,-6.9231,107.5945,Tidak ada,Aktif,Lainnya
20245132,SD NEGERI CIBEUREUM 03,SD,SD / sederajat,Jl. Asrama Kipal No. 56,5,4,,Campaka,Kec. Andir,-6.9074,107.571,Tidak ada,Aktif,Pemerintah Daerah
20244920,SD NEGERI SIRNAMANAH,SD,SD / sederajat,Jl. Sirnamanah No. 4 Bandung,6,6,,Pasteur,Kec. Sukajadi,-6.8883,107.5979,Tidak ada,Aktif,Pemerintah Daerah
20244899,SD NEGERI PERUMNAS CIJERAH 1,SD,SD / sederajat,Jl. Cijerah Barat No. 04,2,5,,Cijerah,Kec. Bandung Kulon,-6.9368,107.5613,Tidak ada,Aktif,Pemerintah Daerah
20245233,SD NEGERI MERDEKA 5-3,SD,SD / sederajat,Jl. Merdeka No. 9,3,5,,Braga,Kec. Sumur Bandung,-6.9156,107.61,Tidak ada,Aktif,Pemerintah Daerah
20245005,SD NEGERI BABAKAN CIPARAY 16,SD,SD / sederajat,Jl. Caringin No. 106,2,4,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9459,107.5845,Tidak ada,Aktif,Pemerintah Daerah
20219835,SD MUHAMMADIYAH 8 BANDUNG,SD,SD / sederajat,Jl. A. H. Nasution 168 Bandung,4,4,,Cipadung Kulon,Kec. Panyileukan,-6.9158,107.7044,Tidak ada,Tidak Aktif,Yayasan
20244974,SD NEGERI GENTRA MASEKDAS,SD,SD / sederajat,Jl. Sukamulya No. 29,4,10,Sukaasih,Suka Asih,Kec. Bojong Loa Kaler,-6.9364,107.5872,Tidak ada,Aktif,Pemerintah Daerah
20245562,SD NEGERI DERWATI,SD,SD / sederajat,Jl. Derwati No. 40,6,4,Derwati,Derwati,Kec. Rancasari,-6.9649,107.683,Tidak ada,Aktif,Pemerintah Daerah
20245573,SD NEGERI GRIYA BUMI ANTAPANI 13-1,SD,SD / sederajat,Jl. Kadipaten 14 No. 2,1,2,Antapani Kidul,Antapani Kidul,Kec. Antapani,-6.9193,107.6057,Tidak ada,Aktif,Pemerintah Daerah
20245084,SD NEGERI SEKELIMUS 1,SD,SD / sederajat,Jl. Ters. Buahbatu Gg. Anyelir,4,9,Kelurahan Batununggal,Batununggal,Kec. Bandung Kidul,-6.9494,107.6373,Tidak ada,Aktif,Lainnya
20254714,SD ISLAM MUTIARA HATI,SD,SD / sederajat,Jl. Terusan Cikajang Raya,4,22,-,Antapani Tengah,Kec. Antapani,-6.9328,107.6602,Tidak ada,Tidak Aktif,Yayasan
20245795,SD NEGERI SUKAKARYA,SD,SD / sederajat,"Jl. Rusbandhi, S.h.",4,7,,Sukamiskin,Kec. Arcamanik,-6.9193,107.6697,Tidak ada,Aktif,Pemerintah Daerah
20245121,SD NEGERI BOJONGKONENG 4,SD,SD / sederajat,Jl. Bojongkoneng No. 38,5,12,,Sukapada,Kec. Cibeunying Kidul,-6.9066,107.6498,Tidak ada,Aktif,Lainnya
20245534,SD NEGERI CISARANTEN WETAN 1,SD,SD / sederajat,Jl. Raya Gedebage No. 17,0,0,,Babakan Penghulu,Kec. Cinambo,-6.9411,107.6916,Tidak ada,Aktif,Lainnya
20219844,SD KRISTEN GAMALIEL,SD,SD / sederajat,Jl. Jendral Sudirman No. 205-207,0,0,,Cibadak,Kec. Astanaanyar,-6.9206,107.6048,Tidak ada,Tidak Aktif,Yayasan
20245001,SD NEGERI BABAKAN CIPARAY 10,SD,SD / sederajat,Jl. Caringin Gg. Lumbung III No. 50,2,3,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9455,107.583,Tidak ada,Aktif,Pemerintah Daerah
20245941,SD NEGERI HARAPAN 1,SD,SD / sederajat,Jl. Pak Gatot VI KPAD,2,2,,Gegerkalong,Kec. Sukasari,-6.8653,107.5884,Tidak ada,Aktif,Pemerintah Pusat
20244834,SD NEGERI CENTEH 6,SD,SD / sederajat,Jl. Centeh No. 5,7,10,,Samoja,Kec. Batununggal,-6.9281,107.6252,Tidak ada,Aktif,Pemerintah Daerah
20245821,SD NEGERI TIKUKUR 5,SD,SD / sederajat,Jl. Titimplik No. 1,4,7,,Sadang Serang,Kec. Coblong,-6.8971,107.6219,Tidak ada,Aktif,Pemerintah Daerah
20268647,SDK BPK PENABUR BANDA,SD,SD / sederajat,Jl. Bahureksa No. 26,3,5,Citarum,Citarum,Kec. Bandung Wetan,-6.9049,107.6279,Tidak ada,Tidak Aktif,Yayasan
20244967,SD NEGERI CIBADUYUT 5,SD,SD / sederajat,Jl. Raya Cibaduyut No.45,3,1,,Cibaduyut,Kec. Bojong Loa Kidul,-6.9497,107.5918,Tidak ada,Aktif,Pemerintah Daerah
20245214,SD NEGERI KARANG MULYA 3,SD,SD / sederajat,Jl. Rajawali Sakti  No. 266,7,1,Dunguscariang,Dungus Cariang,Kec. Andir,-6.9126,107.5805,Tidak ada,Aktif,Pemerintah Pusat
20245244,SD NEGERI PANORAMA 1,SD,SD / sederajat,Jl. Hegarmanah No. 152,3,7,,Hegarmanah,Kec. Cidadap,-6.8695,107.601,"C1, D",Aktif,Lainnya
