npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20252973,SD LABORATORIUM PERCONTOHAN UPI,SD,SD / sederajat,Jl. Senjaya Guru No.04,1,6,,Isola,Kec. Sukasari,-6.8858,107.7602,Tidak ada,Tidak Aktif,Yayasan
20245996,SD NEGERI SUKARASA 4,SD,SD / sederajat,Jl. Pak Gatot V Kpad,2,2,,Gegerkalong,Kec. Sukasari,-6.866,107.5858,Tidak ada,Aktif,Pemerintah Daerah
20245463,SD NEGERI BABAKAN SINYAR 4,SD,SD / sederajat,Jl. Terusan Sukapura,1,3,Sukapura,Sukapura,Kec. Kiaracondong,-6.9281,107.652,Tidak ada,Aktif,Pemerintah Pusat
20244838,SD NEGERI CIGONDEWAH 5,SD,SD / sederajat,Jl. Baturengat Cigondewah,1,1,,Cigondewah Kaler,Kec. Bandung Kulon,-6.9407,107.5633,Tidak ada,Aktif,Pemerintah Pusat
20245514,SD NEGERI CIHAMPELAS 1,SD,SD / sederajat,Jl Cihampelas No 280,2,2,Cihampelas,Cipaganti,Kec. Coblong,-6.8871,107.6041,Tidak ada,Aktif,Pemerintah Daerah
20245790,SD NEGERI SUKARELA 1,SD,SD / sederajat,Jl. Mekarmulya No. 40,5,7,,Cipadung Kulon,Kec. Panyileukan,-6.9262,107.7049,Tidak ada,Aktif,Pemerintah Daerah
20245749,SD NEGERI PELESIRAN,SD,SD / sederajat,Jl. Pelesiran No. 36,4,6,,Lebak Siliwangi,Kec. Coblong,-6.8958,107.6075,Tidak ada,Aktif,Pemerintah Daerah
20245193,SD NEGERI DURMAN,SD,SD / sederajat,Jl. Durman No.30,3,5,Kebon Jeruk,Kebon Jeruk,Kec. Andir,-6.9008,107.5655,Tidak ada,Aktif,Pemerintah Daerah
20246413,SD NEGERI PASIRPOGOR,SD,SD / sederajat,Jl. Pasir Suci No. 8,8,1,,Mekarjaya,Kec. Rancasari,-6.9616,107.6628,Tidak ada,Aktif,Lainnya
20219830,SD PROF. DR. MOESTOPO,SD,SD / sederajat,Jl. Tubagus Ismail III  No. 3,3,8,,Sekeloa,Kec. Coblong,-6.8845,108.0,Tidak ada,Tidak Aktif,Yayasan
20244739,SD NEGERI BLOK SAWAH,SD,SD / sederajat,Kp. Blok Sawah,3,5,,Cigondewah Kidul,Kec. Bandung Kulon,-6.9368,107.5591,Tidak ada,Aktif,Lainnya
20245252,SD NEGERI PADASUKA 6,SD,SD / sederajat,Jl. Padasuka No. 90,4,6,,Pasirlayung,Kec. Cibeunying Kidul,-6.9021,107.6623,Tidak ada,Aktif,Pemerintah Daerah
20245517,SD NEGERI CIJAMBE 2,SD,SD / sederajat,Jl. Sukup Baru No. 18,6,6,,Pasir Endah,Kec. Ujungberung,-6.9094,107.6925,Tidak ada,Aktif,Lainnya
20252052,SD AL- HIDAYAH,SD,SD / sederajat,Jl. Rancabulan No. 7 Rancabentang,5,6,,Ciumbuleuit,Kec. Cidadap,-6.8657,107.606,Tidak ada,Tidak Aktif,Yayasan
20269138,SDIT AL FITRAH,SD,SD / sederajat,Jl. Merkuri Timur No. 1,0,0,Manjahlega,,Kec. Rancasari,-6.9636,107.6841,Tidak ada,Tidak Aktif,Yayasan
20244846,SD NEGERI CIJERAH 6,SD,SD / sederajat,Jl. Mekar Hurip No. 18,3,8,,Cijerah,Kec. Bandung Kulon,-6.9237,107.5743,Tidak ada,Aktif,Pemerintah Daerah
20245529,SD NEGERI CIPOREAT 3,SD,SD / sederajat,"JL A.H NASUTION KM 11,6 No.29",3,1,,Pasanggrahan,Kec. Ujungberung,-6.9174,107.7062,Tidak ada,Aktif,Lainnya
20245735,SD NEGERI PASIRKALIKI 2,SD,SD / sederajat,Jl. Karya I No. 18,4,1,,Sukaraja,Kec. Cicendo,-6.8955,107.5611,Tidak ada,Aktif,Lainnya
20255299,SD CENDEKIA MUDA,SD,SD / sederajat,Jl. Puri Ayu Pratama No. 17,0,0,,Sukamiskin,Kec. Arcamanik,-6.9125,107.6744,Tidak ada,Tidak Aktif,Yayasan
20245483,SD NEGERI BINAHARAPAN 3,SD,SD / sederajat,Jl. Golf Selatan I No 26,2,10,,Cisaranten Bina Harapan,Kec. Arcamanik,-6.9148,107.6849,Tidak ada,Aktif,Pemerintah Daerah
20245784,SD NEGERI SOKA 34-4,SD,SD / sederajat,Jl. Soka No. 34,5,8,,Merdeka,Kec. Sumur Bandung,-6.9154,107.6288,Tidak ada,Aktif,Pemerintah Daerah
20245810,SD NEGERI SUKARAJA,SD,SD / sederajat,Jl.Terusan Pasteur no 38,1,1,Husein Sastranegara,Husen Sastranegara,Kec. Cicendo,-6.9007,107.5894,Tidak ada,Aktif,Pemerintah Daerah
20245202,SD NEGERI ASMI 2,SD,SD / sederajat,Jl. Asmi No.2,7,4,,Pungkur,Kec. Regol,-6.9292,107.608,Tidak ada,Aktif,Pemerintah Daerah
20245232,SD NEGERI MERDEKA 5-2,SD,SD / sederajat,Braga Sumur Bandung,3,5,,Braga,Kec. Sumur Bandung,-6.9155,107.61,Tidak ada,Aktif,Pemerintah Daerah
20245596,SD NEGERI JATIHANDAP,SD,SD / sederajat,Jl. Jatihandap Gg. Masjid,5,5,,Jatihandap,Kec. Mandalajati,-6.8983,107.6569,Tidak ada,Aktif,Pemerintah Daerah
20245765,SD NEGERI SEKELOA 1,SD,SD / sederajat,Jl. Sekeloa Utara No. 30 A,5,6,,Sekeloa,Kec. Coblong,-6.8875,107.6189,Tidak ada,Aktif,Pemerintah Daerah
20219854,SD MUHAMMADIYAH 1,SD,SD / sederajat,Jl. Banteng Dalam No. 6,10,7,,Turangga,Kec. Lengkong,-6.9327,107.6242,Tidak ada,Tidak Aktif,Yayasan
69894361,SD KASIH BANGSA,SD,SD / sederajat,Taman Holis Indah Blok G,2,8,,Cigondewah Rahayu,Kec. Bandung Kulon,-6.9469,107.5605,Tidak ada,Tidak Aktif,Yayasan
20244830,SD NEGERI CENTEH 2,SD,SD / sederajat,Jl. Centeh No. 5,7,10,,Samoja,Kec. Batununggal,-6.9274,107.6234,Tidak ada,Aktif,Pemerintah Daerah
20245240,SD NEGERI MOHAMAD TOHA 3,SD,SD / sederajat,Jl. Mohamad Toha No. 22,4,1,,Pungkur,Kec. Regol,-6.9299,107.6067,Tidak ada,Aktif,Pemerintah Pusat
20253257,SD YPI,SD,SD / sederajat,Jl. Nuhamad No. 17 Bandung,6,6,,Pamoyanan,Kec. Cicendo,-6.9016,108.0,Tidak ada,Tidak Aktif,Yayasan
20244769,SD NEGERI CIBUNTU 3,SD,SD / sederajat,Jl. Kawat No. 1,2,1,,Caringin,Kec. Bandung Kulon,-6.935,107.5775,Tidak ada,Aktif,Pemerintah Daerah
20245568,SD NEGERI EMBONG ,SD,SD / sederajat,Jalan Embong No. 6,3,5,,Kebon Pisang,Kec. Sumur Bandung,-6.9216,107.6132,Tidak ada,Aktif,Pemerintah Daerah
20245068,SD NEGERI PAJAGALAN 47-1,SD,SD / sederajat,Jl.pasirkoja No.37,1,3,,Nyengseret,Kec. Astanaanyar,-6.9271,107.6013,Tidak ada,Aktif,Lainnya
20245574,SD NEGERI GRIYA BUMI ANTAPANI 13-2,SD,SD / sederajat,Jl. Kadipaten 14 No. 2,2,2,Antapani Kidul,Antapani Kidul,Kec. Antapani,-6.9193,107.6558,Tidak ada,Aktif,Pemerintah Pusat
20244862,SD NEGERI GEGERKALONG KPAD 2,SD,SD / sederajat,Jl. Manunggal Kpad,6,2,,Gegerkalong,Kec. Sukasari,-6.8679,107.5878,Tidak ada,Aktif,Lainnya
60728783,SD PELITA FAJAR,SD,SD / sederajat,Jl. Jendral Sudirman 467,2,2,,Jamika,Kec. Bojong Loa Kaler,-6.9215,107.597,Tidak ada,Tidak Aktif,Yayasan
20245236,SD NEGERI MERDEKA 5-5,SD,SD / sederajat,Jl. Merdeka No. 9,3,5,,Braga,Kec. Sumur Bandung,-6.9155,107.61,Tidak ada,Aktif,Pemerintah Daerah
20245144,SD NEGERI CIUMBULEUIT 3,SD,SD / sederajat,Jl. Bukit Indah No. 12,1,1,,Hegarmanah,Kec. Cidadap,-6.8727,107.6083,Tidak ada,Aktif,Pemerintah Daerah
20245486,SD NEGERI CEMPAKA ARUM,SD,SD / sederajat,Jl. Umar Bin Khotob,5,8,Rancanumpang,Rancanumpang,Kec. Gedebage,-6.9576,107.7078,Tidak ada,Aktif,Lainnya
20219848,SD MALEBER UTARA,SD,SD / sederajat,Jl. Maleber Utara No.5,4,4,Maleber,Garuda,Kec. Andir,-6.9103,107.5758,Tidak ada,Tidak Aktif,Yayasan
20244874,SD NEGERI HARAPAN 2,SD,SD / sederajat,Jl. Pak Gatot VI KPAD,2,2,,Gegerkalong,Kec. Sukasari,-6.8655,107.5892,Tidak ada,Aktif,Pemerintah Pusat
20245035,SD NEGERI JAKAPURWA 2,SD,SD / sederajat,Jl. Jakamulya No. 16,2,5,,Kujangsari,Kec. Bandung Kidul,-6.962995,107.649137,Tidak ada,Aktif,Pemerintah Daerah
20245586,SD NEGERI HANURA,SD,SD / sederajat,Jl. Ciwaru,2,9,Cisurupan,Cisurupan,Kec. Cibiru,-6.8994,107.7246,Tidak ada,Aktif,Pemerintah Pusat
20219580,SD ASY-SYIFA 2,SD,SD / sederajat,Jl. Randusari V,4,17,,Antapani Kidul,Kec. Antapani,-6.9274,107.6627,Tidak ada,Tidak Aktif,Yayasan
20245242,SD NEGERI MUARARAJEUN 1,SD,SD / sederajat,Jl. Muararajeun No. 26,4,8,,Cihaurgeulis,Kec. Cibeunying Kaler,-6.9024,107.6316,Tidak ada,Aktif,Pemerintah Daerah
20245536,SD NEGERI CISARANTEN WETAN 3,SD,SD / sederajat,Jl. Raya Gedebage No. 17,0,0,Babakan Penghulu,Babakan Penghulu,Kec. Cinambo,-6.9405,107.6914,Tidak ada,Aktif,Lainnya
20245756,SD NEGERI RANCALOA,SD,SD / sederajat,Jl. Cipamokolan No. 62,6,12,Rancaloa,Cipamokolan,Kec. Rancasari,-6.9467,107.6762,Tidak ada,Aktif,Pemerintah Daerah
20245490,SD NEGERI CIBIRU 5,SD,SD / sederajat,"Jl. A.h. Nasution Km. 14,5",1,1,,Pasir Biru,Kec. Cibiru,-6.9344,107.721,Tidak ada,Aktif,Pemerintah Pusat
20245769,SD NEGERI SINDANGLAYA 2,SD,SD / sederajat,Jl. A.h. Nasution Km.9 No. 15,1,1,,Sindang Jaya,Kec. Mandalajati,-6.9051,107.6806,Tidak ada,Aktif,Pemerintah Daerah
20245520,SD NEGERI CIKADUT 1,SD,SD / sederajat,Jl. A.H. Nasution Km.7 No. 1,0,0,,Karang Pamulang,Kec. Mandalajati,-6.9038,107.6657,Tidak ada,Aktif,Pemerintah Daerah
20219598,SD CITRA WINAYA,SD,SD / sederajat,Jl. Cipedes No. 8,5,6,,Cipedes,Kec. Sukajadi,-6.8918,107.5912,Tidak ada,Tidak Aktif,Yayasan
20245705,SD NEGERI KOMARA BUDI,SD,SD / sederajat,Jl. Gunung Batu No. 30,4,7,,Sukaraja,Kec. Cicendo,-6.8907,107.5619,Tidak ada,Aktif,Pemerintah Daerah
20244867,SD NEGERI GUMURUH 02,SD,SD / sederajat,Jl. Cibangkong No. 13,3,8,,Cibangkong,Kec. Batununggal,-6.9301,107.6375,Tidak ada,Aktif,Lainnya
20245522,SD NEGERI CIKADUT 3,SD,SD / sederajat,Jl. A.H. Nasution Km.7 No. 1,0,0,Karangpamulang,Karang Pamulang,Kec. Mandalajati,-6.9038,107.6657,Tidak ada,Aktif,Lainnya
20245515,SD NEGERI CIHAMPELAS 3,SD,SD / sederajat,Jl. Cihampelas No. 280,2,2,Cipaganti,Cipaganti,Kec. Coblong,-6.8872,107.6041,Tidak ada,Aktif,Pemerintah Daerah
20244903,SD NEGERI SARIJADI 03,SD,SD / sederajat,Jl. Sarimanis Blok 17,1,11,,Sarijadi,Kec. Sukasari,-6.881,107.5753,"C1, D",Aktif,Pemerintah Daerah
20245272,SD NEGERI SUKAGALIH 8,SD,SD / sederajat,Jl. Sukagalih No. 108,0,0,,Sukabungah,Kec. Sukajadi,-6.8926,107.5932,Tidak ada,Aktif,Pemerintah Pusat
20246408,SD NEGERI MARGAHAYU RAYA BLOK I/II-01,SD,SD / sederajat,Jl. Jupiter No. 92 A,2,9,,Sekejati,Kec. Buahbatu,-6.9456,107.6581,Tidak ada,Aktif,Lainnya
20219857,SD MARIA BINTANG LAUT,SD,SD / sederajat,Jl. Kebonjati No.209 Bandung,5,1,Ciroyom,Ciroyom,Kec. Andir,-6.9163,107.5911,Tidak ada,Tidak Aktif,Yayasan
20245954,SD NEGERI KEBON GEDANG 13,SD,SD / sederajat,Jl. Kebon Gedang No. 82,3,7,,Maleer,Kec. Batununggal,-6.9308,107.6414,Tidak ada,Aktif,Pemerintah Daerah
20245281,SD NEGERI SUKALUYU 2,SD,SD / sederajat,Jl. Rereng Adumanis No. 2 A,8,7,,Sukaluyu,Kec. Cibeunying Kaler,-6.8953,107.6318,Tidak ada,Aktif,Pemerintah Pusat
20219596,SD DEWI SARTIKA,SD,SD / sederajat,Jl. Kautamaan Istri No.12,3,3,,Balong Gede,Kec. Regol,-6.9255,107.6042,Tidak ada,Tidak Aktif,Yayasan
20245512,SD NEGERI CICAHEUM 1,SD,SD / sederajat,Jl. Antapani No. 44,2,3,Cicaheum,Cicaheum,Kec. Kiaracondong,-6.9185,107.6616,Tidak ada,Aktif,Pemerintah Pusat
20244840,SD NEGERI CIGONDEWAH HILIR,SD,SD / sederajat,Jl. Cigondewah Rahayu rt 02 rw 05,2,5,Cigondewah,Cigondewah Rahayu,Kec. Bandung Kulon,-6.9456,107.5654,Tidak ada,Aktif,Lainnya
20245225,SD NEGERI LENGKONG BESAR 85-1,SD,SD / sederajat,Jl. Lengkong Besar No.139,2,7,,Balong Gede,Kec. Regol,-6.9326,107.62,Tidak ada,Aktif,Pemerintah Daerah
20244869,SD NEGERI GUMURUH 06,SD,SD / sederajat,Jl. Cibangkong No. 13,1,8,,Cibangkong,Kec. Batununggal,-6.9244,107.6344,Tidak ada,Aktif,Pemerintah Daerah
20244825,SD NEGERI BINONG JATI 1,SD,SD / sederajat,Jl. Binongjati No. 20,9,3,,Binong,Kec. Batununggal,-6.9422,107.6403,Tidak ada,Aktif,Pemerintah Daerah
20245516,SD NEGERI CIJAMBE 1,SD,SD / sederajat,Jl. Terusan Sukup Baru No. 05,7,6,Cijambe,Pasir Endah,Kec. Ujungberung,-6.909,107.6927,Tidak ada,Aktif,Pemerintah Daerah
20245283,SD NEGERI SUKALUYU 4,SD,SD / sederajat,Jl. Rereng Adumanis No. 2 A,8,7,,Sukaluyu,Kec. Cibeunying Kaler,-6.8954,107.6318,Tidak ada,Aktif,Lainnya
20245138,SD NEGERI CIDADAP 1,SD,SD / sederajat,Jl. Dr. Setiabudhi No. 234,2,1,Panorama,Ledeng,Kec. Cidadap,-6.8645,107.5945,Tidak ada,Aktif,Pemerintah Daerah
20245797,SD NEGERI SUKALAKSANA 1,SD,SD / sederajat,Jl. Sukakarya No. 109 Rt 06 Rw 12 Cicaheum,6,12,Sukakarya,Cicaheum,Kec. Kiaracondong,-6.9105,107.6474,Tidak ada,Aktif,Pemerintah Daerah
20245181,SD NEGERI CIMUNCANG 4,SD,SD / sederajat,Jl. Babakan Haji Tamim No.33,3,7,,Padasuka,Kec. Cibeunying Kidul,-6.903,107.6482,Tidak ada,Aktif,Pemerintah Daerah
20244909,SD NEGERI SAYURAN 1,SD,SD / sederajat,Kp. Sayuran No. 74,7,7,Kp. Sayuran,Cijerah,Kec. Bandung Kulon,-6.9234,107.5739,Tidak ada,Aktif,Pemerintah Daerah
20219883,SD MELANIA,SD,SD / sederajat,Jl. Melania No. 1-3,0,0,,Cihaurgeulis,Kec. Cibeunying Kaler,-6.9008,107.6238,"C1, D",Tidak Aktif,Yayasan
20245707,SD NEGERI LANUMA HUSEIN SASTRANEGARA 1,SD,SD / sederajat,Jl. Lmu Suparmin No. 1,0,0,Pajajaran,Pajajaran,Kec. Cicendo,-6.899,107.5864,Tidak ada,Aktif,Lainnya
20219617,SD BUDI ISTRI,SD,SD / sederajat,Jl. Sancang No. 4,1,5,,Burangrang,Kec. Lengkong,-6.9296,107.6196,Tidak ada,Tidak Aktif,Yayasan
20219612,SD GRACIA 2,SD,SD / sederajat,JL. PAGARSIH NO. 256,1,2,,,Kec. Andir,0,0,Tidak ada,Tidak Aktif,Yayasan
20245753,SD NEGERI PINDAD 3,SD,SD / sederajat,Jl. Papanggungan No. 01,4,11,,Sukapura,Kec. Kiaracondong,-6.9359,107.6465,Tidak ada,Aktif,Lainnya
20244895,SD NEGERI KRIDAWINAYA 1,SD,SD / sederajat,Jl. Gumuruh Blk No.37 Bandung,7,5,,Gumuruh,Kec. Batununggal,-6.9318,107.6394,Tidak ada,Aktif,Pemerintah Daerah
20245224,SD NEGERI LENGKONG BESAR 105-6,SD,SD / sederajat,Jl. Lengkong Besar No.139,2,7,,Balong Gede,Kec. Regol,-6.9305,107.6128,Tidak ada,Aktif,Pemerintah Daerah
20219575,SD KARTIKA XIX - 1,SD,SD / sederajat,Jl. Bangka No.3,4,2,,Merdeka,Kec. Sumur Bandung,-6.9135,107.6331,Tidak ada,Tidak Aktif,Yayasan
20245158,SD NEGERI CICADAS 05,SD,SD / sederajat,Jl. Cikutra No. 15,12,9,,Cikutra,Kec. Cibeunying Kidul,-6.8969,107.638,Tidak ada,Aktif,Pemerintah Pusat
20245201,SD NEGERI ASMI 1,SD,SD / sederajat,Jl. Asmi No. 2,7,4,,Pungkur,Kec. Regol,-6.9289,107.6073,Tidak ada,Aktif,Pemerintah Daerah
20245176,SD NEGERI CIKUTRA 5,SD,SD / sederajat,Jl. Cikutra No.326,1,2,,Neglasari,Kec. Cibeunying Kaler,-6.8936,107.6373,Tidak ada,Aktif,Pemerintah Daerah
20245162,SD NEGERI CIGADUNG 1,SD,SD / sederajat,Jl. Ranca Kendal No. 99,4,4,,Cigadung,Kec. Cibeunying Kaler,-6.8784,107.6248,Tidak ada,Aktif,Pemerintah Daerah
20219858,SDK BPPK,SD,SD / sederajat,Jl Pajajaran No 91 Bandung,3,7,,Arjuna,Kec. Cicendo,-6.9071,107.5941,Tidak ada,Tidak Aktif,Yayasan
20219582,SD KEMALA BHAYANGKARI 2,SD,SD / sederajat,Jl. Palasari No.44,8,9,,Malabar,Kec. Lengkong,-6.9055,107.5832,Tidak ada,Tidak Aktif,Yayasan
20245780,SD NEGERI SONDARIAH,SD,SD / sederajat,Jl. Rancanumpang,1,1,Rancanumpang,Rancanumpang,Kec. Gedebage,-6.965035,107.705463,Tidak ada,Aktif,Pemerintah Daerah
20244833,SD NEGERI CENTEH 5,SD,SD / sederajat,Jl. Centeh No. 5,7,10,,Samoja,Kec. Batununggal,-6.9281,107.6252,Tidak ada,Aktif,Pemerintah Daerah
20245260,SD NEGERI SARIJADI SELATAN 1,SD,SD / sederajat,"Jl. Sarimadu Bawah, Sarijadi Blok 26",1,1,,Sukawarna,Kec. Sukajadi,-6.8836,107.5734,Tidak ada,Aktif,Pemerintah Daerah
20245560,SD NEGERI COBLONG 5,SD,SD / sederajat,Jl. Ir. H. Juanda No. 338,5,7,,Dago,Kec. Coblong,-6.878,107.6172,Tidak ada,Aktif,Pemerintah Daerah
20246455,SD NEGERI BABAKAN JATI,SD,SD / sederajat,Jl. Cijawura Girang V,4,13,Sekejat,Sekejati,Kec. Buahbatu,-6.9625,107.6568,Tidak ada,Aktif,Pemerintah Daerah
20253917,SD PELITA BANGSA,SD,SD / sederajat,Jl. Soekarno Hatta No. 391,0,0,,Karasak,Kec. Astanaanyar,-6.948,107.6047,Tidak ada,Tidak Aktif,Yayasan
20245459,SD NEGERI BABAKAN SENTRAL 4,SD,SD / sederajat,Jl. Terusan Psm No. 2,2,5,Sukapura,Sukapura,Kec. Kiaracondong,-6.9306,107.6544,Tidak ada,Aktif,Lainnya
20219815,SD PASUNDAN 3,SD,SD / sederajat,Jl. Babakan Ciparay No.112/194 A,1,4,,Sukahaji,Kec. Babakan Ciparay,-6.9275,107.5854,Tidak ada,Tidak Aktif,Yayasan
20219609,SD IGNATIUS SLAMET RIYADI,SD,SD / sederajat,Jl. Gatot Subroto 221 Bandung,6,2,,Cibangkong,Kec. Batununggal,-6.9255,107.6318,Tidak ada,Tidak Aktif,Yayasan
20245187,SD NEGERI CIUJUNG 1,SD,SD / sederajat,Jl. Lapangan Supratman No. 7,1,1,,Cihapit,Kec. Bandung Wetan,-6.907,107.6291,Tidak ada,Aktif,Pemerintah Daerah
20245141,SD NEGERI CIROYOM,SD,SD / sederajat,Jl. Taruna No. 33/26 A,3,4,Ciroyom,Ciroyom,Kec. Andir,-6.9112,107.5834,Tidak ada,Aktif,Pemerintah Daerah
20245227,SD NEGERI MARGAHAYU RAYA 3,SD,SD / sederajat,Jl. Pluto Utara Blok G No 73 RT.005 RW.014,5,4,Margasari,Margasari,Kec. Buahbatu,-6.9552,107.6637,Tidak ada,Aktif,Pemerintah Pusat
20245189,SD NEGERI CIUJUNG 3,SD,SD / sederajat,Jl. Lapangan Supratman No. 7,4,4,,Cihapit,Kec. Bandung Wetan,-6.9069,107.6293,Tidak ada,Aktif,Pemerintah Daerah
69734330,SD ALFA CENTAURI,SD,SD / sederajat,Jl. Palasari No. 9,9,2,Lingkar Selatan,,Kec. Lengkong,-6.9276,107.6231,"C1, D",Tidak Aktif,Yayasan
20245454,SD NEGERI BABAKAN SARI 3,SD,SD / sederajat,Jl. Babakan Sari I No.173,1,12,,Babakan Sari,Kec. Kiaracondong,-6.9242,107.6542,Tidak ada,Aktif,Pemerintah Daerah
20244878,SD NEGERI ISOLA 1,SD,SD / sederajat,Jl. Gegerkalong Girang No. 12,1,6,,Isola,Kec. Sukasari,-6.8631,107.5909,Tidak ada,Aktif,Lainnya
20245594,SD NEGERI JATAYU 4,SD,SD / sederajat,Jl. Komud Supadio No. 39 A,1,6,,Husen Sastranegara,Kec. Cicendo,-6.9098,107.5836,Tidak ada,Aktif,Lainnya
20245246,SD NEGERI PANORAMA 3,SD,SD / sederajat,Jl. Hegarmanah No. 152,0,0,,Hegarmanah,Kec. Cidadap,-6.87,107.6013,Tidak ada,Aktif,Lainnya
20244871,SD NEGERI GUMURUH 08,SD,SD / sederajat,Jl. Taurus No. 60,6,9,,Gumuruh,Kec. Batununggal,-6.9352,107.6354,Tidak ada,Aktif,Pemerintah Daerah
20244955,SD NEGERI BOJONGLOA 3,SD,SD / sederajat,Jl. Cibaduyut Raya No. 142/199 C,4,6,,Kebon Lega,Kec. Bojong Loa Kidul,-6.9381,107.595,Tidak ada,Aktif,Pemerintah Daerah
20245206,SD NEGERI GATOT SUBROTO 1,SD,SD / sederajat,Jl. Yudhawastu Pramuka IV,1,12,,Cicadas,Kec. Cibeunying Kidul,-6.9031,107.6365,Tidak ada,Aktif,Lainnya
69932122,SD ADZKIA,SD,SD / sederajat,JL. PANUMBANG JAYA DALAM NO 38 F,4,4,Ciumbuleuit,Ciumbuleuit,Kec. Cidadap,-6.881339,107.605756,Tidak ada,Tidak Aktif,Lainnya
20267927,SD IT Al-FAJAR,SD,SD / sederajat,Jl. Buana Sari IV No. 18-21,8,4,,Kujangsari,Kec. Bandung Kidul,-6.9669,107.642,"C1, D",Tidak Aktif,Yayasan
20245008,SD NEGERI BABAKAN CIPARAY 02,SD,SD / sederajat,Jl. Caringin Cikungkurak RT 03 RW 06,3,6,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9401,107.5765,Tidak ada,Aktif,Pemerintah Daerah
20245752,SD NEGERI PINDAD 2,SD,SD / sederajat,Jl. Papanggungan No. 01,4,11,,Sukapura,Kec. Kiaracondong,-6.9355,107.6464,Tidak ada,Aktif,Lainnya
20244962,SD NEGERI CIBADAK 3,SD,SD / sederajat,Jl. Cibadak No. 193,8,2,Cibadak,Cibadak,Kec. Astanaanyar,-6.9214,107.5968,Tidak ada,Aktif,Pemerintah Daerah
20245724,SD NEGERI PANYILEUKAN 1,SD,SD / sederajat,Komp. Bumi Panyileukan F.1,1,5,Cipadung Kidul,Cipadung Kidul,Kec. Panyileukan,-6.942,107.7165,Tidak ada,Aktif,Pemerintah Daerah
20246412,SD NEGERI MARGASARI 1,SD,SD / sederajat,Jl. Rancasawo No. 50,2,20,Rancasawo,Margasari,Kec. Buahbatu,-6.9644,107.6569,Tidak ada,Aktif,Pemerintah Daerah
20244923,SD NEGERI SUKAJADI 1,SD,SD / sederajat,Jl. Sirnamanah No. 4 Bandung,6,6,,Pasteur,Kec. Sukajadi,-6.8883,107.5979,Tidak ada,Aktif,Pemerintah Daerah
20245505,SD NEGERI CISARANTEN KIDUL 1,SD,SD / sederajat,Jl. Riung Bakti 1,1,13,Riung Bakti Raya,Cisaranten Kidul,Kec. Gedebage,-6.9455,107.6859,Tidak ada,Aktif,Pemerintah Pusat
20245253,SD NEGERI PADASUKA 7,SD,SD / sederajat,Jl. Padasuka No. 90,4,6,,Pasirlayung,Kec. Cibeunying Kidul,-6.8979,107.6544,Tidak ada,Aktif,Pemerintah Daerah
20246403,SD NEGERI CIJAWURA 6,SD,SD / sederajat,Jl. Cijawura Hilir,6,12,,,Kec. Buahbatu,-6.9593,107.671,Tidak ada,Aktif,Pemerintah Pusat
20245026,SD NEGERI CIRANGRANG 2,SD,SD / sederajat,"Jl. K.h. Wahid Hasyim Kopo Km 5,5",1,4,,Margasuka,Kec. Babakan Ciparay,-6.9596,107.5812,Tidak ada,Aktif,Pemerintah Daerah
20244913,SD NEGERI SAYURAN 5,SD,SD / sederajat,Kp. Sayuran No. 74,7,7,,Cijerah,Kec. Bandung Kulon,-6.9241,107.5743,Tidak ada,Aktif,Pemerintah Daerah
20245104,SD NEGERI AWIGOMBONG 3,SD,SD / sederajat,Jl. Asep Berlian No. 33,4,6,,Cicadas,Kec. Cibeunying Kidul,-6.908,107.6408,Tidak ada,Aktif,Pemerintah Daerah
20245027,SD NEGERI CIRANGRANG 3,SD,SD / sederajat,"Jl. K.H. Wahid Hasyim Km 5,5 Kopo Cirangrang",1,4,,Margasuka,Kec. Babakan Ciparay,-6.9595,107.5814,A - Tuna netra,Aktif,Pemerintah Daerah
20244847,SD NEGERI CIJERAH INDAH,SD,SD / sederajat,Jl. Mekar Hurip No. 18,3,8,,Cijerah,Kec. Bandung Kulon,-6.9238,107.5746,Tidak ada,Aktif,Pemerintah Daerah
20245175,SD NEGERI CIKUTRA 4,SD,SD / sederajat,Jl. Cikutra No.326,1,2,,Neglasari,Kec. Cibeunying Kaler,-6.8935,107.6372,Tidak ada,Aktif,Pemerintah Daerah
20219839,SD KRISTEN YAHYA,SD,SD / sederajat,Jl. Progo No. 4,4,7,,Cihapit,Kec. Bandung Wetan,-6.9044,107.6172,Tidak ada,Tidak Aktif,Yayasan
20244743,SD NEGERI CIBUNTU 1,SD,SD / sederajat,Jl. Holis No.31,2,1,,Warung Muncang,Kec. Bandung Kulon,-6.9245,107.5748,Tidak ada,Aktif,Lainnya
20245086,SD NEGERI SITUGUNTING 2,SD,SD / sederajat,Jl. H. Zakaria No. 56,7,1,,Sukahaji,Kec. Babakan Ciparay,-6.9325,107.5842,Tidak ada,Aktif,Pemerintah Daerah
20253757,SD MUTIARA BUNDA,SD,SD / sederajat,Jl. Arcamanik Endah No.3,2,9,,Sukamiskin,Kec. Arcamanik,-6.9103,107.6708,"C1, D",Tidak Aktif,Yayasan
