id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
7129405,"Perbaikan Jalan/Gang/Pengaspalan/Beton",28945000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","tersedianya perbaikan jalan sukarasa/pengaspalan/beton pada belanja bahan baku bangunan RW 11",APBD," 28945000",1.20.1.20.18.05.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja perbaikan jalan sukarasa/pengaspalan/beton (6957519) "
7128154,"Rehab Balai Serba Guna RW",25830000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Balai RW",APBD," 25830000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7127121,"Belanja Modal Pengadaan Komputer Notebook",10000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Komputer Notebook di kelurahan sukapada",APBD," 10000000",1.20.1.20.18.06.02.12.5.2.3.29.02,E-Purchasing,01-01-2016,31-01-2016,01-01-2016,31-12-2016,"Belanja Modal Pengadaan Komputer Notebook (7122221) "
7164935,"Belanja Modal Pengadaan Kursi Rapat",8750000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Meubelair",Barang/jasa,Barang,"25 Unit","Kelurahan Padasuka","Tersedianya Pengadaan Kursi Rapat pada Modal Peralatan dan Mesin Pengadaan Mebeulair",APBD," 8750000",1.20.1.20.18.02.02.10.5.2.3.28.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Modal Pengadaan Kursi Rapat (7134086) "
6888296,"Belanja Pengecatan Kerb",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Pengecatan Kerb pada Pemeliharaan Jalan",APBD," 15000000",1.20.18.01,"Pengadaan Langsung",01-02-2016,02-02-2016,01-04-2016,14-04-2016
7131075,"Belanja Bahan/Bibit Tanaman,Pot Bunga,Tanah, Pupuk",14035000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Bahan/Bibit Tanaman,Pot Bunga,Tanah, Pupuk di Kelurahan Cicadas",APBD," 14035000",1.20.1.20.18.04.30.03.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7130986,"Rebo Nyunda",3500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup LPM",Barang/jasa,Barang,10,"Kelurahan Cicadas","Tersedianya Seragam Rebo Nyunda pada Belanja pakaian Kerja Lapangan",APBD," 3500000",1.20.1.20.18.04.22.04.5.2.2.13.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Rebo Nyunda (7129028) "
7134132,"Belanja Modal Pengadaan Bangunan Gedung Kantor",67100000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Rehabilitasi sedang/berat gedung kantor",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Pengadaan Konstruksi/Pembelian Gedung Kantor pada Modal Pengadaan Konstruksi/Pembelian gedung kantor",APBD," 67100000",1.20.1.20.18.02.02.42.5.2.3.49.01,"Pengadaan Langsung",01-06-2016,31-12-2016,01-08-2016,31-12-2016,"Belanja Modal Pengadaan Konstruksi/Pembelian gedung Kantor (6888181) "
7127993,"Belanja Bahan/Bibit Tanaman dan Pot RW 08",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Bahan/Bibit Tanaman",APBD," 2000000",1.20.1.20.18.06.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7119857,"Belanja Mesin Babad Rumput",3500000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Pengadaan Mesin Babat Rumput pada Belanja Modal Pengadaan Peralatan dan Mesin Pengadaan alat pemeliharaan taman/alat penyimpanan",APBD," 3500000",1.20.1.20.18.05.01.13.5.2.3.26.01,E-Purchasing,01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pengadaan Mesin Babat Rumput (6950807) "
7127431,"Belanja Modal Pengadaan Kursi Kerja
	",28000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan mebeleur",Barang/jasa,Barang,7,"Kelurahan Cikutra","Tersedianya Modal Pengadaan Kursi Kerja pada Pengadaan Meubelair",APBD," 28000000",1.20.1.20.18.03.02.10.5.2.3.30.03,E-Purchasing,01-05-2016,31-05-2016,01-05-2016,01-10-2016,"belanja Modal Pengadaan Kursi Kerja (6910822) "
7129377,"Perbaikan Gedung RW",11000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukamaju","Tersedianya perbaikan gedung rw 08 pada belanja bahan baku bangunan",APBD," 11000000",1.20.1.20.18.05.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan Gedung RW 08 (6968650) "
8286696,"Perbaikan Jalan Gang/Beton/Perbaikan Drainase/Gorong-gorong/Pemasangan Paving Blok",74968460,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Gang/Beton/Perbaikan Drainase/Gorong-gorong/Pemasangan Paving Blok",APBD," 74968460",1.20.1.20.18.01.30.03.5.2.2.20.01,"Pengadaan Langsung",28-11-2016,30-11-2016,06-12-2016,13-12-2016
8286510,"Belanja Modal Pengadaan Laptop",12000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Laptop",APBD," 12000000",1.20.1.20.18.01.02.12.5.2.3.29.02,E-Purchasing,28-11-2016,30-11-2016,06-12-2016,13-12-2016
7130930,"Belanja Pakaian Kerja Lapangan",2100000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Pakaian Kerja Lapangan RW 02 Kelurahan Cicadas",APBD," 2100000",1.20.1.20.18.04.22.01.5.2.2.13.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pakaian Kerja Lapangan (7128089) "
7128249,"Belanja Bibit Tanaman/Pot (Penghijauan Rumah Warga)",2050000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya bahan/bibit tanaman RW 04 pada belanja bahan baku bangunan di Kelurahan Pasirlayung",APBD," 2050000",1.20.1.20.18.07.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-02-2016
7128388,"Perbaikan Jalan/Gang /saluran RW.15",40545000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,"Pekerjaan Konstruksi",1,"Kelurahan Cikutra","Tersedianya perbaikan jalan/ gang/ saluran RW 15 Kelurahan cikutra",APBD," 40545000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,30-11-2016,"Belanja Perbaikan Jalan/ Gang/ Saluran RW 15 (6917394) "
7128270,"Rehab Balai Serba Guna RW",43600000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Balai RW",APBD," 43600000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
6892200,"Belanja Renovasi Gedung Serbaguna RW 03",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Renovasi Gedung Sebaguna pada Belanja Bahan Baku bangunan",APBD," 20000000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016
7128394,"Penerangan Jalan RW.15",4400000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya penerangan jalan RW 15 kelurahan cikutra",APBD," 4400000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,30-11-2016,"Belanja Penerangan jalan RW 15 (6917442) "
7121304,"Papan Nama Instansi Lingkup PKK PIPPK",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Penyediaan Peralatan dan Perlengkapan Kantor",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya papan nama instansi pada belanja modal pengadaan peralatan dan mesin",APBD," 2000000",1.20.18.04,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Papan Nama Instansi (Plang PKK) (6893132) "
7133673,"Belanja Modal Pengadaan Handphone/HP",9720000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Modal,Barang,2,"Kelurahan Sukamaju","Tersedianya modal pengadaan handphone/hp pada belanja modal peralatan dan mesin pengadaan alat komunikasi telephone",APBD," 9720000",1.20.1.20.18.05.02.12.5.2.3.32.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja modal pengadaan Handphone/HP (6954548) "
7127628,"Belanja Modal Pengadaan Laptop",34500000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Pengadaan Laptop pada Belanja Pengadaan Personal Komputer",APBD," 34500000",1.20.1.20.18.04.02.12.5.2.3.29.02,E-Purchasing,01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pengadaan laptop (6899120) "
8448306,"Bintek Linmas",90000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan Kota Bandung",Barang/jasa,"Jasa Lainnya",1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Bintek Linmas",APBD," 90000000",1.20.1.20.18.30.02.5.2.2.03.21,"Pengadaan Langsung",07-12-2016,08-12-2016,08-12-2016,31-12-2016
7663605,"Belanja Kemeja, Celana Panjang, dan Topi Karang Taruna",6000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Belanja Kemeja, Celana Panjang, dan Topi Karang Taruna",Modal,Barang,1,"Kelurahan Pasirlayung","Tersedianya seragam Karang Taruna Kelurahan Pasirlayung",APBD," 6000000",1.221807220352,"Pengadaan Langsung",27-07-2016,29-07-2016,27-07-2016,31-12-2016
7128350,"Perbaikan Jalan/Gang /saluran RW.13",52545000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan cikutra","tersedianya perbaikan jalan/gang/saluran rw 13 pada belanja bahan baku bangunan",APBD," 52545000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja perbaikan jalan/gang/saluran rw 13 (6913574) "
6893523,"Belanja Kompor Gas",500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan Peralatan Rumah Tangga",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya kompor gas ",APBD," 500000",1.20.18.04,"Pengadaan Langsung",01-01-2016,14-01-2016,01-02-2016,01-03-2016
7127924,"Belanja Pakaian Kerja Lapangan ",45000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan CIkutra","Tersedianya pakaian kerja lapangan kelurahan cikutra",APBD," 45000000",1.20.1.20.18.03.22.01.5.2.2.13.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,30-11-2016,"Belanja Pakaian Kerja Lapangan (6917487) "
7120513,"Belanja Modal Pengadaan Pesawat Televisi",8000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya televisi pada belanja modal pengadaan peralatan dan mesin kelurahan cicadas",APBD," 8000000","1.20.1.20.18.04.01.13.5.2.3.27.05 ","Pengadaan Langsung",01-01-2016,31-12-2016,01-03-2016,31-12-2016,"Belanja Televisi (6893006) "
7122037,"RW 06",4000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,2,"Kelurahan Sukamaju","Tersedianya Meja Rapat Lingkup RW PIPPK RW 06 pada Belanja Modal Pengadaan peralatan dan mesin pengadaan meubeler",APBD," 4000000",1.20.1.20.18.05.01.13.5.2.3.28.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Meja Rapat Lingkup RW PIPPK RW 06 (6951677) "
7128310,"Fasilitasi Pemberdayaan Lingkup RW",25830000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Saluran Air Kotor",APBD," 25830000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7164862,"	
Filling Cabinet",6000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan Peralatan dan Perlengkapan Kantor",Barang/jasa,Barang,"2 unit","Kelurahan Padasuka","Tersedianya Filling Besi pada Belanja Modal dan Peralatan Mesin-Pengadaan Alat Penyimpanan Perlengkapan Kantor",APBD," 6000000",1.20.1.20.18.02.01.13.5.2.3.27.04,"Pengadaan Langsung",01-02-2016,31-12-2016,01-05-2016,31-12-2016,"Filling Cabinet (7133828) "
6888880,"Belanja Hotmix Jalan dan gang RW 02",76423000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Hotmix Jalan dan Gang pada bahan baku Bangunan",APBD," 76423000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016
7128275,"Pembuatan Gapura",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Gapura",APBD," 10000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7122494,"Perbaikan Jalan/Gang/Gorong-gorong",63700000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya Perbaikan jalan/gang/gorong-gorong pada belanja bahan baku bangunan rw 04 di Kelurahan Pasirlayung",APBD," 63700000",1.20.1.20.18.07.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Perbaikan Jalan/gang/Gorong-gorong (6937835) "
7128059,"Pembuatan Gapura RW.03",9400000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Pembuatan gapura rw 03 pada Belanja bahan baku bangunan",APBD," 9400000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja Pembuatan Gapura RW 03 (6969440) "
7128022,"Belanja Bahan/Bibit Tanaman dan Pot RW 12",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Bahan/Bibit Tanaman",APBD," 2000000",1.20.1.20.18.06.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7127727,"Perbaikan Jalan/Gang/Gorong-gorong",23300000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya perbaikan jalan/gang/gorong2 pada belanja bahan baku bangunan RW 08 di Kelurahan Pasirlayung",APBD," 23300000",1.20.1.20.18.07.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja perbaikan jalan/gang/gorong-gorong rw 08 (6938352) "
7128377,"Belanja Kemeja Karang Taruna",6000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup Karang Taruna",Barang/jasa,Barang,40,"Kelurahan Sukapada","Tersedianya pakaian Kemeja",APBD," 6000000",1.20.1.20.18.06.22.03.5.2.2.13.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Kemeja Karang Taruna (7128355) "
7127647,"Perbaikan Jalan/Gang/Gorong-gorong",62900000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya Jalan/gang/gorong-gorong pada belanja bahan baku bangunan RW 05 di Kelurahan Pasirlayung",APBD," 62900000",1.20.1.20.18.07.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Perbaikan Jalan/gang/gorong-gorong (6937910) "
7144829,"Belanja Alat Tulis Kantor",1010000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitas Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukamaju","Tersedianya Alat Tulis Kantor RW 02 pada belanja alat tulis kantor",APBD," 1010000",1.20.1.20.18.05.22.01.5.2.2.01.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Alat Tulis Kantor RW 02 (6955096) "
7128362,"Pembuatan Petunjuk Jalan ( Papan ) RW.13",2400000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya petunjuk jalan RW 13 kelurahan cikutra",APBD," 2400000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,30-11-2016,"Belanja Pembuatan Petunjuk Jalan (Papan) RW 13 (6914233) "
8419951,"Pembuatan Gapura RW 06",8700000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,"1 Kegiatan","Kelurahan Sukamaju","Tersedianya gapuran pada bahan baku bangunan",APBD," 8700000",1.22.1.20.18.05.22.01,"Pengadaan Langsung",05-12-2016,31-12-2016,31-12-2016,31-12-2016
8286740,"Belanja Pakaian Pakaian Adat Tradisional",21000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Pakaian Khusus Hari-hari Tertentu",Barang/jasa,Barang,60,"Jl. Sukasenang No, 11 Bandung","Tersedianya Pakaian Adat Tradisional",APBD," 21000000",1.20.1.20.18.03.05.5.2.2.14,"Pengadaan Langsung",28-11-2016,30-11-2016,06-12-2016,13-12-2016
7145036,"Belanja Alat Tulis Kantor",1740000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitas Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Alat Tulis Kantor rw 09 pada belanja alat tulis kantor",APBD," 1740000",1.20.1.20.18.05.22.01.5.2.2.01.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Alat Tulis kantor rw 09 (6955612) "
7129397,"Perbaikan Jalan Sukamaju/Pengaspalan/Beton",44395000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Modal,Barang,1,"kelurahan sukamaju","tersedianya perbaikan jalan sukamaju pada belanja bahan baku bangunan RW 10",APBD," 44395000",1.20.1.20.18.05.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja perbaikan jalan sukamaju pengaspalan beton (6957454) "
6956849,"Belanja Perbaikan Gorong2 Jl Cikaso",11385000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitas Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Perbaikan Gorong2 jl Cikaso rw 08 pada belanja bahan baku bangunan",APBD," 11385000",1.20.18.05,"Pengadaan Langsung",01-01-2016,29-02-2016,01-04-2016,31-12-2016
7120755,"Belanja Modal Pengadaan Kursi Rapat",14000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan mebeleur",Modal,Barang,4,"Kelurahan Pasirlayung","Tersedianya Pengadaan kursi rapat pada Belanja Modal Peralatan dan mesin pengadaan meja dan kursi pejabat di Kelurahan Pasirlayung",APBD," 14000000",1.20.1.20.18.07.02.10.5.2.3.28.01,E-Purchasing,01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Modal pengadaan kursi Rapat (6936731) "
7121060,"RW 02",4000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,50,"Kelurahan Sukamaju","Tersedianya Kursi Rapat Lingkup RW PIPPK RW 02 pada Belanja Modal Pengadaan Peralatan dan mesin pengadaan meubeler",APBD," 4000000",1.20.1.20.18.05.01.13.5.2.3.28.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Kursi Rapat Lingkup RW PIPPK RW 02 (6951443) "
7126857,"Belanja Modal Pengadaan Televisi",7500000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya televisi kelurahan sukapada",APBD," 7500000",1.20.1.20.18.06.01.13.5.2.3.28.06,E-Purchasing,01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Modal Pengadaan Televisi (7121256) "
7133889,"Karakter Building",70440000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pembinaan Kinerja Aparatur",Barang/jasa,"Jasa Lainnya",1,"Jl. Sukasenang No. 11 Bandung","Tersediannya Jasa Character Building",APBD," 70440000",1.20.1.20.18.01.05.04.5.2.2.03.21,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,01-01-2016,"Belanja Jasa Character Building (6830695) "
