id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
7128234,"Belanja Bibit Tanaman/Pot",2050000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya bahan/bibit tanaman RW 03 pada belanja bahan baku bangunan di Kelurahan Pasirlayung",APBD," 2050000",1.20.1.20.18.07.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-02-2016
7164825,"Belanja Modal Pengadaan Meja Kerja",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Mebeulair",Barang/jasa,Barang,"5 Unit","Kelurahan Padasuka","Tersedianya Modal Pengadaan Meja Kerja pada Belanja Modal Peralatan dan Mesin Pengadaan Meja dan Kursi Pejabat",APBD," 15000000",1.20.1.20.18.02.02.10.5.2.3.30.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-03-2016,31-12-2016,"Belanja Modal Pengadaan Meja Kerja (7134081) "
7122331,"Belanja alat Biopori",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,Barang,20,"Kelurahan Cikutra","Tersedianya Peralatan Mesin serta alat Olahraga yang tidak dikapitalisasi pada belanja pemeliharaan jalan",APBD," 10000000","1.20.1.20.18.03.30.03.5.2.2.31.01 ","Pengadaan Langsung",01-04-2016,30-04-2016,01-04-2016,01-08-2016,"Belanja Peralatan Mesin serta Alat Olahraga yang tidak dikapitalisi (alat Biopori) (6911533) "
8365936,"Pembuatan Gapura RW 03",21950000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Pembuatan Gapura RW 03 pada Belanja Bahan Baku Bangunan",APBD," 21950000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
7129382,"Perbaikan Jalan Gang/Lingkungan/Pengaspalan (Hotmik)",47655000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","tersedianya Perbaikan jalan gang/lingkungan/pengaspalan(hgotmix) RW 09 pada belanja bahan baku bangunan",APBD," 47655000",1.20.1.20.18.05.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan jalan/gang/Lingkungan/pengaspalan (Hotmix) rw 09 (6956889) "
7133875,"Lap Top",15700000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Laptop",APBD," 15700000",1.20.1.20.18.01.02.12.5.2.3.29.02,E-Purchasing,01-02-2016,31-12-2016,01-01-2016,01-01-2016,"Belanja Modal Pengadaan Laptop (6836287) "
7128313,"Kirmir Selokan",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Kirmir Selokan",APBD," 10000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7129388,"Perbaikan Kirmir di RT 08 RW 09",5442000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Modal,Barang,1,"kelurahan Sukamaju","Tersedianya Perbaikan kirmir rt 08 dan 09 pada belanja bahan baku bangunan RW 09",APBD," 5442000",1.20.1.20.18.05.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan Kirmir RT 08 dan 09 (6956936) "
7121317,"Lensa Kamera Lingkup LPM PIPPK
	",5000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Modal Pengadaan Kamera (Lingkup Karang LPM/PIPPK pada Program Pelayanan Administrasi perkantoran",APBD," 5000000","1.20.1.20.18.03.01.13.5.2.3.31.02 ",E-Purchasing,01-03-2016,31-03-2016,01-04-2016,01-08-2016,"Belanja Modal Pengadaan Kamera (Lingkup Karang LPM/PIPPK) (6910506) "
7122437,"Perbaikan Jalan/Gang/Gorong-gorong",33000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya Perbaikan Jalan/gang/Gorong-gorong pada belanja bahan baku bangunan RW 03 di Kelurahan Pasirlayung",APBD," 33000000",1.20.1.20.18.07.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Perbaikan Jalan/gang/Gorong-gorong (6937772) "
7127695,"Belanja Modal Pengadaan Handphone",15000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Pengadaan Handphone pada Belanja Pengadaan Alat Komunikasi",APBD," 15000000",1.20.1.20.18.04.02.12.5.2.3.32.01,E-Purchasing,01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pengadaan Handphone (6899417) "
6968768,"Belanja Hotmix Jalan/gang RW 14",22368000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,"Jasa Lainnya",1,"Kelurahan Padasuka","Tersedianya Hotmix jalan/gang pada Belanja Bahan baku Bangunan",APBD," 22368000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016,"Belanja Hotmix Jalan/gang RW 14 (6891128) "
7124128,"Wireless Lingkup PKK PIPPK",2600000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya wireless pada pengadaan peralatan dan mesin",APBD," 2600000",1.20.1.20.18.04.01.13.5.2.3.28.06,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pengadaan Wireless (Lingkup PKK) (6898711) "
7128003,"Belanja Bahan/Bibit Tanaman dan Pot RW 09",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Bahan/Bibit Tanaman",APBD," 2000000",1.20.1.20.18.06.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
8365458,"Perbaikan Jembatan RW 10",13350000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Perbaikan Jembatan RW 10 pada Belanja Bahan Baku Bangunan",APBD," 13350000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
8368381,"Belanja Alat Tulis Kantor RW 08",3148350,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Belanja Alat Tulis Kantor RW 08 pada Fasilitasi Pemberdayaan Lingkup RW",APBD," 3148350","1.20.1.20.18.04.22.01.5.2.2.01.01 ","Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
7128108,"Perbaikan Jalan/Gang /saluran RW.06",43045000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Perbaikan Jalan/gang/saluran rw 06 pada belanja bahan baku bangunan",APBD," 43045000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja Perbaikan Jalan/gang/saluran rw 06 (6912694) "
7128172,"Perbaikan Mesjid Al-Yusro RW.09",13600000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"kelurahan cikutra","tersedianya perbaikan mesjid al yusro rw 09 pada belanja bahan baku bangunan",APBD," 13600000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"belanja perbaikan mesjid al yusro rw 09 (6913191) "
7142017,"Belanja Handy Talky Lingkup RW PIPPK",40000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan Peralatan dan Perlengkapan Kantor",Modal,Barang,40,"Kelurahan Sukamaju","Tersedianya Walky Talky Lingkup RW PIPPK pada Belanja modal peralatan dan perlengkapan kantor",APBD," 40000000",1.20.1.20.18.05.01.13.5.2.3.32.01,E-Purchasing,01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Walky Talky Lingkup RW PIPPK (6954054) "
7128419,"Perbaikan Jalan/Gang & Gorong-Gorong",31450000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Perbaikan Jalan/Gang & Gorong-gororng RW 04 pada Belanja Bahan Baku Bangunan",APBD," 31450000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan Jalan/gang & Gorong-gorong RW 04 (6900181) "
7133927,"Belanja Dekorasi",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Dekorasi",APBD," 20000000",1.20.1.20.18.01.30.02.5.2.2.01.14,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,01-01-2016,"Belanja Dekorasi (6830960) "
7139083,"Belanja Seragam Petugas Linmas Kelurahan",5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan",Barang/jasa,Barang,1,"Kelurahan Sukamaju","Tersedianya pakaian kerja lapangan kelurahan sukamaju pada fasilitasi peningkatan pemerintahan umum kecamatan dan kelurahan",APBD," 5000000",1.20.1.20.18.05.30.05.5.2.2.13.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pakaian Kerja Lapangan (7012190) "
7128155,"Perbaikan Sarana Air Bersih RW.08",14400000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya perbaikan sarana air bersih rw 08 pada belanja bahan baku bangunan",APBD," 14400000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja Perbaikan sarana air bersih rw 08 (6913105) "
7128462,"Pembuatan Gapura RW",4200000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Pembuatan Gapura RW 08 pada Belanja Bahan Baku Bangunan",APBD," 4200000","1.20.1.20.18.04.22.01.5.2.2.02.01 ","Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belaja Pembuatan Gapura RW 08 (6900785) "
7128292,"Perbaikan Kirmir",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Kirmir",APBD," 10000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7555405,Wireless,5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Wireless pada Belanja modal pengadaan peralatan dan mesin pengadaan alat rumah tangga lainnya (Home Use)",APBD," 5000000",1.20.1.20.18.05.01.13.5.2.3.28.06,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Wireless (7122228) "
7134001,"Perbaikan Jalan/Gang/Beton/Perbaikan Drainase/Gorong-gorong/Pemasangan Paving Blok",75000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,"Pekerjaan Konstruksi",1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Jalan Gang/Beton/Perbaikan Drainase/Gorong-gorong/Pemasangan paving Blok",APBD," 75000000",1.20.1.20.18.01.30.03.5.2.2.20.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,01-01-2016,"Belanja Perbaikan Jalan gang/Beton/Perbaikan Drainase/Gorong-gorong/Pemasangan Paving Blok (6837640) "
7128242,"Perbaikan Jalan",25830000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Jalan",APBD," 25830000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
6889725,"Belanja Hotmix Jalan/Gang RW 07",62219000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Hotmix Jalan/Gang pada Bahan Baku Bangunan",APBD," 62219000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016
7128314,"Perbaikan Jalan",40000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Jalan",APBD," 40000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7127681,"Printer Lingkup Karang Taruna PIPPK",6000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Printer Lingkup Karang Taruna PIPPK pada Belanja Pengadaan Peralatan Mini Komputer",APBD," 6000000",1.20.1.20.18.04.02.12.5.2.3.29.04,E-Purchasing,01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Printer Lingkup Karang Taruna PIPPK (6899308) "
7128315,"Perbaikan Jalan/Gang /saluran RW.10",30545000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","tersedianya perbaikan jalan/gang/saluran rw 10 pada belanja bahan baku bangunan",APBD," 30545000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja perbaikan jalan/gang/saluran rw 10 (6913336) "
7128318,"Perbaikan Drainase",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Drainase",APBD," 20000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7128481,"Rehab MCK",22000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Renovasi MCK pada Belanja Bahan Baku Bangunan",APBD," 22000000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Renovasi MCK pada RW 12 (6901577) "
8368415,"Belanja Alat Tulis Kantor RW 15",884000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Belanja Alat Tulis Kantor RW 15 pada Fasilitasi Pemberdayaan Lingkup RW",APBD," 884000","1.20.1.20.18.04.22.01.5.2.2.01.01 ","Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
7145154,"Belanja Alat Tulis Kantor",1530000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitas Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Alat Tulis Kantor rw 12 pada belanja alat tulis kantor",APBD," 1530000",1.20.1.20.18.05.22.01.5.2.2.01.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Alat tulis Kantor rw 12 (6955757) "
7123693,"RW 04",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Sound System Lingkup RW PIPPK RW 04 pada Belanja Modal Peralatan dan mesin pengadaan alat komunikasi telephone",APBD," 15000000",1.20.1.20.18.05.01.13.5.2.3.32.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Sound System Lingkup RW PIPPK (6952461) "
7136344,"Pembuatan Blom Bak",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Modal,Barang,1,"kelurahan sukamaju","tersedianya bloombak/pot beton pada peningkatan infrastruktur",APBD," 20000000",1.20.1.20.18.05.30.03.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja bloombak/pot beton (6957705) "
8286686,"Pengecatan Kerb Jalan",28953100,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,"Jasa Lainnya",1,"Jl. Sukasenang No, 11 Bandung","Tersedianya Kerb Jalan",APBD," 28953100",1.20.1.20.18.01.30.03.5.2.2.20.01,"Pengadaan Langsung",28-11-2016,30-11-2016,06-12-2016,13-12-2016
7128344,"Perbaikan Jalan/Gang /saluran RW.12",60545000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"kelurahan cikutra","tersedianya perbaikan jalan/gang/saluran rw 12 pada belanja bahan baku bangunan",APBD," 60545000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja perbaikan jalan/gang/saluran rw 12 (6913508) "
8312926,"Belanja Modal Pengadaan Komputer Notebook Lingkup LPM PIPPK",0,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Modal,Barang,1,"Kelurahan Pasirlayung","Tersedianya Pengadaan Komputer Notebook pada Belanja Modal Pengadaan komputer Notebook Lingkup LPM PIPPK di Kelurahan Pasirlayung",APBD," 0",1.20.1.20.18.07.02.12.5.2.3.29.02,E-Purchasing,01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Modal Pengadaan Komputer Notebook Lingkup LPM PIPPK (7121258) "
7128331,"Pembuatan Kanopi RW.11",9400000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"kelurahan cikutra","tersedianya pembuatan kanopi rw 11 pada belanja bahan baku bangunan",APBD," 9400000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja Pembuatan kanopi rw 11 (6913457) "
8418832,"Belanja Cetak Raport Warga",48000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Raport Warga RW 01, RW 02, RW 03, RW 04, RW 05, RW 06, RW 07, RW 08, RW 09, RW 10, RW 11, RW 12, RW 13, RW 14, RW 15, RW 16 pada Kelurahan Sukapada",APBD," 48000000",1.20.1.20.18.06.22.01.5.2.2.06.01,"Pengadaan Langsung",05-12-2016,12-12-2016,12-12-2016,30-12-2016
7123859,"RW 08",28000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Sound System Lingkup RW PIPPK pada Belanja modal peralatan dan mesin pengadaan alat komunikasi telephone",APBD," 28000000",1.20.1.20.18.05.01.13.5.2.3.32.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Sound System Lingkup RW PIPPK rw 08 (6952680) "
7127966,"Belanja Bahan/Bibit Tanaman dan Pot RW 05",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Bahan/Bibit Tanaman",APBD," 2000000",1.20.1.20.18.06.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
8368176,"Belanja Cetak Rapot warga RW 09 Kelurahan Cicadas",1950000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Raport RW 09 Kelurahan Cicadas",APBD," 1950000",1.20.1.20.18.04.22.01.5.2.2.06.01,"Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
7122448,"Belanja Modal Pengadaan Handphone",2500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya printer di Kelurahan Sukapada",APBD," 2500000",1.20.1.20.18.06.02.12.5.2.3.29.02,"Pengadaan Langsung",01-12-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Modal Pengadaan Printer (7113730) "
7130831,"Penguatan Kelembagaan",25000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup LPM",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Jasa Penyelenggaraan Acara pada Pemberdayaan Lingkup LPM",APBD," 25000000",1.20.1.20.18.04.22.04.5.2.2.03.21,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Jasa Penyelenggaraan Acara LPM (6904158) "
7128278,"Perbaikan Jalan",40000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Jalan",APBD," 40000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7128210,"Perbaikan Gang",7230000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Gang",APBD," 7230000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
