lokasi,nama_komoditas,2015-06-01,2015-06-02,2015-06-03,2015-06-04,2015-06-05,2015-06-06,2015-06-07,2015-06-08,2015-06-09,2015-06-10,2015-06-11,2015-06-12,2015-06-13,2015-06-14,2015-06-15,2015-06-16,2015-06-17,2015-06-18,2015-06-19,2015-06-20,2015-06-21,2015-06-22,2015-06-23,2015-06-24,2015-06-25,2015-06-26,2015-06-27,2015-06-28,2015-06-29,2015-06-30
"Pasar Baru","Cabe Keriting",25000,0,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,40000,40000,40000,40000,40000,0,0,40000,40000,40000,40000,35000,0,0,30000,0
"Pasar Baru","Cabe Rawit",30000,0,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,0
"Pasar Baru","Kacang Tanah",23000,0,23000,23000,23000,0,0,23000,23000,23000,25000,25000,0,0,25000,25000,25000,27000,27000,0,0,27000,27000,27000,27000,27000,0,0,27000,0
"Pasar Baru","Ubi Kayu",3000,0,3000,3000,3000,0,0,3000,3000,3000,3000,3000,0,0,3000,3000,3000,3000,3000,0,0,3000,3000,3000,3000,3000,0,0,3000,0
"Pasar Baru","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru",Jagung,7000,0,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,0
"Pasar Baru","Ikan Olahan",50000,0,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,0
"Pasar Baru","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru","Minyak Goreng Curah",10500,0,10500,10500,10500,0,0,10500,10500,10500,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,0
"Pasar Baru","Daging Ayam Kampung",55000,0,55000,55000,55000,0,0,55000,55000,55000,55000,55000,0,0,55000,55000,55000,55000,55000,0,0,55000,55000,55000,55000,55000,0,0,55000,0
"Pasar Baru","Telur Ayam Kampung",45000,0,45000,45000,45000,0,0,45000,45000,45000,45000,45000,0,0,45000,45000,45000,45000,45000,0,0,45000,45000,45000,45000,45000,0,0,45000,0
"Pasar Baru","Susu Kental Manis Merk Bendera",11000,0,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,0
"Pasar Baru","Susu Kental Manis Merk Indomilk",9500,0,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,0
"Pasar Baru","Garam Beryodium Bata",1000,0,1000,1000,1000,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,0,0,1000,0
"Pasar Baru","Garam Beryodium Halus",3500,0,3500,3500,3500,0,0,3500,3500,3500,3500,3500,0,0,3500,3500,3500,3500,3500,0,0,3500,3500,3500,3500,3500,0,0,3500,0
"Pasar Baru","Tepung Terigu Cakra Kembar",7200,0,7200,7200,7200,0,0,7200,7200,7200,7200,7200,0,0,7200,7200,7200,7200,7200,0,0,7200,7200,7200,7200,7200,0,0,8000,0
"Pasar Baru","Tepung Terigu Kunci",7500,0,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,0
"Pasar Baru","Mie Instan",2000,0,2000,2000,2000,0,0,2000,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,0,0,2000,0
"Pasar Baru","Cabe Rawit Hijau",25000,0,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,35000,0
"Pasar Baru","Kacang Hijau",22000,0,22000,22000,22000,0,0,22000,22000,22000,22000,22000,0,0,22000,22000,22000,22000,22000,0,0,22000,22000,22000,22000,22000,0,0,22000,0
"Pasar Baru","Susu Bubuk Dancow",36000,0,36000,36000,36000,0,0,36000,36000,36000,36000,36000,0,0,36000,36000,36000,36000,36000,0,0,36000,36000,36000,36000,36000,0,0,36000,0
"Pasar Baru","Susu Bubuk Indomilk",33500,0,33500,33500,33500,0,0,33500,33500,33500,33500,33500,0,0,33500,33500,33500,33500,33500,0,0,33500,33500,33500,33500,33500,0,0,33500,0
"Pasar Baru","Ikan Kembung",30000,0,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,0
