nama_dewan,partai_politik,dapil,kecamatan_dapil,tahun,usulan_reses,skpd,program,kegiatan,volume,lokasi,anggaran_skpd,status
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Hot Mix Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. PAMEKAR TIMUR IV RW.03 KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",75000000,Diakomodir
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Hot Mix Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. TERATAI MEKAR VIII RT.02 RW.03 KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",175000000,Diakomodir
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Hot Mix Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. PLAMBOYAN MEKAR  RT.03 RW.02 KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",75000000,Diakomodir
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Hot Mix Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. TERATAI MEKAR  RT.03 RW.02 KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",75000000,Diakomodir
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Hot Mix Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. TERATAI MEKAR IV  RT.03 RW.02 KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",125000000,Diakomodir
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pengecoran Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. SOEKARNO HATTA KM.12.5 (SAMPING KECAMATAN PANYILEUKAN) KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",75000000,Diakomodir
"SUTAYA, SH.MH",PDI Perjuangan,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembuatan Benteng Selokan,Dinas Bina Marga dan Pengairan,-,-,-,"JL. PAMEKAR TIMUR II RT.03 RW.03 KEL. MEKAR MULYA KEC. PANYILEUKAN, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan /gang Hotmix Beton Jl. Sukarajin Ii,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SOBANA VDAN VI KEL. CIKUTRA KEC. CIBENYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pembangunan Kantor Sekretariat Karang Taruna,Cibeunying Kidul,-,-,-,"RT.06/13 KEL. CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Belum Diproses
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Rutilahu,Dinas Tata Ruang dan Cipta Karya,Program Pengembangan Perumahan,Kegiatan Fasilitasi dan Stimulasi Pembangunan Perumahan Masyarakat Kurang Mampu,-,"JL. SUKARAJIN II GG.SASTRODIHARJO RT.04/12 KEL. CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",20000000,Diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Rutilahu,Dinas Tata Ruang dan Cipta Karya,Program Pengembangan Perumahan,Kegiatan Fasilitasi dan Stimulasi Pembangunan Perumahan Masyarakat Kurang Mampu,-,"JL. BEKAMIN DALAM RT.05/14 KEL. CIKUTRA KEC. CIBEUNYING , KEL., KEC.",20000000,Diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Rutilahu,Dinas Tata Ruang dan Cipta Karya,Program Pengembangan Perumahan,Kegiatan Fasilitasi dan Stimulasi Pembangunan Perumahan Masyarakat Kurang Mampu,-,"DI WILAYAH JL. CICADAS PASAR RW. 04 KEL. CIKUTRA KEC. CIB. KIDUL, KEL., KEC.",20000000,Diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pemasangan Tutup Saluran Pembuangan Air Dengan Beton Yang Bisa Tutup Buka,Dinas Bina Marga dan Pengairan,-,-,-,"JL. SUKARAJIN II GG.SASTRODIHARJO RT.07/12 KEL. CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pengerukan Sungai Dari Sepanjang Jaln Cicadas,Dinas Bina Marga dan Pengairan,-,-,-,"RW.04 KEL. CIKUTRA KEC. CIB.KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pembuatan Pju,Dinas Bina Marga dan Pengairan,-,-,-,"RW.09 KEL. CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"RW.09 KEL. CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"PINTU MASUK JL. CICADAS PASAR II RW.04 KEL. CIKUTRA KEC. CIB. KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SUKA IKHLAS RT.07 RW.13 KELURAHAN CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SUKA DAMAI RT.02S/D 8 RW.13 KELURAHAN CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SUKA BAHAGIA RT.05 RW.13 KELURAHAN CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SUKA TEGUH RT.03DAN05 RW.13 KELURAHAN CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SUKA BERSIH RT.09 RW.13 KELURAHAN CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. SASTRODIHARJO V RW.12 KEL.CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"G. SASTRODIHARJO VI RW.12 KEL.CIKUTRA KEC. CIBEUNING KIDUL, KEL., KEC.",200000000,Diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. H.SOBANA III RW.12 KEL.CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. H.SOBANA IV RT.10  RW.12 KEL.CIKUTRA KEC. CIBEUNING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. H.SOBANA V RW.12 KEL.CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. H.SOBANA VI RW.12 KEL.CIKUTRA KEC. CIBEUNYING KIDUL, KEL., KEC.",0,Tidak diakomodir
"HERMAN BUDIYONO,  SE.",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pengerukan Sampah,Badan Pengelola Lingkungan Hidup,-,-,-,"SUNGAI CICADAS RW.02 S/D 04 KELURAHAN CIKUTRA, KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Menata dan Membangun Lahan Milik Pemerintah Kota Di Rw 02 Kel. Neglasari Agar  lahan Tersebut  dapat Ditata dan Digunakan Untuk Kegiatan2 dan Taman Bermain Masyarakat Umum.,Dinas Pemakaman dan Pertamanan,-,-,-,"RW 02 KEL. NEGLASARI , KEL., KEC.",0,Belum Diproses
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,"Memohon Bantuan Kepada Pemkot Bandung (dinas Pertanian dan Dinas Pemakaman dan Pertamanan) Dalam Bentuk Bibit Pohon, Pupuk dan Sarana dan Prasaran Yang Diperlukan.",Dinas Pertanian dan Ketahanan Pangan,Program Peningkatan Ketahanan Pangan (Pertanian/Perkebunan),Kegiatan Pengembangan Diversifikasi Tanaman,-,"KEL.NEGLASARI,  KEC CIBEUNYING KALER , KEL., KEC.",30000000,Diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,"Memohon Bantuan Kepada Pemkot Bandung (dinas Pertanian dan Dinas Pemakaman dan Pertamanan) Dalam Bentuk Bibit Pohon, Pupuk dan Sarana dan Prasaran Yang Diperlukan.",Dinas Pemakaman dan Pertamanan,-,-,-,"KEL.NEGLASARI,  KEC CIBEUNYING KALER , KEL., KEC.",0,Belum Diproses
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Peningkatan Kondisi Jalan Raya Bojongkoneng,Dinas Bina Marga dan Pengairan,-,-,-,"RW.12, 13, 14 DAN 15 KELURAHAN SUKAPADA , KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,"Kondisi Jalan Raya Bojong Koneng Yang Meliputi Rw.12,13,14 dan 15 Kelurahan Sukapada Pada Saat Ini Terjadi Kerusakan Di Beberapa Bagian dan Tidak Tersedianya Saluran Air/drainase Serta Kondisi Pju Yang Meprihatinkan.",Dinas Bina Marga dan Pengairan,-,-,-,"RW.12, 13, 14 DAN 15 KELURAHAN SUKAPADA , KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Kondisi Kontruksi Tembok Penahan Tanah/kirmir Sungai Ciharalang dan Cidurian Di Wilayah Rw.03 dan Rw.06 Kel.Padasuka dan Sekitarnya Dalam Kondisi Yang Belum Terbangun dan Beberapa Lokasi  tpt Yang Rusak Tergerus Air Sungai.,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"RW.03 DAN RW.06 KEL.PADASUKA , KEL., KEC.",200000000,Diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Penanganan Banjir,Dinas Bina Marga dan Pengairan,-,-,-,"RT 06 RW 03 KEL.PADASUKA, KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Permohonan Sarana Belaajar Mengajar Pendidikan Dasar,Dinas Pendidikan,-,-,-,"RW.01,  RW.02,  RW 03 DAN RW.06 KELURAHAN SUKAMAJU , KEL., KEC.",0,Belum Diproses
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Program Renovasi Rutilahu,Dinas Tata Ruang dan Cipta Karya,Program Pengembangan Perumahan,Kegiatan Fasilitasi dan Stimulasi Pembangunan Perumahan Masyarakat Kurang Mampu,-,"RW 01,  RW.02,  RW.11 DAN RW.12 KEL. SUKAMAJU. , KEL., KEC.",20000000,Diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Jalan Morse,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JALAN MORSE,  KELURAHAN BRAGA , KEL., KEC.",200000000,Diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Kondisi Saluran Air Sebagai Pembuangan Limbah Cair Rumah Tangga dan Air Hujan Sehingga Tidak Menyebabkan Banjir Cileuncang Pada Saat Turun Hujan Khususnya Di Kelurahan Braga Pada Saat Ini Sudah Mengancam  lingkungan Pemukiman .,Dinas Bina Marga dan Pengairan,-,-,-,"SELURUH WILAYAH KELURAHAN BRAGA, KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Penataan Lingkungan,Dinas Tata Ruang dan Cipta Karya,-,-,-,"GEDUNG MERDEKA,  JALAN SUKARNO,  ALUN2 BANDUNG ,  PEMBANGUNAN HOTEL2 DAN PUSAT PERDAGANGAN DI JL BRAGA, KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,"Jalan Lingkungan, Gang, Saluran Air/drainase, Jaringan Air Bersih dan Sanitasi Dapat Dilakukan Perbaikan, Pembangunan dan Peningkatan Kualitasnya.",Dinas Bina Marga dan Pengairan,-,-,-,"WILAYAH  KELURAHAN BRAGA, KEL., KEC.",0,Tidak diakomodir
"RIANTONO,  ST.,  M.SI",PDI Perjuangan,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,"Masyarakat Memohon Bantuan Kepada Pemkot Bandung Dalam Bentuk Sarana dan Prasarana Penunjang Bagi Pkk dan Posyandu Diantaranya Alat Timbang Digital, Perlengkapan Kantor, Meja, Kursi , Lemari Arsip dan Atk Serta Penambahan Honor Petugas Penggiat Posyandu.",Cibeunying Kaler,Program Peningkatan Peran Kecamatan dan Kelurahan,Kegiatan Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,-,"RW.02 KELURAHAN NEGLASARI, KEL., KEC.",224976562,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Permohonan Roda Samapah,Badan Pengelola Lingkungan Hidup,Program Pengembangan Kinerja Pengelolaan Persampahan,Kegiatan Penyediaan Prasarana dan Sarana Pengelolaan Persampahan,-,"WILAYAH KEC. BANDUNG KIDUL, KEL., KEC.",20000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pembanguan Pju,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"JL. WAAS KEL. BATUNUNGGAL, KEL., KEC.",155000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Normalisasi Gorong-gorong,Dinas Bina Marga dan Pengairan,-,-,-,"RW.08 KEL. CIGERELENG, KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pembangunan Kirmir,Dinas Bina Marga dan Pengairan,-,-,-,"RT.02 RW 06 KEL. ANCOL, KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. PASUNDAN KEL PUNGKUR KEC. REGOL, KEL., KEC.",150000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Penerangan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"JALAN CIBURUY RW 06 KEL. ANCOL , KEL., KEC.",62000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Peninggian Jalan Gang Atau Beton,Dinas Bina Marga dan Pengairan,-,-,-,"GANG CIBURUY 1 KEL. ANCOL, KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Normalisasi Sungai,Dinas Bina Marga dan Pengairan,-,-,-,"RW 03 KELURAHAN PASIR LUYU, KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Permohonan Pembangunan dan Perbaikan Jalan dan Gang,Dinas Bina Marga dan Pengairan,-,-,-,"RW 03 KELURAHAN PASIR LUYU, KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Bantuan Wc Umum,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RT 3 RW 12,  KELURAHAN CIJAWURA KECAMATAN BUAH BATU., KEL., KEC.",30000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Perhatian Terhadap Kreatifitas Anak Muda Di Bidang Seni Modern. Mohon Bantuan Seperangakat Kendang, Goong, Kolenang, Suling, Kecapi dan Keyboard",Dinas Pemuda dan Olahraga,-,-,-,"KARANG TARUNA RW 10 KELURAHAN CIJAWURA KECAMATAN BUAH BATU , KEL., KEC.",0,Belum Diproses
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pembangunan Pju,Dinas Bina Marga dan Pengairan,-,-,-,"RT 1 ,  RT 2,  RT 3 ,  RT 4 ,  RT 5 DAN RT 6 RW 10 KEL CIJAWURA,  KEC. BUAHBATU , KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Permohon Bantuan Perbaikan Jalan (betonisasi) Gang,Dinas Bina Marga dan Pengairan,-,-,-,"RT 1 ,  RT 2,  RT 3 ,  RT 4 ,  RT 5 DAN RT 6, RT.07 RW 10 KEL CIJAWURA,  KEC. BUAHBATU , KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Permohonan Roda Sampah,Badan Pengelola Lingkungan Hidup,Program Pengembangan Kinerja Pengelolaan Persampahan,Kegiatan Penyediaan Prasarana dan Sarana Pengelolaan Persampahan,-,"RW 10 KEL CIJAWURA,  KEC. BUAHBATU , KEL., KEC.",8000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Permohon Peninggian Kirmir,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"RT 01/02/03 DI KALI CICADAS BARU RW 10 KEL CIJAWURA,  KEC. BUAHBATU , KEL., KEC.",200000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Permohonan Timbangan Berdiri (1buah), Alat Ukur (1 Buah), Seragam Kader (20 Stell), Piring, Sendok, Gelas/cangkir (@ 2lusin).",Buah Batu,-,-,-,"RW 10 KEL CIJAWURA,  KEC. BUAHBATU , KEL., KEC.",0,Belum Diproses
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Bantuan Triseda,Badan Pengelola Lingkungan Hidup,-,-,-,"RW 10 KEL CIJAWURA,  KEC. BUAHBATU , KEL., KEC.",0,Tidak diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Penambahan Anggaran Pembangunan Aula Kelurahan Menjadi Dua Lantai. Lantai I Diperuntukkan Untuk Ruangan Lpm, Karang Taruna, Forum Rw, Linmas dan Lantai Ii Untuk Aula.",Bandung Kidul,-,-,-,"KELURAHAN KUJANG SARI KEC. BANDUNG KIDUL, KEL., KEC.",0,Belum Diproses
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pembangunan Trotoar Di Sepanjang Pasar Kordon Hingga Kecamatan Buah Batu.,Dinas Bina Marga dan Pengairan,Program Pembangunan Saluran Drainase/Gorong-Gorong,Kegiatan Pembangunan Saluran Drainase/Gorong-Gorong,-,"KELURAHAN KUJANG SARI KEC. BANDUNG KIDUL, KEL., KEC.",200000000,Diakomodir
H.R.IWAN DARMAWAN,PDI Perjuangan,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Permohon Bantuan Dana Untuk Pengembangan Pendidikan Anak Usia Dini Al Hasanah Yang Dikelola Warga.,Dinas Pendidikan,-,-,-,"RW.04 KELURAHAN KUJANG SARI KEC. BANDUNG KIDUL, KEL., KEC.",0,Belum Diproses
