nama_dewan,partai_politik,dapil,kecamatan_dapil,tahun,usulan_reses,skpd,program,kegiatan,volume,lokasi,anggaran_skpd,status
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Penataan Pju,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"SEPANJANG JL.SANCANG. PENGUSUL: SEKCAM LENGKONG, KEL., KEC.",187000000,Diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Drainase,Dinas Bina Marga dan Pengairan,-,-,-,"JL>AHMAD YANI DARI TERMINAL CICAHEUM SAMPAI CIDURIAN, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pelebaran Jalan Sulaksana,Dinas Bina Marga dan Pengairan,-,-,-,"RW.07 DAN RW.08, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Drainase,Dinas Bina Marga dan Pengairan,-,-,-,"JL.TERUSAN JAKARTA SAMPAI CIPARUMPUNG, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembuatan Kirmir,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"SUNGAI CIPARUNGPUNG, KEL., KEC.",120000000,Diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Rehab Kantor Kelurahan,Dinas Pengelolaan Keuangan dan Aset Daerah,-,-,-,"KEURAHAN CICAHEUM, KEL., KEC.",0,Belum Diproses
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembangunan Jembatan Empat,Dinas Bina Marga dan Pengairan,-,-,-,"DI ATAS KALI CIDURIAN RW.10, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pemasangan Pju,Dinas Bina Marga dan Pengairan,-,-,-,"SEPANJANG JALAN KALI CIDURIAN RW.12, 14 DAN 15, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pemasangan Pju,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"SEPANJANG JALAN KALI CIDURIAN RW.12, 14 DAN 15, KEL., KEC.",150000000,Diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembuatan Pagar,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"SEPANJANG KALI CIDURIAN RW.12,  14 DAN 15, KEL., KEC.",200000000,Diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Jalan Atlas,Dinas Bina Marga dan Pengairan,-,-,-,"JL.ATLAS 4 PENGUSUL; BP.TRIONO RW.10, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembangunan Taman Rw,Dinas Pemakaman dan Pertamanan,-,-,-,"RW.12, KEL., KEC.",0,Belum Diproses
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Gorong-gorong,Dinas Bina Marga dan Pengairan,Program Pembangunan Saluran Drainase/Gorong-Gorong,Kegiatan Pembangunan Saluran Drainase/Gorong-Gorong,-,"JL.HARMIS 1 DAN JL.KERANG RW.07, KEL., KEC.",200000000,Diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Sarana Permainan Untuk Anak Paud,Badan Pemberdayaan Perempuan dan KB,-,-,-,"PAUD SAKURA RW.10, KEL., KEC.",0,Belum Diproses
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pelatihan Guru-guru Madrasah Se Kec. Kiaracondong,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,-,-,-,"KEC.KIARACONDONG, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,"Program Sekolah Kejar Paket A, B dan C",Dinas Pendidikan,-,-,-,"KEL.CIKAWAO, KEL., KEC.",0,Belum Diproses
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Mohon Bantuan Untuk Perlengkapan Paud,Dinas Pendidikan,-,-,-,"PAUD TUNAS JAYA KEL.KEBON JAYANTI, KEL., KEC.",0,Belum Diproses
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pengadaan Bank Sampah,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,-,-,-,"PKK KEL.CIKAWAO, KEL., KEC.",0,Tidak diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pelatihan Pemahaman Giji Bagi Anak Balita,Dinas Kesehatan,Program Pelayanan Kesehatan Dasar,Kegiatan Pemberian Makanan Pendamping ASI pada Anak Usia 6-24 Bulan Keluarga Miskin.,-,"PKK KEL.MALABAR, KEL., KEC.",5000000,Diakomodir
JHONNY HIDAYAT,Partai Golkar,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Mohon Disediakan Modal Usaha Bagi Warga Menengah Ke Bawah,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,-,-,-,"KELURAHAN SUKAPURA, KEL., KEC.",0,Tidak diakomodir
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pju,Dinas Perhubungan,-,-,-,"RW 01 KEL. PASIRLAYUNG, KEL., KEC.",0,Belum Diproses
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gorong Jl A Yani Rw 09,Dinas Bina Marga dan Pengairan,-,-,-,"RW 09, KEL., KEC.",0,Tidak diakomodir
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Pengadaan Air Bersih/sumur Bor,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RW 11 RT 3, 4 DAN RW 13, KEL., KEC.",0,Belum Diproses
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Sodetan Penanggulangan Banjir,Dinas Bina Marga dan Pengairan,-,-,-,"RW 6, 7, 8, 9, 10, KEL., KEC.",0,Tidak diakomodir
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Sarana Olah Raga dan Bermain,Dinas Pemuda dan Olahraga,-,-,-,"RW 08, KEL., KEC.",0,Belum Diproses
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gorong-gorong,Dinas Bina Marga dan Pengairan,-,-,-,"RW O6 DAN 10 KESIR LAYUNG, KEL., KEC.",0,Tidak diakomodir
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Kirmir,Dinas Bina Marga dan Pengairan,-,-,-,"RW 06 CIPAMOKALAN, KEL., KEC.",0,Tidak diakomodir
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gorong-gorong,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RW 01 GG MEKAR 1, KEL., KEC.",0,Belum Diproses
"HJ.NENDEN SUKAESIH,  SE.",Partai Golkar,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Jembatan Penyebrangan,Dinas Bina Marga dan Pengairan,-,-,-,"JL SURAPATI DEPAN SD CIHAUR GELIS, KEL., KEC.",0,Tidak diakomodir
"AAN ANDI PURNAMA,  SE.",Partai Demokrat,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"JALAN PROTOKOL RW 05 ( PERBATASAN LANDASAN HUSEIN SASTRANEGARA), KEL., KEC.",0,Tidak diakomodir
"AAN ANDI PURNAMA,  SE.",Partai Demokrat,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Kirmir dan Pelandaian Curug Kali Cilimus/citepus,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"RT 02 RW 10, KEL., KEC.",150000000,Diakomodir
"AAN ANDI PURNAMA,  SE.",Partai Demokrat,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"RT 05 RW 02, KEL., KEC.",0,Tidak diakomodir
"AAN ANDI PURNAMA,  SE.",Partai Demokrat,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"RT. 05 RW 03, KEL., KEC.",0,Tidak diakomodir
"AAN ANDI PURNAMA,  SE.",Partai Demokrat,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"RT 06 RW 03, KEL., KEC.",0,Tidak diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JALAN SARI INDAH RW 12 , KEL., KEC.",195000000,Diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Penerangan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"JALAN JEMI RW 11 , KEL., KEC.",123000000,Diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"RT 02 RW 10 KELURAHAN SUKAPURA KECAMATAN KIARACONDONG, KEL., KEC.",0,Tidak diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pengaspalan Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JALAN JEMI RT 10 RW 11 PERBATASAN DENGAN RW 12, KEL., KEC.",50000000,Diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Penerangan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"RW 11 & RW 12 JL. SARI INDAH VIII, KEL., KEC.",125000000,Diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pengaspalan Jalan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"RW 12 JL. KIARA ASRI UTARA KOMPLEK BUMI ASRI , KEL., KEC.",195000000,Diakomodir
"ERWAN SETIAWAN,  S.E",Partai Demokrat,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Taman Bermain,Dinas Pemakaman dan Pertamanan,-,-,-,"RW 11 KELURAHAN BABAKAN SARI KECAMATAN KIARACONDONG, KEL., KEC.",0,Belum Diproses
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Perbaikan Jalan Sepadan Kali Cipamokolan,Dinas Bina Marga dan Pengairan,-,-,-,"RW 06 KELURAHAN CISARANTEN ENDAH KECAMATAN ARCAMANIK, KEL., KEC.",0,Tidak diakomodir
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Peninggian Jembatan Cibodas,Dinas Bina Marga dan Pengairan,-,-,-,"JL. KUNINGAN RT. 04,  05 DAN 06 RW 5 KELURAHAN ANTAPANI KIDUL KECAMATAN ANTAPANI, KEL., KEC.",0,Tidak diakomodir
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembetonan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. PESANTREN/BABAKAN BETAWI IV RT 4 RW 8 KELURAHAN PASIRWANGI KECAMATAN UJUNGBERUNG, KEL., KEC.",0,Tidak diakomodir
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembetonan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JALAN. MOHAMAD DAMIN RT 1 RW 14, KEL., KEC.",190000000,Diakomodir
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Penerangan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. BABAKAN BETAWI VI RT 03 RW 08 KELURAHAN PASIRWANGI KECAMATAN UJUNGBERUNG, KEL., KEC.",0,Tidak diakomodir
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Penerangan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. BABAKAN BETAWI IV RT 02 RW 08, KEL., KEC.",0,Tidak diakomodir
"ENTANG SURYAMAN,  SH",Partai Demokrat,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembuatan Sarana Air Kotor Untuk Mengaliri Ke Sawah,Dinas Bina Marga dan Pengairan,-,-,-,"RT 01,  RT 02,  RT 03 & RT 05 RW 08, KEL., KEC.",0,Tidak diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Perbaikan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"GG. HASANUDIN RT. 04 /01 KELURAHAN PASIRLUYU, KEL., KEC.",0,Tidak diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Perbaikan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,-,-,-,"WILAYAH RT. 05/08 KELURAHAN CISEUREH, KEL., KEC.",0,Tidak diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Ppemeluran Jalan/rabat Beton,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JALAN TERUSAN BATUNUNGGAL GG. SUKAMULYA A RT. 06/04 KELURAHAN MENGGER, KEL., KEC.",80000000,Diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pemeluran Jalan/rabat Beton,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JALAN TERUSAN BATUNUNGGAL GG. SUKAMULYA B RT. 06/04 KELURAHAN MENGGER, KEL., KEC.",80000000,Diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Penerangan Jalan Gang,Dinas Bina Marga dan Pengairan,-,-,-,"RW. 04 KELURAHAN CIJAURA, KEL., KEC.",0,Tidak diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pembuatan/perbaikan Mck,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT. 02/04 KELURAHAN CIJAURA, KEL., KEC.",0,Belum Diproses
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Perbaikan Jalan Lingkungan,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"RT. 01-RT 04 RW 04 KELURAHAN CIJAWURA, KEL., KEC.",80000000,Diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pemeluran/rabat Beton dan Saluran Airnya,Dinas Bina Marga dan Pengairan,-,-,-,"GG. KEBON JERUK RT. 03/07 KELURAHAN DARWATI KECAMATAN RANCASARI, KEL., KEC.",0,Tidak diakomodir
"H. TOMTOM D. QOMAR,  SH.,  MH",Partai Demokrat,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Pemeluran/rabat,Dinas Bina Marga dan Pengairan,-,-,-,"KP. CILAMETA RT. 01/01 KELURAHAN CIMENCRANG, KEL., KEC.",0,Tidak diakomodir
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Permohonan Air Bersih (sible),Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT 05 RW 02, KEL., KEC.",0,Belum Diproses
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Perbaikan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"JALAN CIRANGRANG TIMUR RW 01,  02,  & 03, KEL., KEC.",0,Tidak diakomodir
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Permohonan Penerangan Jalan Umum,Dinas Bina Marga dan Pengairan,Program Penerangan Jalan Umum,Kegiatan Pembangunan Penerangan Jalan Umum,-,"RT. 06 RW 02 JALAN KARASAK LAMA, KEL., KEC.",62000000,Diakomodir
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Perbaikan Saluran Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"RW 01 JL. KOPO, KEL., KEC.",0,Tidak diakomodir
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Pembangunan Jalan Kecil,Dinas Bina Marga dan Pengairan,-,-,-,"RW 04 KELURAHAN MEKARWANGI, KEL., KEC.",0,Tidak diakomodir
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Perbaikan Kirmir Sungai,Dinas Bina Marga dan Pengairan,-,-,-,"RW 06 - RW 07 KELURAHAN MEKARWANGI, KEL., KEC.",0,Tidak diakomodir
IR. H. AGUS GUNAWAN,Partai Demokrat,Kota Bandung 6,"Babakan Ciparay, Bojongloa Kaler, Astana Anyar, Bandung Kulon, Bojongloa Kidul",2015,Perbaikan Kirmir Kali Citepus/cekdam,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"RW  05 & RW 07, KEL., KEC.",150000000,Diakomodir
DEDE HERMAWANSYAH,Partai Demokrat,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gorong-gorong Selokan ( Gorong Ditutup Pakai Besi),Dinas Bina Marga dan Pengairan,-,-,-,"RT 08 RW 10, KEL., KEC.",0,Tidak diakomodir
DEDE HERMAWANSYAH,Partai Demokrat,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gorong-gorong,Dinas Bina Marga dan Pengairan,-,-,-,"RW 05, KEL., KEC.",0,Tidak diakomodir
DEDE HERMAWANSYAH,Partai Demokrat,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gang Moch. Wijaya,Dinas Bina Marga dan Pengairan,-,-,-,"RT. 01 RW 09, KEL., KEC.",0,Tidak diakomodir
DEDE HERMAWANSYAH,Partai Demokrat,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Perbaikan Gang Alit,Dinas Bina Marga dan Pengairan,-,-,-,"RT. 02 RW 09, KEL., KEC.",0,Tidak diakomodir
DEDE HERMAWANSYAH,Partai Demokrat,Kota Bandung 2,"Coblong, Cidadap, Bandung Wetan, Cibeunying Kidul, Cibeunying Kaler, Sumur Bandung",2015,Permohonan Sarana Air Bersih (sible),Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT. 01 RW 09, KEL., KEC.",0,Belum Diproses
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan (hotmix ) Jl.Terusan Babakan Cianjur Sampai Menuju Landasan Lanud Husen,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"RW 06 DAN 07 KELURAHAN CAMPAKA KEC. ANDIR, KEL., KEC.",150000000,Diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Pembuatan Sumur Serapan,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RW 07 KELURAHAN CAMPAKA KECAMATAN ANDIR, KEL., KEC.",50000000,Diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Pembuatan Sumur Jet Pump,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RW 02 DAN RW 07 KELURAHAN SUKARAJA KEC. CICENDO, KEL., KEC.",100000000,Diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Puskesmas Keliling Di Kelurahan,Dinas Kesehatan,-,-,-,"6 KELURAHAN DI ANDIR, KEL., KEC.",0,Tidak diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Suplai Air Bersih,Dinas Bina Marga dan Pengairan,-,-,-,"6 KELURAHAN, KEL., KEC.",0,Tidak diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Ruang Terbuka Hijau,Dinas Pemakaman dan Pertamanan,-,-,-,"KELURAHAN CAMPAKA KECAMATAN ANDIR, KEL., KEC.",0,Belum Diproses
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Pembebasan Uang Pembayaran Spp,Dinas Pendidikan,-,-,-,"ALAMAT SEKOLAH RW 03 JL BUDI SUKARAJAALAMAT SISWA JL BABAKAN CIANJUR RT 11 RW 02 SUKARAJA CICENDO, KEL., KEC.",0,Belum Diproses
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan (hotmix) Jl Mega Raya Yg Nyambung Ke Jl Babakan Radio,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"PERBATASAN ANTARA RT 04 DAN RT 06 RW 07 KELURAHAN SUKARAJA KECAMATAN CICENDO, KEL., KEC.",121689000,Diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Pembuatan Sumur Resapan,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RW 02,  06,  07 KELURAHAN SUKARAJA KEC. CICENDO, KEL., KEC.",150000000,Diakomodir
IR. H.ENDRIZAL NAZAR,PKS,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Pembuatan Sumur Sibel Kedalaman 70 Mtr,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RW 02 DAN 07 KELURAHAN SUKARAJA KEC. CICENDO, KEL., KEC.",500000000,Diakomodir
