lokasi,nama_komoditas,2015-02-01,2015-02-02,2015-02-03,2015-02-04,2015-02-05,2015-02-06,2015-02-07,2015-02-08,2015-02-09,2015-02-10,2015-02-11,2015-02-12,2015-02-13,2015-02-14,2015-02-15,2015-02-16,2015-02-17,2015-02-18,2015-02-19,2015-02-20,2015-02-21,2015-02-22,2015-02-23,2015-02-24,2015-02-25,2015-02-26,2015-02-27,2015-02-28
"Pasar Baru","Beras Medium",0,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,0,9500,9500,0,0,10000,10000,10000,10000,10000,0,0,11000,11000,11000,11000
"Pasar Baru","Cabe Merah",0,0,0,27000,27000,27000,27000,27000,0,0,25000,25000,0,25000,25000,0,0,25000,25000,25000,25000,25000,0,0,30000,25000,30000,30000
"Pasar Baru","Bawang Merah",0,0,0,18000,18000,18000,18000,18000,0,0,18000,18000,0,18000,18000,0,0,18000,18000,18000,18000,18000,0,0,18000,18000,18000,21000
"Pasar Baru","Daging Ayam Ras",0,0,0,30000,30000,30000,30000,30000,0,0,32000,0,0,32000,32000,0,0,31000,31000,31000,31000,31000,0,0,31000,31000,31000,31000
"Pasar Baru","Telur Ayam Ras",0,0,0,22000,22000,22000,22000,22000,0,0,21000,21000,0,21000,21000,0,0,20000,20000,20000,20000,20000,0,0,20000,20000,20000,20000
"Pasar Baru","Daging Sapi",0,0,0,100000,100000,100000,100000,100000,0,0,100000,100000,0,100000,100000,0,0,100000,100000,0,100000,100000,0,0,100000,100000,100000,100000
"Pasar Baru","Minyak Goreng",0,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,0,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000
"Pasar Baru","Gula Pasir",0,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,0,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000
"Pasar Baru",Kentang,0,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,0,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000
"Pasar Baru",Kedelai,0,0,0,13000,13000,13000,12000,13000,0,0,13000,13000,0,13000,13000,0,0,13000,13000,13000,13000,13000,0,0,13000,13000,13000,13000
"Pasar Baru","Tepung Terigu",0,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,0,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000
"Pasar Baru","Bawang Putih",0,0,0,15000,15000,15000,15000,15000,0,0,15000,15000,0,15000,15000,0,0,15000,15000,15000,15000,15000,0,0,15000,15000,15000,15000
"Pasar Baru","Cabe Keriting",0,0,0,35000,35000,35000,35000,35000,0,0,30000,30000,0,30000,25000,0,0,25000,25000,25000,25000,25000,0,0,30000,25000,30000,30000
"Pasar Baru","Cabe Rawit",0,0,0,45000,45000,45000,45000,45000,0,0,40000,40000,0,40000,40000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000
"Pasar Baru","Kacang Tanah",0,0,0,20000,20000,20000,20000,20000,0,0,20000,20000,0,20000,20000,0,0,20000,20000,20000,20000,20000,0,0,20000,20000,20000,20000
"Pasar Baru","Ubi Kayu",0,0,0,3000,3000,3000,3000,3000,0,0,3000,3000,0,3000,3000,0,0,3000,3000,3000,3000,3000,0,0,3000,3000,3000,3000
"Pasar Baru","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru",Jagung,0,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,0,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000
"Pasar Baru","Ikan Olahan",0,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,0,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000
"Pasar Baru","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
