lokasi,nama_komoditas,2014-10-01,2014-10-02,2014-10-03,2014-10-04,2014-10-05,2014-10-06,2014-10-07,2014-10-08,2014-10-09,2014-10-10,2014-10-11,2014-10-12,2014-10-13,2014-10-14,2014-10-15,2014-10-16,2014-10-17,2014-10-18,2014-10-19,2014-10-20,2014-10-21,2014-10-22,2014-10-23,2014-10-24,2014-10-25,2014-10-26,2014-10-27,2014-10-28,2014-10-29,2014-10-30,2014-10-31
"Pasar Andir","Beras Medium",8500,8500,8500,8500,8500,0,0,8500,8500,8500,8500,8500,0,0,8500,8500,8500,8500,8500,0,0,8500,8500,8500,8500,8500,0,0,8500,8500,8500
"Pasar Andir","Cabe Merah",30000,30000,30000,45000,45000,0,0,55000,55000,55000,55000,60000,0,0,50000,50000,50000,40000,40000,0,0,40000,40000,40000,40000,40000,0,0,45000,45000,45000
"Pasar Andir","Bawang Merah",15000,15000,15000,15000,15000,0,0,15000,15000,15000,15000,15000,0,0,18000,18000,18000,18000,18000,0,0,18000,18000,18000,18000,18000,0,0,18000,18000,18000
"Pasar Andir","Daging Ayam Ras",30000,30000,30000,32000,30000,0,0,28000,28000,28000,28000,28000,0,0,27000,27000,27000,27000,27000,0,0,27000,27000,27000,27000,27000,0,0,27000,27000,27000
"Pasar Andir","Telur Ayam Ras",18000,18000,18000,18000,18000,0,0,18000,18000,18000,18000,18000,0,0,17500,17500,17500,17500,17500,0,0,17500,17500,17500,17500,17500,0,0,17500,17500,17500
"Pasar Andir","Daging Sapi",95000,95000,95000,95000,95000,0,0,95000,95000,95000,95000,95000,0,0,95000,95000,95000,95000,95000,0,0,95000,95000,95000,95000,95000,0,0,95000,95000,95000
"Pasar Andir","Minyak Goreng",14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000,14000,14000,0,0,14000,14000,14000
"Pasar Andir","Gula Pasir",11500,11500,11500,11500,11500,0,0,11500,11500,11500,11500,11500,0,0,11500,11500,11500,11500,11500,0,0,11500,11500,11500,11500,11500,0,0,11500,11500,11500
"Pasar Andir",Kentang,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000
"Pasar Andir",Kedelai,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000,12000,12000,0,0,12000,12000,12000
"Pasar Andir","Tepung Terigu",7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000
